"Article","Web Description","Brand","Type","Power","Pack Qty","Size","DQ Score"
"346492","AmbiPur Plug In Diffuser Refill Vanilla Harmony 2x 20ml","Ambi Pur","Refills",NA,"2pk","40ml",0.88
"347399","Ambi Pur 3Volution Refill Vanilla 20ml","Ambi Pur","Refills",NA,NA,"20ml",0.86
"347404","Ambi Pur GP2 Refill Vanilla 20ml","Ambi Pur","Refills",NA,NA,"20ml",0.86
"420458","Ambi Pur with Febreze Plug In Cotton Fresh","Ambi Pur","Units",NA,"1",NA,0.86
"420459","Ambi Pur with Febreze Plug In Blossom andBreeze","Ambi Pur","Units",NA,"1",NA,0.86
"420460","Ambi Pur with Febreze Plug In Lavender","Ambi Pur","Units",NA,"1",NA,0.86
"420463","Ambi Pur with Febreze 3 Volution Unit","Ambi Pur","Units",NA,"1",NA,0.86
"421425","Ambi Pur with Febreze Refill Blossom and Breeze","Ambi Pur","Refills",NA,"1",NA,0.86
"421426","Ambi Pur with Febreze Refill Cotton Fresh 20ml","Ambi Pur","Refills",NA,"1",NA,0.86
"421427","Ambi Pur with Febreze Refill Thai Orchid","Ambi Pur","Refills",NA,"1",NA,0.86
"421428","Ambi Pur with Febreze 3 Volution Blossom andBreeze","Ambi Pur","Refills",NA,"1",NA,0.86
"421429","Ambi Pur with Febreze 3 Volution Cotton Fresh","Ambi Pur","Refills",NA,"1",NA,0.86
"421431","Ambi Pur with Fabreze Refill Lavender","Ambi Pur","Refills",NA,"1",NA,0.86
"421432","Ambi Pur with Febreze 3 Volution Lavender","Ambi Pur","Refills",NA,"1",NA,0.86
"421435","Ambi Pur with Febreze Refill Lavender 2pk","Ambi Pur","Units",NA,"1",NA,0.86
"421436","Ambi Pur with Febreze 3 Volution Thai Orchid","Ambi Pur","Refills",NA,"1",NA,0.86
"421556","Ambi Pur GP2 Twin Refill Cotton 2 x 20ml","Ambi Pur","Refills",NA,"2pk","2x20ml",0.93
"430232","Ambi Pur with Febreze 3 Volution Thai Orchid20ml","Ambi Pur","Refills",NA,"1","20ml",0.93
"441487","Ambi Pur 3vol Cotton Starter Kit 20ml","Ambi Pur","Units",NA,"1","20ml",0.93
"441490","Ambi Pur 3vol Blossom Starter Kit 20ml","Ambi Pur","Units",NA,"1","20ml",0.93
"450176","Ambi Pur 3Volution Refill Pet Odour","Ambi Pur","Refills",NA,"1","20ml",0.93
"450177","Ambi Pur 3Volution Refill Anti Tobacco","Ambi Pur","Refills",NA,"1","20ml",0.93
"450179","Ambi Pur Plug In Air Freshener RefillAnti Tobacco","Ambi Pur","Refills",NA,"1","20ml",0.93
"216794","Glade Plug In Electric Refill Linen","Glade","Refills",NA,"1","20ml",0.93
"298000","Glade Discreet Air Freshener Plug In and Refill Clean Linen 12g","Glade","Units",NA,"1","12g",0.93
"411790","Glade Plug In Electric Unit Clean Linen 20ml","Glade","Units",NA,"1","20ml",0.93
"411791","Glade Plug In Electric Unit Laven 20ml","Glade","Units",NA,"1","20ml",0.93
"411792","Glade Plug In Electric Unit Bali Sandal 20ml","Glade","Units",NA,"1","20ml",0.93
"411799","Glade Discreet Electric Relaxing Zen","Glade","Units",NA,"1",NA,0.86
"412168","Glade Plug In Refill Bail Sandalwood and Jasmine","Glade","Refills",NA,"1",NA,0.86
"419556","Wilko Plug In Starter Lavender","Wilko","Units",NA,NA,NA,0.79
"429887","Wilko Plug In Twin Refill Cotton","Wilko","Refills",NA,"2",NA,0.86
"429889","Wilko Plug-in Refills Lavender 20ml","Wilko","Refills",NA,"2","20ml",0.93
