PSA_1,PSA_2,Attribute,Category
HOM,BAT,Size,"Towel Rails, Stands and Hooks"
TOI,SAN,Brand,Towels & Liners
TOI,SAN,Type,Towels & Liners
TOI,SAN,Colour,Towels & Liners
TOI,SAN,Pack Qty,Towels & Liners
TOI,SAN,Washable,Towels & Liners
TOI,SAN,Size,Towels & Liners
TOI,SAN,Material,Towels & Liners
HOM,STO,Brand,Towers & Baskets
HOM,STO,Capacity,Towers & Baskets
HOM,STO,Type,Towers & Baskets
HOM,STO,Colour,Towers & Baskets
HOM,STO,Pack Qty,Towers & Baskets
HOM,STO,Size,Towers & Baskets
HOM,STO,Material,Towers & Baskets
CLE,SUR,Brand,Traditional Cleaning
CLE,SUR,Type,Traditional Cleaning
TOY,SST,Brand,Trampolines
TOY,SST,Type,Trampolines
TOY,SST,Colour,Trampolines
TOY,SST,Size,Trampolines
TOY,SST,Assembly,Trampolines
TOY,SST,Material,Trampolines
SES,TRA,Brand,Travel Accessories
SES,TRA,Type,Travel Accessories
SES,TRA,Colour,Travel Accessories
SES,TRA,Power,Travel Accessories
SES,TRA,Pack Qty,Travel Accessories
SES,TRA,Size,Travel Accessories
SES,TRA,Model Number,Travel Accessories
SES,LUG,Brand,Travel Accessories & Essentials
SES,LUG,Type,Travel Accessories & Essentials
SES,LUG,Colour,Travel Accessories & Essentials
SES,LUG,Pack Qty,Travel Accessories & Essentials
SES,LUG,Size,Travel Accessories & Essentials
TOI,TRA,Brand,Travel Minis
TOI,TRA,Type,Travel Minis
TOI,TRA,Pack Qty,Travel Minis
TOI,TRA,Size,Travel Minis
HOM,FUR,Brand,Trays
HOM,FUR,Type,Trays
HOM,FUR,Colour,Trays
HOM,FUR,Pack Qty,Trays
HOM,FUR,Size,Trays
SBK,COO,Brand,Tribes Stationery Range
SBK,COO,Type,Tribes Stationery Range
SBK,COO,Pack Qty,Tribes Stationery Range
SBK,COO,Size,Tribes Stationery Range
PET,DOM,Brand,Tropical Fish Food & Supplies
PET,DOM,Type,Tropical Fish Food & Supplies
PET,DOM,Power,Tropical Fish Food & Supplies
PET,DOM,Pack Qty,Tropical Fish Food & Supplies
PET,DOM,Size,Tropical Fish Food & Supplies
SBK,PAR,Brand,Tsum Tsum Range
SBK,PAR,Type,Tsum Tsum Range
SBK,PAR,Pack Qty,Tsum Tsum Range
SBK,PAR,Size,Tsum Tsum Range
SBK,KFL,Brand,Tsum Tsum Stationery
SBK,KFL,Type,Tsum Tsum Stationery
SBK,KFL,Pack Qty,Tsum Tsum Stationery
SBK,KFL,Size,Tsum Tsum Stationery
SBK,PAR,Brand,Turtles Range
SBK,PAR,Type,Turtles Range
SBK,PAR,Colour,Turtles Range
SBK,PAR,Power,Turtles Range
SBK,PAR,Pack Qty,Turtles Range
SBK,PAR,Age,Turtles Range
DIY,ELE,Brand,TV & AV Accessories
DIY,ELE,Type,TV & AV Accessories
DIY,ELE,Colour,TV & AV Accessories
DIY,ELE,Power,TV & AV Accessories
DIY,ELE,Size,TV & AV Accessories
DIY,ELE,Model Number,TV & AV Accessories
DIY,ELE,Brand,TV Aerials & Boosters
DIY,ELE,Type,TV Aerials & Boosters
DIY,ELE,Colour,TV Aerials & Boosters
DIY,ELE,Power,TV Aerials & Boosters
DIY,ELE,Size,TV Aerials & Boosters
DIY,ELE,Model Number,TV Aerials & Boosters
HOM,FUR,Brand,TV Stands & TV Units
HOM,FUR,Type,TV Stands & TV Units
HOM,FUR,Colour,TV Stands & TV Units
HOM,FUR,Size,TV Stands & TV Units
HOM,FUR,Assembly,TV Stands & TV Units
HOM,FUR,Material,TV Stands & TV Units
HOM,COO,Brand,Unearthed Living Room Collection
HOM,COO,Type,Unearthed Living Room Collection
HOM,COO,Colour,Unearthed Living Room Collection
HOM,COO,Size,Unearthed Living Room Collection
HOM,COO,Assembly,Unearthed Living Room Collection
HOM,COO,Material,Unearthed Living Room Collection
KIT,DIN,Brand,Utility Kitchen
KIT,DIN,Type,Utility Kitchen
KIT,DIN,Colour,Utility Kitchen
KIT,DIN,Pack Qty,Utility Kitchen
KIT,DIN,Size,Utility Kitchen
HOU,SWE,Brand,Vacuum Cleaners and Accessories
HOU,SWE,Type,Vacuum Cleaners and Accessories
HOU,SWE,Colour,Vacuum Cleaners and Accessories
HOU,SWE,Power,Vacuum Cleaners and Accessories
HOU,SWE,Size,Vacuum Cleaners and Accessories
HOU,SWE,Model Number,Vacuum Cleaners and Accessories
HOM,BED,Brand,Valances
HOM,BED,Type,Valances
HOM,BED,Colour,Valances
HOM,BED,Pack Qty,Valances
HOM,BED,Washable,Valances
HOM,BED,Size,Valances
HOM,BED,Material,Valances
HOM,COO,Brand,Vanilla Pod Fragrances
HOM,COO,Type,Vanilla Pod Fragrances
HOM,COO,Brand,Vases & Bowls
HOM,COO,Type,Vases & Bowls
HOM,COO,Colour,Vases & Bowls
HOM,COO,Pack Qty,Vases & Bowls
HOM,COO,Size,Vases & Bowls
GAR,SEW,Brand,Vegetable April-July
GAR,SEW,Type,Vegetable April-July
GAR,SEW,Pack Qty,Vegetable April-July
GAR,SEW,Size,Vegetable April-July
TOY,ACT,Brand,Vehicles & Playsets
TOY,ACT,Type,Vehicles & Playsets
TOY,ACT,Colour,Vehicles & Playsets
TOY,ACT,Power,Vehicles & Playsets
TOY,ACT,Pack Qty,Vehicles & Playsets
TOY,ACT,Age,Vehicles & Playsets
HOM,BLI,Brand,Venetian Blinds
HOM,BLI,Type,Venetian Blinds
HOM,BLI,Coverage,Venetian Blinds
HOM,BLI,Colour,Venetian Blinds
HOM,BLI,Washable,Venetian Blinds
HOM,BLI,Size,Venetian Blinds
HOM,BLI,Material,Venetian Blinds
TOI,HAI,Brand,Vibrant
TOI,HAI,Type,Vibrant
TOI,HAI,Colour,Vibrant
TOI,HAI,Pack Qty,Vibrant
TOI,HAI,Size,Vibrant
HOM,BAT,Brand,Victoria Bathroom Collection
HOM,BAT,Type,Victoria Bathroom Collection
HOM,BAT,Colour,Victoria Bathroom Collection
HOM,BAT,Pack Qty,Victoria Bathroom Collection
HOM,BAT,Size,Victoria Bathroom Collection
GAR,SUN,Brand,View All Fence Panels & Fence Posts
GAR,SUN,Type,View All Fence Panels & Fence Posts
GAR,SUN,Colour,View All Fence Panels & Fence Posts
GAR,SUN,Size,View All Fence Panels & Fence Posts
SES,GFN,Brand,View All Garden Furniture
SES,GFN,Type,View All Garden Furniture
SES,GFN,Colour,View All Garden Furniture
SES,GFN,Size,View All Garden Furniture
SES,GFN,Assembly,View All Garden Furniture
SES,GFN,Material,View All Garden Furniture
KIT,ELE,Brand,View All Kitchen Appliances
KIT,ELE,Type,View All Kitchen Appliances
KIT,ELE,Colour,View All Kitchen Appliances
KIT,ELE,Pack Qty,View All Kitchen Appliances
KIT,ELE,Size,View All Kitchen Appliances
SES,SPC,Brand,View All Outdoor Toys
SES,SPC,Type,View All Outdoor Toys
SES,SPC,Colour,View All Outdoor Toys
SES,SPC,Power,View All Outdoor Toys
SES,SPC,Pack Qty,View All Outdoor Toys
SES,SPC,Age,View All Outdoor Toys
TOI,MED,Brand,Vitamins & Supplements
TOI,MED,Type,Vitamins & Supplements
TOI,MED,Pack Qty,Vitamins & Supplements
TOI,MED,Size,Vitamins & Supplements
TOI,MED,Brand,Vitamins and Supplements
TOI,MED,Type,Vitamins and Supplements
TOI,MED,Pack Qty,Vitamins and Supplements
TOI,MED,Size,Vitamins and Supplements
HOM,CUR,Brand,Voiles
HOM,CUR,Type,Voiles
HOM,CUR,Colour,Voiles
HOM,CUR,Pack Qty,Voiles
HOM,CUR,Size,Voiles
PAI,EMU,Brand,Wall & Ceiling Paint
PAI,EMU,Type,Wall & Ceiling Paint
PAI,EMU,Coverage,Wall & Ceiling Paint
PAI,EMU,Colour,Wall & Ceiling Paint
PAI,EMU,Pack Qty,Wall & Ceiling Paint
PAI,EMU,Size,Wall & Ceiling Paint
HOM,COO,Brand,Wall Art
HOM,COO,Type,Wall Art
HOM,COO,Colour,Wall Art
HOM,COO,Pack Qty,Wall Art
HOM,COO,Size,Wall Art
DIY,SCR,Brand,Wall Plugs & Fixings
DIY,SCR,Type,Wall Plugs & Fixings
DIY,SCR,Colour,Wall Plugs & Fixings
DIY,SCR,Pack Qty,Wall Plugs & Fixings
DIY,SCR,Size,Wall Plugs & Fixings
DIY,SCR,Material,Wall Plugs & Fixings
DEC,WAL,Brand,Wall Stickers
DEC,WAL,Type,Wall Stickers
DEC,WAL,Pack Qty,Wall Stickers
DEC,WAL,Size,Wall Stickers
DEC,WAL,Brand,Wallpaper Borders
DEC,WAL,Type,Wallpaper Borders
DEC,WAL,Coverage,Wallpaper Borders
DEC,WAL,Colour,Wallpaper Borders
DEC,WAL,Pack Qty,Wallpaper Borders
DEC,WAL,Size,Wallpaper Borders
DEC,WAL,Material,Wallpaper Borders
DEC,WAL,Brand,Wallpaper Murals
DEC,WAL,Type,Wallpaper Murals
DEC,WAL,Coverage,Wallpaper Murals
DEC,WAL,Colour,Wallpaper Murals
DEC,WAL,Pack Qty,Wallpaper Murals
DEC,WAL,Size,Wallpaper Murals
DEC,WAL,Material,Wallpaper Murals
DEC,PRP,Brand,Wallpaper Paste & Preparation
DEC,PRP,Type,Wallpaper Paste & Preparation
DEC,PRP,Coverage,Wallpaper Paste & Preparation
DEC,PRP,Colour,Wallpaper Paste & Preparation
DEC,PRP,Pack Qty,Wallpaper Paste & Preparation
DEC,PRP,Size,Wallpaper Paste & Preparation
DEC,PRP,Material,Wallpaper Paste & Preparation
DEC,PAS,Brand,Wallpaper Paste & Tools
DEC,PAS,Type,Wallpaper Paste & Tools
DEC,PAS,Coverage,Wallpaper Paste & Tools
DEC,PAS,Colour,Wallpaper Paste & Tools
DEC,PAS,Pack Qty,Wallpaper Paste & Tools
DEC,PAS,Size,Wallpaper Paste & Tools
DEC,PAS,Material,Wallpaper Paste & Tools
DEC,WAL,Brand,Walltastic Wallpaper
DEC,WAL,Type,Walltastic Wallpaper
DEC,WAL,Coverage,Walltastic Wallpaper
DEC,WAL,Colour,Walltastic Wallpaper
DEC,WAL,Pack Qty,Walltastic Wallpaper
DEC,WAL,Size,Walltastic Wallpaper
DEC,WAL,Material,Walltastic Wallpaper
HOU,WAR,Brand,Wardrobe
HOU,WAR,Type,Wardrobe
HOU,WAR,Colour,Wardrobe
HOU,WAR,Size,Wardrobe
HOU,WAR,Assembly,Wardrobe
HOU,WAR,Material,Wardrobe
HOM,FUR,Brand,Wardrobes
HOM,FUR,Type,Wardrobes
HOM,FUR,Colour,Wardrobes
HOM,FUR,Size,Wardrobes
HOM,FUR,Assembly,Wardrobes
HOM,FUR,Material,Wardrobes
HOM,COO,Brand,Warm Vanilla Pod  Fragrance
HOM,COO,Type,Warm Vanilla Pod  Fragrance
HOU,AIR,Brand,"Washing Lines, Pegs & Peg Bags"
HOU,AIR,Type,"Washing Lines, Pegs & Peg Bags"
HOU,AIR,Colour,"Washing Lines, Pegs & Peg Bags"
HOU,AIR,Pack Qty,"Washing Lines, Pegs & Peg Bags"
HOU,AIR,Size,"Washing Lines, Pegs & Peg Bags"
CLE,LAU,Brand,Washing Powder & Fabric Conditioner
CLE,LAU,Type,Washing Powder & Fabric Conditioner
CLE,LAU,Pack Qty,Washing Powder & Fabric Conditioner
CLE,LAU,Size,Washing Powder & Fabric Conditioner
CLE,DIS,Brand,Washing Up Liquid & Tablets
CLE,DIS,Type,Washing Up Liquid & Tablets
CLE,DIS,Pack Qty,Washing Up Liquid & Tablets
CLE,DIS,Size,Washing Up Liquid & Tablets
GAR,WAT,Brand,Water Butts & Accessories
GAR,WAT,Capacity,Water Butts & Accessories
GAR,WAT,Type,Water Butts & Accessories
GAR,WAT,Colour,Water Butts & Accessories
GAR,WAT,Size,Water Butts & Accessories
KIT,FIL,Brand,Water Filters & Jugs
KIT,FIL,Capacity,Water Filters & Jugs
KIT,FIL,Type,Water Filters & Jugs
KIT,FIL,Colour,Water Filters & Jugs
KIT,FIL,Pack Qty,Water Filters & Jugs
KIT,FIL,Size,Water Filters & Jugs
TOI,BAC,Brand,Water Toys
TOI,BAC,Type,Water Toys
TOI,BAC,Colour,Water Toys
TOI,BAC,Power,Water Toys
TOI,BAC,Pack Qty,Water Toys
TOI,BAC,Age,Water Toys
GAR,WAT,Brand,Watering Cans
GAR,WAT,Capacity,Watering Cans
GAR,WAT,Type,Watering Cans
GAR,WAT,Colour,Watering Cans
GAR,WAT,Size,Watering Cans
CLE,AIR,Brand,Wax Melts
CLE,AIR,Type,Wax Melts
CLE,AIR,Colour,Wax Melts
CLE,AIR,Pack Qty,Wax Melts
CLE,AIR,Size,Wax Melts
TOI,BAN,Brand,Weaning
TOI,BAN,Type,Weaning
TOI,BAN,Colour,Weaning
TOI,BAN,Pack Qty,Weaning
TOI,BAN,Washable,Weaning
TOI,BAN,Size,Weaning
TOI,BAN,Age,Weaning
GAR,WEE,Brand,Weed Killers & Weed Guards
GAR,WEE,Type,Weed Killers & Weed Guards
GAR,WEE,Pack Qty,Weed Killers & Weed Guards
GAR,WEE,Size,Weed Killers & Weed Guards
GAR,WEE,Brand,Weed Killers DEFAULT
GAR,WEE,Type,Weed Killers DEFAULT
PET,CAT,Brand,Wet Cat Food
PET,CAT,Type,Wet Cat Food
PET,CAT,Pack Qty,Wet Cat Food
PET,CAT,Size,Wet Cat Food
PET,DOG,Brand,Wet Dog Food
PET,DOG,Type,Wet Dog Food
PET,DOG,Pack Qty,Wet Dog Food
PET,DOG,Size,Wet Dog Food
HOM,BAT,Brand,White Bathroom Collection
HOM,BAT,Type,White Bathroom Collection
HOM,BAT,Colour,White Bathroom Collection
HOM,BAT,Pack Qty,White Bathroom Collection
HOM,BAT,Size,White Bathroom Collection
HOM,DUV,Brand,White Bedding
HOM,DUV,Type,White Bedding
HOM,DUV,Colour,White Bedding
HOM,DUV,Pack Qty,White Bedding
HOM,DUV,Washable,White Bedding
HOM,DUV,Size,White Bedding
HOM,DUV,Material,White Bedding
KIT,DIN,Brand,White Collection
KIT,DIN,Type,White Collection
KIT,DIN,Colour,White Collection
KIT,DIN,Pack Qty,White Collection
KIT,DIN,Size,White Collection
PAI,WAP,Brand,White Paint
PAI,WAP,Type,White Paint
PAI,WAP,Coverage,White Paint
PAI,WAP,Colour,White Paint
PAI,WAP,Pack Qty,White Paint
PAI,WAP,Size,White Paint
DEC,PRP,Brand,White Spirit & Brush Cleaners
DEC,PRP,Type,White Spirit & Brush Cleaners
DEC,PRP,Pack Qty,White Spirit & Brush Cleaners
DEC,PRP,Size,White Spirit & Brush Cleaners
PET,WIL,Brand,Wild Bird Feeders & Feeding Stations
PET,WIL,Type,Wild Bird Feeders & Feeding Stations
PET,WIL,Pack Qty,Wild Bird Feeders & Feeding Stations
PET,WIL,Size,Wild Bird Feeders & Feeding Stations
PET,WIL,Brand,Wildlife Food
PET,WIL,Type,Wildlife Food
PET,WIL,Pack Qty,Wildlife Food
PET,WIL,Size,Wildlife Food
DEC,WAL,Brand,Wilko FUNctional Decorating
DEC,WAL,Type,Wilko FUNctional Decorating
PET,GEN,Brand,Wilko FUNctional Pets & Wildlife
PET,GEN,Type,Wilko FUNctional Pets & Wildlife
PAI,EMU,Brand,Wilko Paint
PAI,EMU,Type,Wilko Paint
PAI,EMU,Coverage,Wilko Paint
PAI,EMU,Colour,Wilko Paint
PAI,EMU,Pack Qty,Wilko Paint
PAI,EMU,Size,Wilko Paint
PAI,INT,Brand,Wilko Paint Interior Gloss
PAI,INT,Type,Wilko Paint Interior Gloss
PAI,INT,Coverage,Wilko Paint Interior Gloss
PAI,INT,Colour,Wilko Paint Interior Gloss
PAI,INT,Pack Qty,Wilko Paint Interior Gloss
PAI,INT,Size,Wilko Paint Interior Gloss
GAR,SEW,Brand,Wilko Seeds DEFAULT
GAR,SEW,Type,Wilko Seeds DEFAULT
GAR,SEW,Pack Qty,Wilko Seeds DEFAULT
GAR,SEW,Size,Wilko Seeds DEFAULT
HOM,BAT,Brand,Willow & Rush Collection
HOM,BAT,Type,Willow & Rush Collection
HOM,BAT,Colour,Willow & Rush Collection
HOM,BAT,Pack Qty,Willow & Rush Collection
HOM,BAT,Size,Willow & Rush Collection
HOU,MOP,Brand,Window Cleaning Equipment
HOU,MOP,Type,Window Cleaning Equipment
HOU,MOP,Pack Qty,Window Cleaning Equipment
HOU,MOP,Size,Window Cleaning Equipment
KIT,GAD,Brand,Wine Chillers
KIT,GAD,Type,Wine Chillers
KIT,GAD,Colour,Wine Chillers
KIT,GAD,Power,Wine Chillers
KIT,GAD,Pack Qty,Wine Chillers
KIT,GAD,Size,Wine Chillers
KIT,GAD,Model Number,Wine Chillers
KIT,HOM,Brand,Wine Homebrew Kits
KIT,HOM,Capacity,Wine Homebrew Kits
KIT,HOM,Type,Wine Homebrew Kits
KIT,HOM,Pack Qty,Wine Homebrew Kits
KIT,HOM,Size,Wine Homebrew Kits
GAR,SUN,Brand,Winter Garden Essentials
GAR,SUN,Type,Winter Garden Essentials
GAR,SUN,Colour,Winter Garden Essentials
GAR,SUN,Power,Winter Garden Essentials
GAR,SUN,Pack Qty,Winter Garden Essentials
GAR,SUN,Size,Winter Garden Essentials
TOI,BAN,Brand,Wipes
TOI,BAN,Type,Wipes
TOI,BAN,Pack Qty,Wipes
TOI,BAN,Size,Wipes
KIT,DIN,Brand,With Love Kitchen
KIT,DIN,Type,With Love Kitchen
KIT,HOL,Brand,Woks
KIT,HOL,Type,Woks
KIT,HOL,Colour,Woks
KIT,HOL,Pack Qty,Woks
KIT,HOL,Size,Woks
TOI,MED,Brand,Womens Health
TOI,MED,Type,Womens Health
TOI,MED,Colour,Womens Health
TOI,MED,Pack Qty,Womens Health
TOI,MED,Size,Womens Health
DEC,WOO,Brand,Wood Stain & Varnish
DEC,WOO,Type,Wood Stain & Varnish
DEC,WOO,Coverage,Wood Stain & Varnish
DEC,WOO,Colour,Wood Stain & Varnish
DEC,WOO,Pack Qty,Wood Stain & Varnish
DEC,WOO,Size,Wood Stain & Varnish
HOM,CPX,Brand,Wooden Curtain Poles
HOM,CPX,Type,Wooden Curtain Poles
HOM,CPX,Colour,Wooden Curtain Poles
HOM,CPX,Pack Qty,Wooden Curtain Poles
HOM,CPX,Size,Wooden Curtain Poles
HOM,CPX,Material,Wooden Curtain Poles
TOY,SST,Brand,Wooden Playhouses
TOY,SST,Type,Wooden Playhouses
TOY,SST,Colour,Wooden Playhouses
TOY,SST,Pack Qty,Wooden Playhouses
TOY,SST,Assembly,Wooden Playhouses
TOY,SST,Age,Wooden Playhouses
GAR,SUN,Brand,Wooden Sheds
GAR,SUN,Type,Wooden Sheds
GAR,SUN,Colour,Wooden Sheds
GAR,SUN,Size,Wooden Sheds
GAR,SUN,Assembly,Wooden Sheds
GAR,SUN,Material,Wooden Sheds
SBK,DES,Brand,Writing & Calculators
SBK,DES,Type,Writing & Calculators
SBK,DES,Colour,Writing & Calculators
SBK,DES,Power,Writing & Calculators
SBK,DES,Size,Writing & Calculators
SBK,DES,Model Number,Writing & Calculators
HOM,HAB,Brand,Yarn & Knitting Needles
HOM,HAB,Type,Yarn & Knitting Needles
HOM,HAB,Colour,Yarn & Knitting Needles
HOM,HAB,Pack Qty,Yarn & Knitting Needles
HOM,HAB,Size,Yarn & Knitting Needles
HOM,HAB,Material,Yarn & Knitting Needles
DEC,WAL,Brand,Yellow and Orange Wallpaper
DEC,WAL,Type,Yellow and Orange Wallpaper
DEC,WAL,Coverage,Yellow and Orange Wallpaper
DEC,WAL,Colour,Yellow and Orange Wallpaper
DEC,WAL,Pack Qty,Yellow and Orange Wallpaper
DEC,WAL,Size,Yellow and Orange Wallpaper
DEC,WAL,Material,Yellow and Orange Wallpaper
