"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"TOI","DEN","319739","Colgate Toothpaste Total Advanced Freshening125ml","Colgate","125ml","Multi","1","No",0.65
"TOI","DEN","319741","Colgate Toothpaste Total Advanced Fluoride125ml","Colgate","125ml","Multi","1","No",0.65
"TOI","DEN","319799","Colgate Toothpaste Total Advanced Whitening75ml","Colgate","75ml","Multi","1","No",0.65
"TOI","DEN","319861","Colgate Toothbrush Pro Gum Health Soft 1pk","Colgate","One Size","Multi","1","No",0.65
"TOI","DEN","330418","Colgate Toothbrush Max White One 360 1pk","Colgate","Medium",NA,"1","No",0.65
"TOI","DEN","331097","Colgate Toothbrush Max Whitening Medium 1pk","Colgate",NA,"Multi","1","No",0.65
"TOI","DEN","334691","Colgate Mouthwash Max White One Sensational Mint500ml","Colgate","500ml","Multi","1","No",0.65
"TOI","DEN","336548","Colgate Toothpaste Max White One LuminousSparkling Mint 75ml","Colgate",NA,"Multi","1","No",0.65
"TOI","DEN","34152","ColgateToothpaste Cavity Protection Pump Regular100ml","Colgate",NA,"Multi","1","No",0.65
"TOI","DEN","352309","Colgate Toothpaste Cool Stripe 75ml","Colgate","75ml",NA,NA,"No",0.65
"TOI","DEN","402745","Colgate Kids Toothbrush Extra Soft 0 to 3 Years1pk","Colgate","Baby","Multi","1","No",0.65
"TOI","DEN","402746","Colgate Kids Toothbrush Soft 6 Plus Years","Colgate",NA,NA,NA,"No",0.65
"TOI","DEN","402747","Colgate Kids Toothbrush Soft 4 to 6 Years","Colgate",NA,NA,NA,"No",0.65
"TOI","DEN","402755","Colgate Toothbrush Barbie Extra Soft","Colgate",NA,"Multi","1","No",0.65
"TOI","DEN","402756","Colgate Toothbrush Max White One Sonic Power 1pk","Colgate",NA,"Multi","1","No",0.65
"TOI","DEN","402774","Colgate  Plax Mouthwash Gentle Care 500ml","Colgate","500ml",NA,"1","No",0.65
"TOI","DEN","418227","Colgate Electric Toothbrush Pro Clinical C250","Colgate",NA,NA,"1","No",0.65
"TOI","DEN","418237","Colgate Toothpaste Sensifoam Whitening Sensitive75ml","Colgate",NA,NA,"1","No",0.65
"TOI","DEN","418242","Colgate Toothpaste Max White Expert Cool Mint 75ml","Colgate","75ml",NA,"1","No",0.65
"TOI","DEN","418243","Colgate Toothpaste Max White Expert Fresh Mint 75m75ml","Colgate",NA,NA,NA,"No",0.65
"TOI","DEN","421592","Colgate Toothbrush Minions Battery Operated 1pk","Colgate",NA,NA,"1","No",0.65
"TOI","DEN","433036","Colgate Toothbrush and Whitening Pen Max WhiteExpert 1pk","Colgate",NA,NA,NA,"No",0.65
"TOI","DEN","437367","Colgate Toothbrush Pro Clinical 150 SuperiorPlaque Remover","Colgate",NA,NA,NA,"No",0.65
"TOI","DEN","437369","Colgate Toothpaste Total Proof 75ml","Colgate","75ml",NA,"1","No",0.65
"TOI","DEN","437370","Colgate Toothpaste Deep Clean 75ml","Colgate","75ml",NA,"1","No",0.65
"TOI","DEN","437371","Colgate Toothpaste Daily Repair 75ml","Colgate","75ml",NA,"1","No",0.65
"TOI","DEN","437559","Colgate Toothpaste Minions 4 Plus Years Mild50ml","Colgate","50ml",NA,"1","No",0.65
"TOI","DEN","448172","Colgate Junior Kids Toothpaste Smiles 6 Plus Years50ml","Colgate",NA,NA,"1","No",0.65
"TOI","DEN","448173","Colgate  Kids Toothpaste Smiles 3 to -5 Years 50ml","Colgate",NA,NA,"1","No",0.65
"TOI","DEN","448174","Colgate Baby Toothpaste Smiles  0 to 2 Years 50ml","Colgate",NA,NA,"1","No",0.65
"TOI","DEN","448175","Colgate Toothpaste Max White Optic 75ml","Colgate",NA,NA,"1","No",0.65
"TOI","DEN","450083","Colgate Sensitive Pro-Relief Toothbrushand Sensitivity Pen","Colgate",NA,NA,"1","No",0.65
"TOI","DEN","450650","Colgate Replacement Brush Heads Pro Clinical 3604pk","Colgate",NA,NA,"4","No",0.65
"TOI","DEN","452978","Colgate Toothpaste Enamel Strength 75ml","Colgate","75ml",NA,"1","No",0.65
"TOI","TRA","281806","Colgate Toothpaste Total Advanced Clean25ml","Colgate","25ml",NA,"1",NA,1
"TOI","TRA","305854","Colgate Portable Toothbrush","Colgate",NA,NA,NA,"No",0.65
"TOI","TRA","441203","Colgate MaxFresh Cooling Toothpaste 25ml","Colgate",NA,NA,"1","No",0.65
