"PSA_1","PSA_2","Article","Web Description","Brand","Type","Pack Qty","Size","Colour","Age","Washable","Power","Assembly","Model Number","Material","Capacity","DQ Score"
"TOI","HAI","240158","Nice'n Easy Non-Permanent Hair Dye No-Ammonia DarkWarm Brown #82","Clairol","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","240160","Nice’n Easy Non-Permanent Medium Ash Blonde 73","Clairol","Semi-Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","243323","Nice'n Easy Root Touch-Up Dark Blonde 7","Clairol","Highlights","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","243324","Nice'n Easy Root Touch-Up Dark Brown 4","Clairol","Highlights","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","243325","Nice'n Easy Root Touch-Up Medium Brown 5","Clairol","Highlights","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","250367","Nice'n Easy Natural Medium Blonde 8","Clairol","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","269845","Nice'n Easy Permanent Natural Pale Blonde 9PB","Clairol","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","269846","Nice'n Easy Permanent Natural Warm Auburn 5WR","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","281562","Nice'n Easy Permanent Natural Darkest Brown 3.5","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","281563","Nice'n Easy Permanent Natural Lighter Brown 6N","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","281564","Nice'n Easy Permanent Natural MediumMahogany Brown 5M","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","281572","Nice’n Easy Non-Permanent Black 83","Clairol","Semi-Permanent","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","316906","Nice'n Easy Permanent Natural Medium AshBrown 5A","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","316910","Nice'n Easy Permanent Natural Light Auburn 6R","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","330390","Nice'n Easy Permanent Hair Dye Ultra Light AshBlonde 10A","Clairol","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","330391","Nice'n Easy Sun Kissed Ultra Light CoolSummer Blonde SB2","Clairol","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","347454","Nice'n Easy Age Defy Dark Brown 4","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","347455","Nice'n Easy Age Defy Medium Brown 5","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","347456","Nice'n Easy Age Defy Medium Ash Blonde 8A","Clairol","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","347457","Nice'n Easy Age Defy Light Brown 6","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","348919","Nice'n Easy Age Defy Permanent Light Golden Brown6G","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","348921","Nice'n Easy Age Defy Medium Golden Brown 5G","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","351445","Nice'n Easy Permanent Natural LightGolden Blonde 9G","Clairol","Permanent","1","9g",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","351446","Nice'n Easy Non Permanent Light Warm Brown 92","Clairol","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","416195","Nice'n Easy Age Defy Permanent Extra Light Blonde10","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","416197","Nice'n Easy Age Defy Permanent LightAsh Blonde 9A","Clairol","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","416199","Nice'n Easy Age Defy Permanent Light Blonde 9","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","416231","Nice'n Easy Age Defy Permanent Medium Blonde 8","Clairol","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","428982","Nice'n Easy Permanent Rich Dark Brown R4","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","428983","Nice'n Easy Permanent Natural Dark CoolBlonde 7C","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","428985","Nice'n Easy Permanent Natural Light Caramel Brown6W","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","429002","Nice'n Easy Permanent Natural Dark Burgundy 4BG","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","429003","Nice'n Easy Permanent Natural Medium Auburn 5R","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","429294","Nice'n Easy Permanent Natural Burgundy Black 2BG","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","429296","Nice'n Easy Root Touch Up Permanent DarkGolden Brown 4G","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","429298","Nice'n Easy Root Touch Up Permanent  LightBlonde 9","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","429299","Nice'n Easy Root Touch Up PermanentMedium Blonde 8","Clairol","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","453501","Nice'n Easy Colour Enhancer Beige Blonde 70","Clairol","Semi-Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"TOI","HAI","453502","Nice'n Easy Colour Enhancer Light Ash Brown 75","Clairol","Semi-Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"TOI","HAI","453503","Nice'n Easy Colour Enhancer Dark Brown 79","Clairol","Semi-Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"TOI","HAI","453504","Nice'n Easy Colour Enhancer Medium Brown 765","Clairol","Semi-Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"TOI","HAI","453505","Nice'n Easy Colour Enhancer Medium Golden Brown 78","Clairol","Semi-Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"TOI","HAI","453506","Nice'n Easy Colour Enhancer Medium Ash Brown 77","Clairol","Semi-Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"TOI","HAI","453507","Nice'n Easy Colour Enhancer Medium Ash Blonde 73","Clairol","Semi-Permanent",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69
"TOI","HAI","442214","Colourless Hair Colour Remover Maximum Conditioner","Colourless","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","HAI","442215","Colourless Hair Colour Remover Maximum Effect","Colourless","Hair Colour Remover","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","100856","Garnier Belle Color 5 Natural Brown PermanentHair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","100857","Garnier Belle Color 4 Natural Dark BrownPermanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","100858","Garnier Belle Color 6 Natural Light BrownPermanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","100859","Garnier Belle Color 7 Natural Dark BlondePermanent Hair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","125970","Garnier Belle Color 3 Dark Brown Permanent HairDye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","128001","Garnier Belle Color 9.3 Natural Light HoneyBlonde Permanent Hair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","141267","Garnier Belle Color 110 Ultra Light NaturalBlonde Permanent Hair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","141268","Garnier Belle Color 7.1 Natural Dark Ash BlondePermanent Hair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","150254","Garnier Nutrisse 100 Extra Light Blonde PermanentHair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","150262","Garnier Nutrisse 3.6 Deep Reddish Brown PermanentHair Dye","Garnier","Permanent",NA,NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","150264","Garnier Nutrisse 4.3 Dark Golden Brown PermanentHair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","150265","Garnier Nutrisse 9 Light Blonde Permanent HairDye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","150269","Garnier Nutrisse 6 Light Brown Permanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","152338","Garnier Nutrisse 5.3 Golden Brown Permanent HairDye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","152340","Garnier Nutrisse 4.6 Deep Red Permanent Hair Dye","Garnier","Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","246260","Garnier Nutrisse 4 Dark Brown Permanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","247517","Garnier Nutrisse 5 Brown Permanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","302132","Garnier Nutrisse 10.1 Ultra Ice Blonde PermanentHair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","302154","Garnier Nutrisse 5.62 Ultra Vibrant Red PermanentHair Dye","Garnier","Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","302230","Garnier Nutrisse 5.25 Ultra Chestnut BrownPermanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","302231","Garnier Nutrisse 60 Ultra Fiery Red PermanentHair Dye","Garnier","Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","302232","Garnier Nutrisse 4.15 Ultra Iced Coffee BrownPermanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","330872","Garnier Nutrisse Creme Vanilla Blonde 8","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331435","Garnier Nutrisse 4 1/2 Medium Dark BrownPermanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331436","Garnier Nutrisse 4.26 Deep Burgundy Red PermanentHair Dye","Garnier","Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331658","Garnier Nutrisse 3 Darkest Brown Permanent HairDye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331659","Garnier Nutrisse 2.6 Ultra Dark Cherry RedPermanent Hair Dye","Garnier","Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331732","Garnier Olia 9.0 Light Blonde Permanent Hair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331733","Garnier Olia 0 Light Brown Permanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331735","Garnier Olia 4.15 Iced Chocolate Brown PermanentHair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331740","Garnier Olia 3.0 Soft Black Permanent Hair Dye","Garnier","Permanent","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331741","Garnier Olia 5.0 Brown Permanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331742","Garnier Olia 4.0 Dark Brown Permanent Hair Dye","Garnier","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","340162","Garnier Nutrisse D+++ Bleach Lightener PermanentHair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","351771","Garnier Belle Color 1 Black Permanent Hair Dye","Garnier","Permanent","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","351773","Garnier Nutrisse 10.01 Baby Blonde Permanent HairDye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","351774","Garnier Nutrisse 9.03 Light Beige BlondePermanent Hair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","351775","Garnier Nutrisse 8.13 Medium Beige BlondePermanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","351871","Garnier Belle Color 111 Extra Light Ash BlondePermanent Hair Dye","Garnier","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","429021","Garnier Belle Color 112 Natural Light SummerBlonde Permanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","429025","Garnier Belle Color 10 Natural Light Baby BlondePermanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","429026","Garnier Belle Color 4.3 Natural Dark Golden BrownPermanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","429080","Garnier Belle Color 7.3 Natural Dark GoldenBlonde Permanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","430220","Garnier Belle Color 3 Light Golden BrownPermanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","430221","Garnier Belle Color 9 Natural Light BlondePermanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","430222","Garnier Belle Color 4 Natural Copper PermanentHair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","430223","Garnier Nutrisse 8.32 Gold Pearl Blonde PermanentHair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","430225","Garnier Nutrisse 3 Golden Light Brown PermanentHair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","456257","Garnier Olia 9.3 Golden Light Blonde PermanentHair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","456258","Garnier Nutrisse 1 Black Permanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","456259","Garnier Nutrisse 7N Nude Dark Blonde PermanentHair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","456266","Garnier Olia 60 Intense Red Permanent Hair Dye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","456280","Garnier Nutrisse 7.3 Golden Copper Permanent HairDye","Garnier","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","340261","Jerome Russell Bblonde Maxium Lift Cream Peroxide","Jerome and Russell","Highlights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","340262","Jerome Russell BBlonde Powder Bleach","Jerome and Russell","Highlights","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","442212","Jerome Russell Maximum Colour Toner Silver","Jerome Russell","Toner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","442213","Jerome Russell Maximum Colour Toner Steel","Jerome Russell","Toner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","456416","Jerome Russell Lilac Max Colour Toner","Jerome Russell","Toner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","116972","L'Oreal Preference Les Blondissimes 01 LightestNatural Blonde Permanent Hair Dye","L'Oreal","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","116975","L'Oreal Preference Les Blondissimes 03 LightestAsh Blonde Permanent Hair Dye","L'Oreal","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","125974","L'Oreal Preference Infinia 7.3 Florida HoneyBlonde Permanent Hair Dye","L'Oreal","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","152488","L'Oreal Excellence Creme 8 Natural BlondePermanent Hair Dye","L'Oreal","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","240168","L'Oreal Preference Infinia 3.66 Dark RedPermanent Hair Dye","L'Oreal","Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","258472","L'Oreal Casting Creme Gloss 415 Iced ChocolateBrown Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","258481","L'Oreal Casting Creme Gloss 500 Medium Brown SemiPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","258482","L'Oreal Casting Creme Gloss 600 Light Brown SemiPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","258483","L'Oreal Casting Creme Gloss 550 Mahogany SemiPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Red",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","258484","L'Oreal Casting Creme Gloss 515 Chocolate TruffleBrown Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","258486","L'Oreal Casting Creme Gloss 535 Chocolate BrownSemi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331657","L'Oreal Casting Creme Gloss 554 Chilli ChocolateBrown Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","331738","L'Oreal Casting Creme Gloss 400 Dark Brown SemiPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331739","L'Oreal Casting Creme Gloss 200 Ebony Black SemiPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331748","L'Oreal Preference Platinum Extreme PlatinumBlonde Permanent Hair Dye","L'Oreal","Highlights","1",NA,"Metal",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","HAI","331756","L'Oreal Casting Creme Gloss 360 Black Cherry SemiPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Black",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331757","L'Oreal Casting Creme Gloss 316 Plum SemiPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Purple",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331758","L'Oreal Casting Creme Gloss 300 Darkest BrownSemi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","331764","L'Oreal Casting Creme Gloss 603 Chocolate CaramelBrown Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","345286","L'Oreal Casting Creme Gloss 734 Rich Honey BlondeSemi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","345287","L'Oreal Casting Creme Gloss 830 Sweet HoneyBlonde Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Yellow",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","345288","L'Oreal Casting Creme Gloss 513 Iced TruffleBrown Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","345290","L'Oreal Casting Creme Gloss 323 Dark ChocolateBrown Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","345291","L'Oreal Casting Creme Gloss 1010 Light IcedBlonde Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","345601","L'Oreal Casting Creme Gloss 613 Iced Mocha LightBrown Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","351711","L'Oreal Excellence Creme Blondes Supreme LightestBlonde Permanent Hair Dye","L'Oreal","Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","444978","L'Oreal Magic Retouch Dark Brown Root Touch Up","L'Oreal","Root Retouch","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","444979","L'Oreal Magic Retouch Brown Root Touch Up","L'Oreal","Root Retouch","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","444980","L'Oreal Magic Retouch Dark Blonde Root Touch Up","L'Oreal","Root Retouch","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","450015","L'Oreal Magic Retouch Light Golden Blonde RootTouch Up","L'Oreal","Root Retouch","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","HAI","456251","L'Oreal Casting Creme Gloss 356 Cherry Cola DarkBrown Semi Permanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","456252","L'Oreal Casting Creme Gloss 700 Dark Blonde SemiPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","456264","L'Oreal Excellence Creme 5.3 Golden BrownPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","456265","L'Oreal Excellence Creme 3 Natural Darkest BrownPermanent Hair Dye","L'Oreal","Semi-Permanent","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.81
"TOI","HAI","60224","L'Oreal Preference Infinia 3 Brasilia Dark BrownPermanent Hair Dye","L'Oreal","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","60226","L'Oreal Preference Infinia 9.13 Bergen LightBeige Blonde Permanent Hair Dye","L'Oreal","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","60231","L'Oreal Preference Infinia 7 Rimini Dark BlondePermanent Hair Dye","L'Oreal","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","87775","L'Oreal Excellence Creme 4 Natural Dark BrownPermanent Hair Dye","L'Oreal","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","87776","L'Oreal Excellence Creme 5 Natural BrownPermanent Hair Dye","L'Oreal","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","87779","L'Oreal Excellence Creme 6 Natural Light BrownPermanent Hair Dye","L'Oreal","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","87780","L'Oreal Excellence Creme 7 Dark Blonde PermanentHair Dye","L'Oreal","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","87783","L'Oreal Excellence Creme 9 Natural Light BlondePermanent Hair Dye","L'Oreal","Permanent","1",NA,"Blonde",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","33778","Pin Up Orignal Lasting Perm","Perm","Highlights","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","451104","Root Perfect Blonde 75ml","Root Perfect","Root Retouch","1","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","451105","Root Perfect Light Brown 75ml","Root Perfect","Root Retouch","1","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","451106","Root Perfect Medium Brown 75ml","Root Perfect","Root Retouch","1","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","451107","Root Perfect Dark Brown 75ml","Root Perfect","Root Retouch","1","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","451108","Root Perfect Black 75ml","Root Perfect","Root Retouch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","HAI","126561","Schwarzkopf Poly Color Tint Warm Brown 38","Schwarzkopf","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","126562","Schwarzkopf Poly Color Tint Medium Brown 39","Schwarzkopf","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","HAI","126563","Schwarzkopf Poly Color Tint Medium Brown 41Brown 41","Schwarzkopf","Permanent","1",NA,"Brown",NA,NA,NA,NA,NA,NA,NA,0.93
