"PSA_1","PSA_2","Article","Web Description","Brand","Type","Pack Qty","Size","Colour","Age","Washable","Power","Assembly","Model Number","Material","Capacity","DQ Score"
"TOI","SAN","332925","Always Dailies Pantyliners Long Plus 24pk","Always","Towels and Liners","24pk","Long Plus",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","332933","Always Dailies Pantyliners Discreet Incredibly Thin 30pk","Always","Towels and Liners","30pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","332935","Always Dailies Pantyliners Discreet Normal 24pk","Always","Towels and Liners","24pk","Normal",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","352822","Always Discreet Liners Plus 20pk","Always","Incontinence","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352824","Always Discreet Normal 12pk","Always","Incontinence","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352826","Always Discreet Long 10pk","Always","Incontinence","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352831","Always Discreet Pants Med 12pk","Always","Incontinence","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352832","Always Discreet Pants Large 10pk","Always","Incontinence","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","416093","Always Sensitive Normal Pads 16pk","Always","Towels and Liners","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","416104","Always Sensitive Normal Plus Pads 14pk","Always","Towels and Liners","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","416532","Always Ultra Duo Pads Night 20pk","Always","Towels and Liners","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","430186","Always Dailies Pantyliner Large","Always","Towels and Liners","52",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","432901","Always Ultra Mainline Single Night","Always","Towels and Liners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432902","Always Ultra Single Long Plus","Always","Towels and Liners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432903","Always Ultra Single Normal","Always","Towels and Liners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","432904","Always Ultra Single Normal Plus","Always","Towels and Liners",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","441181","Always Discreet Long Plus Pads 8pk","Always","Incontinence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","100604","Bodyform Ultra Towels Normal 16pk","Bodyform","Towels and Liners","16pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","117629","Bodyform Ultra Towels Normal Wings 14pk","Bodyform","Towels and Liners","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","117632","Bodyform Ultra Towels Long Wings 12pk","Bodyform","Towels and Liners","12pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","146236","Bodyform Ultra Towels Goodnight Wings 10pk","Bodyform","Towels and Liners","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","157795","Bodyform Daily Fresh Liners String 30pk","Bodyform","Towels and Liners","30pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","197930","Bodyform Daily Fresh Liners So Slim Wrapped 34pk","Bodyform","Towels and Liners","34pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","246184","Bodyform Daily Fresh Liners Extra Long 24pk","Bodyform","Towels and Liners","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75
"TOI","SAN","272958","Bodyform Ultra Towels Normal Scented 16pk","Bodyform","Towels and Liners","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","272959","Bodyform Ultra Towels Normal Scented Wings 12pk","Bodyform","Towels and Liners","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","272960","Bodyform Daily Fresh Liners So Slim ScentedWrapped 32pk","Bodyform","Towels and Liners","32",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","329632","Bodyform Ultra Towels Normal Wings Duo 28pk","Bodyform","Towels and Liners","28pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","352125","Bodyform Daily Fresh Liners Normal MultistyleWrapped 30pk","Bodyform","Towels and Liners","30pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","74187","Bodyform Maxi Towels Normal 18pk","Bodyform","Towels and Liners","16pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","74188","Bodyform Maxi Towels Long 16pk","Bodyform","Towels and Liners","14pk","Maxi",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","76715","Carefree Liner Fresh 20pk","Carefree","Towels and Liners","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","82316","Carefree Breathable Single Wrapped Pantyliners20pk","Carefree","Towels and Liners","20pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","283508","Li-lets Tampons Super Plus Extra 14pk","li-Lets","Tampons","14",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","332793","Li-lets Tampons Regular 16pk","li-Lets","Tampons","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","255194","Tampax Compak Super Plus Applicator Tampons 20pk","Tampax","Tampons","20pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","255195","Tampax Compak Super Tampons 20pk","Tampax","Tampons","20pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","255196","Tampax Compak Regular Applicator Tampons 20pk","Tampax","Tampons","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","263699","Tampax Super 20pk","Tampax","Tampons","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","279036","Tampax Pearl Regular 20pk","Tampax","Tampons","20pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","279037","Tampax Pearl Super 18pk","Tampax","Tampons","18pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","417533","Tampax Compak Pearl Super Plus 18pk","Tampax","Tampons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","417534","Tampax Compak Pearl Super 18pk","Tampax","Tampons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","417535","Tampax Compak Pearl Regular 18pk","Tampax","Tampons",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","165343","TENA Lady Normal 12pk","Tena","Incontinence","12pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","194199","TENA Lady Extra 10pk","Tena","Incontinence","10pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","226914","TENA Lady Extra Plus 8pk","Tena","Incontinence","8pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","243209","TENA Lady Discreet Mini 20pk","Tena","Incontinence","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","253704","TENA Men Absorbent Protector Level 2 10pk","Tena","Incontinence","10pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","268846","TENA Lady Normal Duo Pack 24pk","Tena","Incontinence","24pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","268847","TENA Lady Extra Duo Pack 20pk","Tena","Incontinence","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","272953","TENA Lady Maxi Night 6pk","Tena","Incontinence","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","285566","TENA Lady Normal Aloe Vera 12pk","Tena","Incontinence","4pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","305114","Lights By TENA Liners Single Wrap 22pk","Tena","Incontinence","22pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","305118","Lights By TENA Light Liners 28pk","Tena","Incontinence","28pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","305120","Lights By TENA Liners 24pk","Tena","Incontinence","24pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","332585","Lights By TENA Liners Duo Pack 48pk","Tena","Incontinence","48pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","351917","TENA Pants Super Medium 12pk","Tena","Incontinence","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","351918","TENA Pants Plus Medium 9pk","Tena","Incontinence","9",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","351919","TENA Pants Super Large 12pk","Tena","Incontinence","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","352122","Lights By TENA Long Liners 20pk","Tena","Incontinence","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","418192","TENA Pants Plus Extra Large 12pk","Tena","Incontinence","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","418193","TENA Pants Plus Large 8pk","Tena","Incontinence","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","418196","TENA Men Protective Underwear Level 4 8pk","Tena","Incontinence","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","441960","TENA Lady Discreet Pants Large 10pk","Tena","Incontinence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","441961","TENA Lady Discreet Pants Medium 12pk","Tena","Incontinence",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SAN","157945","Wilko Sanitary Disposal Bags 50pkLightly Fragranced","Wilko","Hygine","50pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SAN","165875","Wilko Ultra Super 12pk","Wilko","Towels and Liners","12","Super",NA,NA,NA,NA,NA,NA,"Pulp",NA,0.9
"TOI","SAN","165877","Wilko Ultra Towels with Wings Night 10pk","Wilko","Towels and Liners","12pk",NA,NA,NA,NA,NA,NA,NA,"Pulp",NA,0.85
"TOI","SAN","165879","Wilko Ultra Towel with Wings Regular 14pk","Wilko","Towels and Liners","14","Regular",NA,NA,NA,NA,NA,NA,"Pulp",NA,0.9
"TOI","SAN","197925","Wilko Discreet Pads Extra 10pk","Wilko","Towels and Liners","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","197926","Wilko Discreet Pads Normal 12pk","Wilko","Towels and Liners","12pk","Normal",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","197927","Wilko Discrete Pads Mini 20pk","Wilko","Towels and Liners","20pk","Mini",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","198458","Wilko Classic Pant Liners 40pk","Wilko","Towels and Liners","40pk",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8
"TOI","SAN","198466","Wilko Maxi Towels Super 18pk","Wilko","Towels and Liners","18pk","Super",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","198467","Wilko Body Shaped Maxi Towels Regular 20pk","Wilko","Towels and Liners","20pk","Regular",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","257631","Wilko Ultra Large Pant Liners 28pk","Wilko","Towels and Liners","28pk","Large",NA,NA,NA,NA,NA,NA,NA,NA,0.85
"TOI","SAN","281373","Wilko Discreet Fit Pants Medium 80-110cm 12pk","Wilko","Incontinence","12",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","281374","Wilko Discreet Fit Pants Large 100-135cm 10pk","Wilko","Incontinence","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347498","Wilko Normal Liner 30pk","Wilko","Towels and Liners","30",NA,NA,NA,NA,NA,NA,NA,"Pulp",NA,0.85
"TOI","SAN","347500","Wilko Liner Extra Large 24pk","Wilko","Towels and Liners","24",NA,NA,NA,NA,NA,NA,NA,"Pulp",NA,0.85
"TOI","SAN","347507","Wilko Applicator Tampons Regular 20pk","Wilko","Tampons","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347508","Wilko Applicator Tampons Super 20pk","Wilko","Tampons","20",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347511","Wilko Non-Applicator Tampons Super Plus 16pk","Wilko","Tampons","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347519","Wilko Discreet Pads Extra Plus 8pk","Wilko","Incontinence","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347525","Wilko Non-Applicator Tampons Super 16pk","Wilko","Tampons","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","347528","Wilko Tampons Non Applicator Regular 16pk","Wilko","Tampons","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SAN","350959","Wilko Ultra Towel Non Wing 16pk","Wilko","Towels and Liners","13",NA,NA,NA,NA,NA,NA,NA,"Pulp",NA,0.85
"TOI","SAN","417526","Wilko Feminine Intimate Cleansing Wash","Wilko","Hygine","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SAN","418202","Wilko Feminine Intimate Hygiene Wipes 20pk","Wilko","Hygine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"TOI","SAN","238384","Wilko Functional Press on Towels 10pk","Wilko Functional","Towels and Liners","10",NA,NA,NA,NA,NA,NA,NA,"Pulp",NA,0.85
"TOI","SHC","437079","Alberto Balsam Blends Smooth and Sleek Shampoo300ml","Alberto Balsam","Shampoo",NA,"300ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","437081","Alberto Balsam Blends Stunning Shine Shampoo 300ml","Alberto Balsam","Shampoo",NA,"300ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","437083","Alberto Balsam Blends Damage Repair Shampoo 300ml","Alberto Balsam","Shampoo",NA,"300ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","437085","Alberto Balsam Blends Smooth and SleekConditioner 300ml","Alberto Balsam","Conditioner",NA,"300ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","437086","Alberto Balsam Blends Stunning Shine Conditioner300ml","Alberto Balsam","Conditioner",NA,"300ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","193826","Aussie Miracle Moist Shampoo 300ml","Aussie","Shampoo",NA,"300ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","278422","Aussie Shampoo Miracle Shine For Dull TiredHair 300ml","Aussie","Shampoo",NA,"300ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","307794","Aussie Mega Conditioner for Everyday Cleaning250ml","Aussie","Conditioner",NA,"250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","452980","Aussie Repair Miracle Conditioner 250ml","Aussie","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","452983","Aussie Repair Miracle Shampoo 300ml","Aussie","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","452987","Aussie 3 Minute Miracle Moisture Deep Treatment250ml","Aussie","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","320810","Batiste Dry Shampoo Floral and Flirty Blush 200ml","Batiste","Dry Shampoo",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","334582","Batiste Dry Shampoo Hint of Colour Dark and Deep Brown 200ml","Batiste","Dry Shampoo",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","453522","Batiste 2 in 1 Dry Shampoo and ConditionerOrange and Pomegranate 200ml","Batiste","Dry Shampoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SHC","453523","Batiste 2 in 1 Dry Shampoo and ConditionerVanilla and Passionflower 200ml","Batiste","Dry Shampoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SHC","453524","Batiste 2in1 Dry Shampoo and ConditionerCocoa and Cashmere 200ml","Batiste","Dry Shampoo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SHC","68050","Bristows Hair Spray Extra 300ml","Bristows","Hairspray",NA,"300ml","Multi",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","454550","Dove Coconut Restore Ritual Conditioner 250ml","Dove","Conditioner ","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"TOI","SHC","454553","Dove Lavender Thicken Ritual Conditioner 250ml","Dove","Conditioner ","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"TOI","SHC","454558","Dove Avocado Strengthening Ritual Conditioner200ml","Dove","Conditioner ","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8625
"TOI","SHC","319111","Gas Cell Energy Refills 2pk","Gas Cell","Gas Cells",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"TOI","SHC","242518","Head & Shoulders Classic Clean Shampoo andConditioner 450ml","Head & Shoulders","2 in 1 Shampoo and Conditioner",NA,"400ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","265023","Head & Shoulders Citrus Fresh Anti-DandruffShampoo 500ml","Head & Shoulders","Shampoo",NA,"400ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","324070","Head & Shoulders Itchy Scalp Anti-DandruffShampoo 500ml","Head & Shoulders","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","452984","Head & Shoulders Thick and Strong Anti DandruffShampoo 500ml","Head & Shoulders","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","453223","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo and Conditioner 225ml","Head & Shoulders","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","453224","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo an Conditioner 450ml","Head & Shoulders","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","453225","Head & Shoulders Men Ultra Hair BoosterAnti Dandruff Shampoo 450ml","Head & Shoulders","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","454053","Head & Shoulders Thick and Strong Conditioner400ml","Head & Shoulders","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","276577","Herbal Essences Shampoo Dazzling Shine 400ml","Herbal Essences","Shampoo",NA,"400ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","407590","Herbal Essences Conditioner Naked RevitalisingShine 400ml","Herbal Essences","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","407591","Herbal Essences Shampoo Naked Revitalising Shine400ml","Herbal Essences","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","307578","L'Oreal Elvive Nutri Gloss Shine Dull HairShampoo 400ml","L'Oreal","Shampoo",NA,"400ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","334524","L'Oreal Elnett Heat Protect Straight Hairspray170ml","L'Oreal","Heat Protection",NA,"170ml","Multi",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","334525","L'Oreal Elnett Heat Protect Volume Hairspray170ml","L'Oreal","Heat Protection",NA,"170ml","Multi",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","347742","L'Oreal Elvive Fibrology Fine Hair Conditioner400ml","L'Oreal","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","347743","L'Oreal Elvive Fibrology Fine Hair ThickeningShampoo 250ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","347744","L'Oreal Elvive Fibrology Fine Hair Conditioner250ml","L'Oreal","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","412778","L'Oreal Elvive Nutrigloss Luminiser Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","412779","L'Oreal Elvive Nutri Gloss Shine Conditioner400ml Luminiser","L'Oreal","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","429014","L'Oreal Studio Pro Lock It Volume Hairspray 400ml","L'Oreal","Hairspray","1","400ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","429015","L'Oreal Studio Pro Lock It Extra StrengthHairspray 400ml","L'Oreal","Hairspray","1","400ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","429016","L'Oreal Studio Pro Lock It Ultra StrengthHairspray 400ml","L'Oreal","Hairspray","1","400ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","429017","L'Oreal Studio Pro Boost It Volume Mousse 200ml","L'Oreal","Mousse","1","200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","451506","L'Oreal Elvive Phytoclear Anti Dandruff GreasyHair Shampoo 250ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","451507","L'Oreal Elvive Phytoclear Anti Dandruff 2in1Shampoo 250ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","451508","L'Oreal Elvive Phytoclear Anti Dandruff SensitiveHair Shampoo 250ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","451509","L'Oreal Elvive Phytoclear Anti Dandruff NormalHair Shampoo 250ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","451510","L'Oreal Elvive Phytoclear Anti Dandruff NormalHair Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","451511","L'Oreal Elvive Phytoclear Anti Dandruff GreasyHair Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","451512","L'Oreal Elvive Phytoclear Anti Dandruff 2in1Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","451513","L'Oreal Elvive Phytoclear Anti Dandruff SensitiveHair Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","452895","L'Oreal Studio Pro Heat It Hot and Sleek 200ml","L'Oreal","Heat Protection","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","452896","L'Oreal Studio Pro Hairspray Ultra Strong 75ml","L'Oreal","Hairspray","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SHC","452897","L'Oreal Elnett Precious Argan Oil Hairspray 400ml","L'Oreal","Heat Protection","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","452968","L'Oreal Elnett Crème de Mousse Volume Strong Hold200ml","L'Oreal","Moose","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SHC","70604","L'Oreal Elnett Extra Strength Hairspray 400ml","L'Oreal","Hairspray",NA,"400ml","Multi",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","403091","Palmers Coconut Oil Moisture Gro 150g","Palmers","Hair Treatments and Oils","1",NA,"Multi",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","252029","Pantene Volume and Body Conditioner 360ml","Pantene","Conditioner",NA,"400ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","449230","Pantene Foam Conditioner Repair Protect 180ml","Pantene","Conditioner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SHC","449249","Pantene 2in1 Classic Clean 250ml","Pantene","Conditioner",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.825
"TOI","SHC","290254","Schwarzkopf Got2Be Glued Blasting Freeze Spray300ml","Schwarzkopf","Hairspray",NA,"300ml","Multi",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","302228","Schwarzkopf Got2Be Beach Matt Paste 100ml","Schwarzkopf","Hair Gel and Wax",NA,"100ml","Multi",NA,NA,NA,NA,NA,NA,NA,0.88
"TOI","SHC","334623","Schwarzkopf Got2b Beach Matt Texturising Salt Spray 200ml","Schwarzkopf","Hairspray",NA,"200ml","Multi",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","446267","Schwarzkopf Got2b 2sexy Spray Mousse 250ml","Schwarzkopf","Hair Mousse","1","250ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","446274","Schwarzkopf Got2b Glued Spiking Wax 75ml","Schwarzkopf","Hair Wax","1","75ml",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","452901","Schwarzkopf Got2B Volumaniac Mousse 250ml","Schwarzkopf","Moose","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SHC","452902","Schwarzkopf Got2B Volumaniac Root Lift Spray 150ml","Schwarzkopf","Hairspray","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SHC","452904","Schwarzkopf Got2B Glam Force Spray Gel 150ml","Schwarzkopf","Hair Gel and Wax","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SHC","452909","Schwarzkopf Got2B Insta Shine Hairspray 300ml","Schwarzkopf","Hairspray","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"TOI","SHC","224559","Simple Kind to Hair Gentle Care Shampoo 200ml","Simple","Shampoo",NA,"200ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","219444","Tresemme Moisture Rich Shampoo 900ml","Tresemme","Shampoo",NA,"900ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","222261","Tresemme Styling Spray Heat Defence 300ml","Tresemme","Heat Protection",NA,"300ml","Multi",NA,NA,NA,NA,NA,NA,NA,0.93
"TOI","SHC","334638","Tresemme Platinium Strengthening Shampoo 500ml","Tresemme","Shampoo",NA,"500ml",NA,NA,NA,NA,NA,NA,NA,NA,0.9125
"TOI","SHC","453508","TRESemme Expert Selection Botanique Conditioner500ml","Tresemme","Conditioner","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9125
