"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Power","Pack Qty","Age","Washable","Size","Material","Assembly","DQ Score"
"TOY","PRE","320546","Wilko Wooden Number Puzzle","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","320547","Wilko Wooden Farm Puzzle","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","320591","Wilko Play Little Medics Set","Wilko","Play Dress Up","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","336093","Wilko Wooden Birthday Cake","Wilko","Play Kitchens","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","336094","Wilko Wooden Sandwich Set","Wilko","Play Kitchens","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","336096","Wilko Play Tool Box","Wilko","Play DIY","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","336097","Wilko Play Food Basket","Wilko","Play Shops","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","336211","Wilko Play Police Helmet","Wilko","Play Dress Up","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","336212","Wilko Play Firefighter Helmet","Wilko","Play Dress Up","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","336215","Wilko Play Builders Helmet","Wilko","Play Dress Up","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","336221","Wilko Wooden Beads","Wilko","Wooden Toys","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","336250","Wilko Drop and Spin Slide","Wilko","Learning Toys","Multi",NA,"1","12 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","336251","Wilko Stacking Cups 10pcs","Wilko","Learning Toys","Multi",NA,"1","12 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","350450","Wilko Wooden Clock Puzzle","Wilko","Wooden Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","350454","Wilko Wooden Snake Letter Puzzle","Wilko","Wooden Toys","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","350459","Wilko Teether and Rattle Assorted","Wilko","Pushchair Toys","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","350544","Wilko Tumbling Dino","Wilko","Pushchair Toys","Multi",NA,"1","6 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","350955","Wilko Wind Up Bath Toy Assorted","Wilko","Water Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","402735","Wilko Play Toaster","Wilko","Play Kitchens","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417307","Wilko Water Wheel Duck","Wilko","Water Toys","Multi",NA,"1","12 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417314","Wilko Play Magnetic Numbers and Letters 79pcs","Wilko","Learning Toys","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417316","Wilko Safari Pull Along Elephant","Wilko","Wooden Toys","Multi",NA,"1","12 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417317","Wilko Safari Dominos","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417319","Wilko Play Teatime Playset with Accessories","Wilko","Play Kitchens","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","417355","Wilko Safari Talk Back Elephant/Zebra Assortment","Wilko","Soft Toys","Multi","3x AA Batteries Included","1","3 Years +",NA,NA,NA,NA,0.95
"TOY","PRE","417360","Wilko Safari Wooden Shape Sorter","Wilko","Wooden Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417361","Wilko Safari Wooden Shape Train","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417362","Wilko Safari Wooden Pull Along Bus","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417366","Wilko Safari Wooden Puzzle Assortment","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417367","Wilko Safari Maracas Assorted","Wilko","Wooden Toys","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417368","Wilko Safari Tambourine Assorted","Wilko","Wooden Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417371","Wilko Safari Recorder Assorted","Wilko","Wooden Toys","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417372","Wilko Safari Xylophone Assorted","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417374","Wilko Safari Wooden Puzzle","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417987","Wilko Bathtime Benny Shape Sorting Water Toy","Wilko","Water Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417988","Wilko Charlie The Pull Along Caterpillar","Wilko","Pull Along Toys","Multi",NA,"1","12 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","417989","Wilko Ball Popping Steam Train","Wilko","Learning Toys","Multi",NA,"1","12 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","418002","Wilko Safari Talk Back Lion/Giraffe Assortment","Wilko","Soft Toys","Multi","3x AA Batteries Included","1","3 Years +",NA,NA,NA,NA,0.95
"TOY","PRE","419486","Wilko Safari Small Beads Coaster","Wilko","Wooden Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438422","Wilko Safari 4 in 1 Puzzle Box","Wilko","Wooden Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438423","Wilko Safari Matching Cards 20pk","Wilko","Learning Toys","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438446","Wilko Safari Wooden Stacking Hoops","Wilko","Wooden Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438477","Wilko Wooden Swiss Roll","Wilko","Play Kitchens","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438480","Wilko Safari Large Beads Coaster","Wilko","Wooden Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438481","Wilko Wooden Grocery Set","Wilko","Play Shops","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","438656","Wilko Safari Soft Building Bricks 4pk","Wilko","Learning Toys","Multi",NA,"4","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438658","Wilko Safari Baby Book","Wilko","Learning Toys","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438659","Wilko Safari Soft Ball","Wilko","Play Balls","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438665","Wilko Play Multi Tool Set","Wilko","Play DIY","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","438666","Wilko Bath Time Light Up Floats","Wilko","Water Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","438667","Wilko Play Tea Set In Carry Case","Wilko","Play Kitchens","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","438668","Wilko Safari Disc Drum","Wilko","Musical Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456232","Wilko Safari Baby Giraffe Plush","Wilko","Pushchair Toys","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456233","Wilko Safari Baby Giraffe Comforter","Wilko","Pushchair Toys","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456234","Wilko Safari Baby Giraffe Rattle","Wilko","Pushchair Toys","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456235","Wilko Safari Hippo Plush Rattle","Wilko","Plush","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456236","Wilko Safari Lion Plush Rattle","Wilko","Plush","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456237","Wilko Safari Zebra Plush Rattle","Wilko","Plush","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456238","Wilko Safari Plush Comforter Assorted","Wilko","Pushchair Toys","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456241","Wilko Safari Lion Plush","Wilko","Plush","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456243","Wilko Safari Buddies Plush Toy Assorted","Wilko","Plush","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456245","Wilko Safari Monkey/Lion Pram Hanger","Wilko","Pushchair Toys","Multi",NA,"1","From Birth",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456476","Wilko Play Cleaning Set","Wilko","Play Kitchens","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","456488","Wilko Safari Learn to Tie Wooden Shoe","Wilko","Wooden Toys","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456490","Wilko Safari Walker with Bricks","Wilko","Wooden Toys","Multi",NA,"1","12 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456494","Wilko Alphabet Matching Cards Game","Wilko","Learning Toys","Multi",NA,"1","2 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456496","Wilko Wooden Pots and Pans Set","Wilko","Play Kitchens","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","456509","Wilko Wooden Cake Stand Play Set","Wilko","Play Kitchens","Multi",NA,"1",NA,NA,NA,NA,NA,0.93
"TOY","PRE","456510","Wilko Wooden Car Transporter","Wilko","Wooden Toys","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456535","Wilko Jumbo Stacking Cups","Wilko","Learning Toys","Multi",NA,"1","12 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456536","Wilko Pop Up Friends Toy","Wilko","Figure Playsets","Multi",NA,"1","18 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456537","Wilko Spinning Popping Pals","Wilko","Learning Toys","Multi",NA,"1","6 Months +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456596","Wilko Baby Dinosaurs Assorted","Wilko","Animal Figures","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456597","Wilko Baby Jungle Animals Assorted","Wilko","Animal Figures","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","PRE","456598","Wilko Baby Farm Animals Assorted","Wilko","Animal Figures","Multi",NA,"1","3 Years +",NA,NA,NA,NA,0.941666666666667
"TOY","SST","424698","BCE Multi Games Table Pool/Tennis 6ft","BCE","Games Tables",NA,NA,"1",NA,NA,NA,NA,NA,0.825
"TOY","SST","424703","BCE Black Cat Pool Table 7ft","BCE","Games Tables","Black",NA,"1",NA,NA,NA,NA,NA,0.883333333333333
"TOY","SST","424705","BCE Air Raider Air Hockey Table 5ft","BCE","Games Tables",NA,"220/240V Fan Motor","1",NA,NA,NA,NA,NA,0.883333333333333
"TOY","SST","424706","BCE Viper Air Hockey Table 6ft","BCE","Games Tables","Black","220/240V Fan Motor","1",NA,NA,NA,NA,NA,0.941666666666667
"TOY","SST","424712","BCE Table Tennis Top 6ft","BCE","Games Tables","Blue","220/240V Fan Motor","1",NA,NA,NA,NA,NA,0.941666666666667
"TOY","SST","424713","BCE Table Tennis Table 6ft","BCE","Games Tables","Blue","220/240V Fan Motor","1",NA,NA,NA,NA,NA,0.941666666666667
"TOY","SST","443603","Bestway Kids Beach Play Pool","Bestway","Pools","Blue",NA,"1","3+",NA,NA,NA,NA,0.941666666666667
"TOY","SST","425820","Octopus Waterparty","Buitenspeel","Water Toys","Multi",NA,"1","3 years +",NA,NA,NA,NA,0.891666666666667
"TOY","SST","425821","Disc Deluxe Target and Dart Throwing Game","Buitenspeel","Garden Games","Multi",NA,"1","6 years +",NA,NA,NA,NA,0.891666666666667
"TOY","SST","425822","Giant Playing Cards","Buitenspeel","Card Games","Multi",NA,"1","8 years +",NA,NA,NA,NA,0.891666666666667
"TOY","SST","425824","Tin Throwing Game","Buitenspeel","Garden Games","Multi",NA,"1","3 years +",NA,NA,NA,NA,0.891666666666667
"TOY","SST","425829","Parachute","Buitenspeel","Garden Games","Multi",NA,"1","4 years +",NA,NA,NA,NA,0.891666666666667
"TOY","SST","424697","BCE Multi Games Table Snooker/Pool/Dartboard 6ft","Riley","Games Tables","Black",NA,"1",NA,NA,NA,NA,NA,0.833333333333333
"TOY","SST","424707","Riley Azteca Football Table 4ft","Riley","Games Tables",NA,"220/240V Fan Motor","1",NA,NA,NA,NA,NA,0.883333333333333
"TOY","SST","424708","Riley Olmpic Football Table 4ft 6in","Riley","Games Tables",NA,"220/240V Fan Motor","1",NA,NA,NA,NA,NA,0.883333333333333
"TOY","SST","425807","Rolly Kiddy Futura Tractor And Frontloader","Rolly","Ride On","Red",NA,"1","2.5 - 5 years",NA,NA,NA,NA,0.941666666666667
"TOY","SST","425812","John Deere Mobile 360 Degree Excavator","Rolly","Ride On","Green",NA,"1","3 - 5 years",NA,NA,NA,NA,0.891666666666667
"TOY","SST","425813","John Deere Trio Trac With Electronic SteeringWheel and Trailer","Rolly","Ride On","Green",NA,"1","2.5 - 5 years",NA,NA,NA,NA,0.891666666666667
"TOY","SST","298195","Wilko Magic Bubble Wand 118ml","Wilko","Bubbles",NA,NA,"1","3+",NA,NA,NA,NA,0.883333333333333
