"Article","Web Description","Brand","Type","Pack Qty","Size","Colour","DQ Score"
"453224","Head & Shoulders Men Ultra 2in1 Total CareAnti Dandruff Shampoo an Conditioner 450ml","Head & Shoulders","Shampoo","1",NA,NA,0.9125
"453225","Head & Shoulders Men Ultra Hair BoosterAnti Dandruff Shampoo 450ml","Head & Shoulders","Shampoo","1",NA,NA,0.9125
"454053","Head & Shoulders Thick and Strong Conditioner400ml","Head & Shoulders","Conditioner","1",NA,NA,0.9125
"276577","Herbal Essences Shampoo Dazzling Shine 400ml","Herbal Essences","Shampoo",NA,"400ml",NA,0.9125
"407590","Herbal Essences Conditioner Naked RevitalisingShine 400ml","Herbal Essences","Conditioner","1",NA,NA,0.9125
"407591","Herbal Essences Shampoo Naked Revitalising Shine400ml","Herbal Essences","Shampoo","1",NA,NA,0.9125
"307578","L'Oreal Elvive Nutri Gloss Shine Dull HairShampoo 400ml","L'Oreal","Shampoo",NA,"400ml",NA,0.9125
"334524","L'Oreal Elnett Heat Protect Straight Hairspray170ml","L'Oreal","Heat Protection",NA,"170ml","Multi",0.93
"334525","L'Oreal Elnett Heat Protect Volume Hairspray170ml","L'Oreal","Heat Protection",NA,"170ml","Multi",0.93
"347742","L'Oreal Elvive Fibrology Fine Hair Conditioner400ml","L'Oreal","Conditioner","1",NA,NA,0.9125
"347743","L'Oreal Elvive Fibrology Fine Hair ThickeningShampoo 250ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"347744","L'Oreal Elvive Fibrology Fine Hair Conditioner250ml","L'Oreal","Conditioner","1",NA,NA,0.9125
"412778","L'Oreal Elvive Nutrigloss Luminiser Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"412779","L'Oreal Elvive Nutri Gloss Shine Conditioner400ml Luminiser","L'Oreal","Conditioner","1",NA,NA,0.9125
"429014","L'Oreal Studio Pro Lock It Volume Hairspray 400ml","L'Oreal","Hairspray","1","400ml",NA,0.93
"429015","L'Oreal Studio Pro Lock It Extra StrengthHairspray 400ml","L'Oreal","Hairspray","1","400ml",NA,0.93
"429016","L'Oreal Studio Pro Lock It Ultra StrengthHairspray 400ml","L'Oreal","Hairspray","1","400ml",NA,0.93
"429017","L'Oreal Studio Pro Boost It Volume Mousse 200ml","L'Oreal","Mousse","1","200ml",NA,0.93
"451506","L'Oreal Elvive Phytoclear Anti Dandruff GreasyHair Shampoo 250ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"451507","L'Oreal Elvive Phytoclear Anti Dandruff 2in1Shampoo 250ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"451508","L'Oreal Elvive Phytoclear Anti Dandruff SensitiveHair Shampoo 250ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"451509","L'Oreal Elvive Phytoclear Anti Dandruff NormalHair Shampoo 250ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"451510","L'Oreal Elvive Phytoclear Anti Dandruff NormalHair Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"451511","L'Oreal Elvive Phytoclear Anti Dandruff GreasyHair Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"451512","L'Oreal Elvive Phytoclear Anti Dandruff 2in1Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"451513","L'Oreal Elvive Phytoclear Anti Dandruff SensitiveHair Shampoo 400ml","L'Oreal","Shampoo","1",NA,NA,0.9125
"452895","L'Oreal Studio Pro Heat It Hot and Sleek 200ml","L'Oreal","Heat Protection","1",NA,NA,0.9125
"452896","L'Oreal Studio Pro Hairspray Ultra Strong 75ml","L'Oreal","Hairspray","1",NA,NA,0.86
"452897","L'Oreal Elnett Precious Argan Oil Hairspray 400ml","L'Oreal","Heat Protection","1",NA,NA,0.9125
"452968","L'Oreal Elnett Crème de Mousse Volume Strong Hold200ml","L'Oreal","Moose","1",NA,NA,0.86
"70604","L'Oreal Elnett Extra Strength Hairspray 400ml","L'Oreal","Hairspray",NA,"400ml","Multi",0.93
"403091","Palmers Coconut Oil Moisture Gro 150g","Palmers","Hair Treatments and Oils","1",NA,"Multi",0.93
"252029","Pantene Volume and Body Conditioner 360ml","Pantene","Conditioner",NA,"400ml",NA,0.9125
"449230","Pantene Foam Conditioner Repair Protect 180ml","Pantene","Conditioner",NA,NA,NA,0.825
"449249","Pantene 2in1 Classic Clean 250ml","Pantene","Conditioner",NA,NA,NA,0.825
"290254","Schwarzkopf Got2Be Glued Blasting Freeze Spray300ml","Schwarzkopf","Hairspray",NA,"300ml","Multi",0.93
"302228","Schwarzkopf Got2Be Beach Matt Paste 100ml","Schwarzkopf","Hair Gel and Wax",NA,"100ml","Multi",0.88
"334623","Schwarzkopf Got2b Beach Matt Texturising Salt Spray 200ml","Schwarzkopf","Hairspray",NA,"200ml","Multi",0.93
"446267","Schwarzkopf Got2b 2sexy Spray Mousse 250ml","Schwarzkopf","Hair Mousse","1","250ml",NA,0.93
"446274","Schwarzkopf Got2b Glued Spiking Wax 75ml","Schwarzkopf","Hair Wax","1","75ml",NA,0.93
"452901","Schwarzkopf Got2B Volumaniac Mousse 250ml","Schwarzkopf","Moose","1",NA,NA,0.86
"452902","Schwarzkopf Got2B Volumaniac Root Lift Spray 150ml","Schwarzkopf","Hairspray","1",NA,NA,0.86
"452904","Schwarzkopf Got2B Glam Force Spray Gel 150ml","Schwarzkopf","Hair Gel and Wax","1",NA,NA,0.86
"452909","Schwarzkopf Got2B Insta Shine Hairspray 300ml","Schwarzkopf","Hairspray","1",NA,NA,0.86
"224559","Simple Kind to Hair Gentle Care Shampoo 200ml","Simple","Shampoo",NA,"200ml",NA,0.9125
"219444","Tresemme Moisture Rich Shampoo 900ml","Tresemme","Shampoo",NA,"900ml",NA,0.9125
"222261","Tresemme Styling Spray Heat Defence 300ml","Tresemme","Heat Protection",NA,"300ml","Multi",0.93
"334638","Tresemme Platinium Strengthening Shampoo 500ml","Tresemme","Shampoo",NA,"500ml",NA,0.9125
"453508","TRESemme Expert Selection Botanique Conditioner500ml","Tresemme","Conditioner","1",NA,NA,0.9125
"453509","TRESemme Expert Selection Botanique Shampoo 500ml","Tresemme","Shampoo","1",NA,NA,0.9125
"193843","VO5 Mega Hold Styling Gel 200ml","VO5","Hair Gel and Wax",NA,"200ml","Multi",0.93
"228671","VO5 Extreme Style Matt Matt Clay 75ml","VO5","Clay and Putty",NA,"75ml","Multi",0.93
"306833","VO5 Give Me Moisture Shampoo 250ml","VO5","Shampoo",NA,"250ml",NA,0.9125
"453862","VO5 Ultimate Hold Hairspray 400ml","VO5","Hairspray","1",NA,NA,0.86
"454006","VO5 Heat Protect Style Spray 200ml","VO5","Heat Protection","1",NA,NA,0.86
"429231","Vosene Kids Shampoo 3in1 250ml","Vosene",NA,"1","250ml",NA,0.9125
"429232","Vosene Kids Conditioning Defence Spray","Vosene","Kids Hair Treatments and Oils","1","150ml",NA,0.93
"247177","Wash and Go Sport 2in1 Shampoo and Conditioner200ml","Wash & Go","2 in 1 Shampoo and Conditioner","1",NA,NA,0.8625
"44588","Wella Shockwaves Extra Strong Wet Look Gel 200ml","Wella","Hair Gel and Wax",NA,"200ml","Multi",0.93
"69396","Silvikrin Classic Hairspray Natural Hold 400ml","Wella","Hairspray","1","400ml",NA,0.88
"69397","Silvikrin Classic Hairspray Firm Hold 250ml","Wella","Hairspray",NA,"250ml",NA,0.81
"69398","Silvikrin Classic Hairspray Maximum Hold 250ml","Wella","Hairspray",NA,"250ml","Multi",0.88
"306006","Wilko Shampoo Vanilla 750ml","Wilko","Shampoo","1",NA,NA,0.9125
"306010","Wilko 2in1 Shampoo 300ml","Wilko","Shampoo","1",NA,NA,0.9125
"306012","Wilko Anti Dandruff Shampoo 300ml","Wilko","Shampoo",NA,"300ml",NA,0.9125
