"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"DIY","DOO","159506","Wilko Door Bolt Straight Brass 100mm","Wilko","100mm",NA,"1","Brass",0.941666666666667
"DIY","DOO","159508","Wilko Door Bolt Chrome Effect 38mm","Wilko","38mm",NA,NA,"Aluminium",0.883333333333333
"DIY","DOO","159509","Wilko Door Bolt Straight Chrome Plated Effect 50mm","Wilko","50mm",NA,NA,NA,0.825
"DIY","DOO","159510","Wilko Door Bolt Straight Chrome Plated Effect 75mm","Wilko","75mm",NA,NA,NA,0.825
"DIY","DOO","161280","Wilko Hinge Easy On Sprung Zinc Plated 104 x 42mm","Wilko","1 Pack",NA,"1",NA,0.93
"DIY","DOO","190343","Wilko Kiddy Catch Small Plastic","Wilko","Small",NA,NA,NA,0.825
"DIY","DOO","190460","Wilko Cabin Hook Polished Brass 100mm","Wilko","100mm",NA,NA,"Brass",0.883333333333333
"DIY","DOO","261102","Wilko Door Wedge Rubber Grey","Wilko","1 Pack",NA,"1",NA,0.93
"DIY","DOO","279892","Wilko Round Door Stop  Aluminium Finish","Wilko","1 Pack",NA,"1",NA,0.93
"DIY","DOO","344031","Wilko Number 2 Chrome","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344032","Wilko Number 3 Chrome","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344033","Wilko Number 4 Chrome","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344034","Wilko Number 5 Chrome","Wilko","8cmx4cm",NA,NA,NA,0.825
"DIY","DOO","344035","Wilko Number 6/9 Chrome","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344036","Wilko Number 7 Chrome","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344037","Wilko Number 8 Chrome","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344038","Wilko Number 0 Chrome","Wilko","1 Pack",NA,"1",NA,0.883333333333333
"DIY","DOO","344253","Wilko Light Butt Hinge Chrome Plated 25mm","Wilko","25mm",NA,NA,NA,0.86
"DIY","DOO","344254","Wilko Light Butt Hinge Chrome Plated 38mm","Wilko","38mm",NA,NA,NA,0.86
"DIY","DOO","344255","Wilko Light Butt Hinge Chrome Plated 50mm","Wilko","50mm",NA,NA,NA,0.86
"DIY","DOO","344256","Wilko Light Butt Hinge Chrome Plated 65mm","Wilko","65mm",NA,NA,NA,0.86
"DIY","DOO","344257","Wilko Light Butt Hinge Chrome Plated 75mm","Wilko","75mm",NA,NA,NA,0.86
"DIY","DOO","344258","Wilko Butt hinge Stainless Steel Satin 75mm","Wilko","75mm",NA,"1",NA,0.93
"DIY","DOO","344259","Wilko Light Butt Hinge Chrome Plated 100mm","Wilko","100mm",NA,NA,NA,0.86
"DIY","DOO","344261","Wilko Butt Hinge Satin Stainless Steel 100mm","Wilko","100mm",NA,NA,NA,0.86
"DIY","DOO","344264","Wilko Brass Number 1","Wilko","1 Pack",NA,"1",NA,0.883333333333333
"DIY","DOO","344265","Wilko Brass Number 2","Wilko","1 Pack",NA,"1",NA,0.883333333333333
"DIY","DOO","344266","Wilko Brass Number 3","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344267","Wilko Brass Number 4","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344275","Wilko Brass Number 5","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344276","Wilko Brass Number 6/9","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344277","Wilko Brass Number 7","Wilko","1 Pack",NA,"1",NA,0.883333333333333
"DIY","DOO","344430","Wilko Brass Number 8","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344557","Wilko Brass Number 0","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344584","Wilko Curved Bar Matt Chrome 128mm","Wilko","128mm",NA,NA,NA,0.825
"DIY","DOO","344585","Wilko Curved Bar Matt Chrome 96mm","Wilko","Medium 96mm",NA,"1",NA,0.883333333333333
"DIY","DOO","344589","Wilko Curved Bar Chrome 96mm","Wilko","96mm","Red",NA,NA,0.883333333333333
"DIY","DOO","344604","Wilko Flat/Curve Satin Finish Handle 96mm","Wilko","96mm",NA,NA,NA,0.825
"DIY","DOO","344650","Wilko U Shape Knocker   Antique","Wilko","1 Pack","Metal","1",NA,0.941666666666667
"DIY","DOO","344656","Wilko Spiral D Pewter Knob","Wilko","1 Pack","Metal","1",NA,0.941666666666667
"DIY","DOO","344657","Wilko Handle Antique 96mm","Wilko","96mm","Metal",NA,NA,0.883333333333333
"DIY","DOO","344658","Wilko Handle Pewter 96mm","Wilko","96mm","Metal",NA,NA,0.883333333333333
"DIY","DOO","344669","Wilko Shell Handle  Pewter","Wilko","1 Pack","Metal",NA,NA,0.883333333333333
"DIY","DOO","344684","Wilko Number 1 Chrome","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344723","Wilko Square Knob Satin 25mm","Wilko","28mm","Red",NA,NA,0.883333333333333
"DIY","DOO","344726","Wilko Curve Square Chrome Handle 32mm","Wilko","28mm",NA,NA,NA,0.825
"DIY","DOO","344731","Wilko Glitter Heart Knob","Wilko","1 Pack",NA,"1",NA,0.883333333333333
"DIY","DOO","344733","Wilko Button Knob","Wilko","1 Pack",NA,NA,NA,0.825
"DIY","DOO","344735","Wilko Antique Shell Handle","Wilko","1 Pack","Metal","1",NA,0.941666666666667
"DIY","DOO","344916","Wilko Cranked Hinge Brassed 50 x 10mm","Wilko","50x10mm",NA,"1",NA,0.883333333333333
"DIY","DOO","344917","Wilko Butt Hinge  Brassed 38mm","Wilko","38mm","Metal",NA,NA,0.883333333333333
"DIY","DOO","344918","Wilko Butt Hinge  Brassed 50mm","Wilko","50mm","Metal","1",NA,0.941666666666667
"DIY","DOO","344920","Wilko Butt Hinge  Brassed 75mm","Wilko","75mm","Metal","1",NA,0.941666666666667
"DIY","DOO","344921","Wilko Butt Hinge  Brassed 100mm","Wilko","100mm","Metal",NA,NA,0.883333333333333
"DIY","DOO","344923","Wilko Butt Hinge Steel Self Colour 38mm","Wilko","38mm","Metal","1",NA,0.941666666666667
"DIY","DOO","344924","Wilko Butt Hinge Steel Self Colour 100mm","Wilko","100mm","Metal",NA,NA,0.883333333333333
"DIY","DOO","344926","Wilko Flush Hinge Brassed 40mm","Wilko","40mm",NA,"1",NA,0.883333333333333
"DIY","DOO","344930","Wilko Cabinet Hinge Concealed Spring 26mm","Wilko","26mm",NA,NA,NA,0.86
"DIY","DOO","344932","Magnetic Catch White Single Plate","Wilko","1 Pack",NA,NA,NA,0.81
"DIY","DOO","345044","Wilko Door Stop Spring Brass","Wilko","1 Pack",NA,NA,NA,0.86
"DIY","DOO","345045","Wilko Door Stop Spring Chrome Plated","Wilko","1 Pack",NA,NA,NA,0.86
"DIY","DOO","345046","Wilko Rubber Door Stop  Black Round","Wilko","3cm",NA,"1",NA,0.93
"DIY","DOO","345064","Wilko Door Stop Projection Chrome Effect","Wilko","1 Pack",NA,"1",NA,0.93
"DIY","DOO","4537940","Wilko Bales Catch Number 7 19mm","Wilko","19mm",NA,NA,NA,0.86
"DIY","DOO","4538343","Wilko Ball Catch Adjustable Double Brass","Wilko","1 Pack",NA,"1",NA,0.93
"DIY","DOO","4543740","Wilko Roller Door Catch Adjustable Brass Effect","Wilko","1 Pack",NA,"1",NA,0.93
"DIY","ELE","5329242","Wilko Switch plate screws 30mm","Wilko","30mm",NA,"1",NA,0.883333333333333
"DIY","ELE","5329245","Wilko Screws Socket Box 50mm","Wilko","50mm",NA,"1",NA,0.883333333333333
"DIY","FIX","456392","Cobra WallBiter Picture Hooks Brass Effect 4pk","Cobra",NA,"Metal","4","Steel",0.941666666666667
"DIY","FIX","456393","Cobra WallBiter Picture Hooks Chrome Effect 4pk","Cobra",NA,"Metal","4","Steel",0.941666666666667
"DIY","FIX","456395","Cobra WallDriller Picture Hooks Brass Effect 2pk","Cobra",NA,"Metal","2","Steel",0.941666666666667
"DIY","FIX","456512","Cobra WallDriller Picture Hooks White 2pk","Cobra",NA,"White","2","Steel/Nylon",0.941666666666667
"DIY","FIX","115018","Wilko Hooks Mug White 38mm 4pk","Wilko",NA,"White","4pk",NA,0.883333333333333
"DIY","FIX","115020","Wilko Wardrobe Socket Rail Set Chrome Plated 19mm","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","159368","Wilko Key Ring Hipster Chrome Effect","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","159369","Wilko Hook Robe Double Chrome Effect","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","159370","Wilko Hook Robe Double Brass Effect","Wilko",NA,"Metal","1",NA,0.883333333333333
"DIY","FIX","159397","Wilko Hat and Coat Hook Aluminium","Wilko",NA,"Metal","1","Aluminium",0.941666666666667
"DIY","FIX","159398","Wilko Hat and Coat Hook Brass Effect","Wilko",NA,"Metal","1",NA,0.883333333333333
"DIY","FIX","159399","Wilko Hat and Coat Hook Chrome Effect","Wilko",NA,"Metal","1",NA,0.883333333333333
"DIY","FIX","159403","Wilko Automatic Gate Latch Black","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","159494","Wilko Ferrule Black 15mm","Wilko","15mm",NA,"1",NA,0.93
"DIY","FIX","159495","Wilko Stick Ferrule Rubber Black 19mm","Wilko","19mm",NA,"1",NA,0.93
"DIY","FIX","159497","Wilko Stick Ferrule Black 22mm","Wilko","22mm",NA,NA,NA,0.86
"DIY","FIX","159498","Wilko Crutch Pad Heavy Duty Black 19mm","Wilko","19mm",NA,NA,NA,0.86
"DIY","FIX","159511","Wilko Tower Bolt Straight Blackened 75mm","Wilko","75mm",NA,NA,NA,0.86
"DIY","FIX","159512","Wilko Tower Bolt Black Japanned 100mm","Wilko","100mm",NA,NA,NA,0.86
"DIY","FIX","159513","Wilko Tower Bolt Black 150mm","Wilko","150mm",NA,NA,NA,0.86
"DIY","FIX","160948","Wilko Diecast Gate Handle Black 150mm","Wilko","150mm",NA,"1",NA,0.93
"DIY","FIX","161014","Wilko Mirror Screw 4pk 8g 25mm","Wilko","25mm",NA,"4pk",NA,0.93
"DIY","FIX","161016","Wilko Mirror Screw 4pk 8g 38mm","Wilko","38mm",NA,"4pk",NA,0.93
"DIY","FIX","161267","Wilko Safety Hasp and Staple Black 75mm","Wilko","75mm",NA,NA,NA,0.86
"DIY","FIX","161268","Wilko Safety Hasp and Staple Black 100mm","Wilko","100mm",NA,NA,NA,0.86
"DIY","FIX","161269","Wilko Hasp and Staple Wire Black 100mm","Wilko","100mm",NA,"1",NA,0.93
"DIY","FIX","161734","Wilko Cabin Hook Black 100mm","Wilko","100mm",NA,NA,NA,0.86
"DIY","FIX","190336","Wilko Hook and Loop Stick on Tape 1m x 20mm Black","Wilko","1m",NA,NA,NA,0.825
"DIY","FIX","190337","Wilko Hook and Loop Fastening Tape 1m x 20mm White","Wilko","1m",NA,NA,NA,0.825
"DIY","FIX","190341","Wilko Hook and Loop Discs Black 20mm 50pk","Wilko",NA,"Black","1",NA,0.883333333333333
"DIY","FIX","190342","Wilko Hook and Loop Discs White 20mm 50pk","Wilko",NA,"White","50",NA,0.883333333333333
"DIY","FIX","190411","Wilko Rubber Buffers White 4pk","Wilko","0.75in",NA,"4",NA,0.93
"DIY","FIX","190432","Wilko Fixit Block White 24pk","Wilko",NA,NA,"24pk",NA,0.86
"DIY","FIX","190433","Wilko Shelf Support White 20pk","Wilko",NA,NA,"20pk",NA,0.86
"DIY","FIX","190456","Wilko Gate Latch Ring Japanned","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","191891","Wilko Fixing Blocks Brown 24pk","Wilko",NA,NA,"24pk",NA,0.86
"DIY","FIX","191892","Wilko Plate Stand Clear 6in","Wilko","Small",NA,NA,NA,0.86
"DIY","FIX","191893","Wilko Plate Stand Clear 8in","Wilko","Medium",NA,NA,NA,0.86
"DIY","FIX","191894","Wilko Plate Stand Clear 9in","Wilko","Large",NA,NA,NA,0.86
"DIY","FIX","191895","Wilko Wire Plate Hanger 3in","Wilko","3in",NA,NA,NA,0.86
"DIY","FIX","191896","Wilko Wire Plate Hanger 7in","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","191897","Wilko Pad Bolt 100mm","Wilko","100mm (4in)",NA,NA,NA,0.86
"DIY","FIX","261085","Wilko Cleat Hook Chrome 75mm","Wilko","75mm",NA,NA,NA,0.86
"DIY","FIX","261106","Wilko S Hook Chrome Effect Large 80mm","Wilko",NA,NA,"1",NA,0.825
"DIY","FIX","270683","Wilko Cuphook Brass Effect 50mm 6pk","Wilko","50mm",NA,"6pk",NA,0.883333333333333
"DIY","FIX","270684","Wilko Cuphook White 32mm 6pk","Wilko","32mm",NA,"6pk",NA,0.883333333333333
"DIY","FIX","270685"," Wilko Picture Pins with Knurled Heads 8pk","Wilko",NA,NA,"8pk",NA,0.86
"DIY","FIX","270691","Wilko Hook Picture Single Small 8pk","Wilko","Small",NA,"8pk",NA,0.883333333333333
"DIY","FIX","270692","Wilko Hook Picture Double Large 4pk","Wilko","Double",NA,"4pk",NA,0.93
"DIY","FIX","270693","Wilko Hook Picture Single Medium 6pk","Wilko","Medium",NA,"6pk",NA,0.93
"DIY","FIX","270694","Wilko Cuphook Brass Effect 25mm 8pk","Wilko","25mm",NA,"8pk",NA,0.883333333333333
"DIY","FIX","279894","Wilko Heavy Duty Picture Hook Brass Effect 2pk","Wilko",NA,NA,"2",NA,0.86
"DIY","FIX","279899","Wilko Wardrobe Rail Chrome Finish 4ft x 19mm","Wilko","4ft",NA,NA,NA,0.86
"DIY","FIX","292284","Wilko Pine Coat Rack 4 Hooks Brass Effect","Wilko","4Hook",NA,NA,NA,0.825
"DIY","FIX","292286","Wilko Pine Coat Rack 4 Hooks Chrome Effect","Wilko","4Hook",NA,NA,NA,0.825
"DIY","FIX","344043","Wilko Pad Bolt Bright Zinc Plated 100mm","Wilko","4in",NA,NA,NA,0.86
"DIY","FIX","344047","Wilko Picture Hooks Bronze Finish Small","Wilko","Small",NA,"1",NA,0.883333333333333
"DIY","FIX","344048","Wilko Picture Hooks Bronze Finish Medium","Wilko","Medium",NA,NA,NA,0.825
"DIY","FIX","344075","Wilko Double Picture Hooks Bronze Finish","Wilko","Double",NA,NA,NA,0.825
"DIY","FIX","344076","Wilko Cup Hook Medium Chrome Plated 6pk","Wilko","Medium",NA,"6pk",NA,0.883333333333333
"DIY","FIX","344077","Wilko Cup Hook Large Chrome Plated 6pk","Wilko","Large",NA,"6pk",NA,0.883333333333333
"DIY","FIX","344078","Wilko Cup Hook Extra Large Chrome Plated 6pk","Wilko","Ex Large",NA,"6pk",NA,0.883333333333333
"DIY","FIX","344079","Wilko Moulding Hook Chrome Finish 2pk","Wilko",NA,"Metal","2pk",NA,0.883333333333333
"DIY","FIX","344080","Wilko Butt Hinge Black 100mm","Wilko","100mm",NA,NA,NA,0.86
"DIY","FIX","344081","Wilko Butt Hinge Black 75mm","Wilko","75mm",NA,"1",NA,0.93
"DIY","FIX","344082","Wilko Tower Bolt Bright Zinc Plated 150mm","Wilko","150mm",NA,NA,NA,0.86
"DIY","FIX","344083","Wilko Tower Bolt Bright Zinc Plated 100mm","Wilko","100mm",NA,NA,NA,0.86
"DIY","FIX","344084","Wilko Tower Bolt Bright Zinc Plated 75mm","Wilko","75mm",NA,NA,NA,0.86
"DIY","FIX","344177","Wilko D Shaped Handle Zinc Plated 150mm","Wilko","150mm",NA,NA,NA,0.86
"DIY","FIX","344208","Wilko Ring Gate Latch Bright Zinc Plated","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","344209","Wilko Auto Gate Latch Bright Zinc Plated 50mm","Wilko","50mm",NA,NA,NA,0.86
"DIY","FIX","344210","Wilko Cabinet Hook Bright Zinc Plated 100mm","Wilko","100mm",NA,NA,NA,0.825
"DIY","FIX","344211","Wilko Safety Hasp and Staple Bright Zinc Plated 3in","Wilko","3in",NA,"1",NA,0.93
"DIY","FIX","344246","Wilko Safety Hasp and Staple Bright Zinc Plated 4in","Wilko","4in",NA,"1",NA,0.93
"DIY","FIX","344248","Wilko Hinge Bright Zinc Plated 16in","Wilko","16in",NA,"1",NA,0.93
"DIY","FIX","344249","Wilko Tee Hinge Bright Zinc Plated 12in","Wilko","12in",NA,"1",NA,0.93
"DIY","FIX","344250","Wilko Tee Hinge Bright Zinc Plated 10in","Wilko","10in",NA,"1",NA,0.93
"DIY","FIX","344251","Wilko Tee Hinge Bright Zinc Plated 8in","Wilko","8in",NA,"1",NA,0.93
"DIY","FIX","344252","Wilko Tee Hinge Bright Zinc Plated 6in","Wilko","6in",NA,"1",NA,0.93
"DIY","FIX","344260","Wilko Pad Bolt Bright Zinc Plated 6in","Wilko","6in",NA,"1",NA,0.93
"DIY","FIX","344559","Removable Strips Foot Shape 6pk","Wilko",NA,NA,"6pk",NA,0.81
"DIY","FIX","344561","Wilko Removable Strips  Small 12pk","Wilko","Small",NA,"12pk",NA,0.93
"DIY","FIX","344566","Wilko Removable Strips  Large 6pk","Wilko","Large",NA,"6pk",NA,0.93
"DIY","FIX","344685","Wilko Chain Key Holder Small","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","344687","Wilko Badge Holder With Lever Snap Hook Chrome","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","344697","Wilko Bumper Stop Clear Large 6pk","Wilko","Large",NA,"6pk",NA,0.93
"DIY","FIX","344699","Wilko Hook and Loop With Slot 6pk","Wilko",NA,NA,"6pk",NA,0.825
"DIY","FIX","344700","Wilko Furniture Glider Round 50mm 4pk","Wilko","50mm",NA,"4pk",NA,0.93
"DIY","FIX","344702","Wilko Square Glider Hooks 30mm 8pk","Wilko","30mm",NA,"8pk",NA,0.93
"DIY","FIX","344712","Wilko Self Adhesive Hooks Large 2pk","Wilko","Large",NA,"2pk",NA,0.883333333333333
"DIY","FIX","344713","Wilko Calender Hooks 20pk","Wilko",NA,NA,"20pk",NA,0.825
"DIY","FIX","344714","Wilko Suction Hooks 30mm 20pk","Wilko","30mm",NA,"20pk",NA,0.883333333333333
"DIY","FIX","344715","Wilko Hook Oval 10pk Large","Wilko","Large",NA,"10pk",NA,0.883333333333333
"DIY","FIX","344737","Wilko Castor Cup Clear Small","Wilko","Small",NA,"1",NA,0.93
"DIY","FIX","344739","Wilko Castor J Plate 50mm","Wilko","50mm",NA,"1",NA,0.93
"DIY","FIX","344740","Wilko Castor Cup Clear Large","Wilko","Large",NA,NA,NA,0.86
"DIY","FIX","344741","Wilko Castor Plate With Brake 50mm","Wilko","50mm",NA,"1",NA,0.93
"DIY","FIX","344743","Wilko Foam Floor  Protector Multi 24pk","Wilko","Multi",NA,"24pk",NA,0.93
"DIY","FIX","344746","Wilko Felt Floor Protector 18pk 25mm","Wilko","25mm",NA,"18pk",NA,0.93
"DIY","FIX","344749","Wilko Flat Square Floor Protector 12.8 x 60.7mm","Wilko","12.8x60.7mm",NA,NA,NA,0.86
"DIY","FIX","344750","Wilko Bumper Stop Clear Small 40pk","Wilko","Small",NA,"40pk",NA,0.93
"DIY","FIX","344751","Wilko Bumper Stop Clear Medium 12pk","Wilko","Medium",NA,"12pk",NA,0.93
"DIY","FIX","344752","Wilko Foam Square Floor Protector 12pk 38mm","Wilko","38mm",NA,"12pk",NA,0.93
"DIY","FIX","344753","Wilko Foam Round Flr Protector 18pk 30mm","Wilko","30mm",NA,"18pk",NA,0.93
"DIY","FIX","344755","Wilko Square Hook Large 50mm 6pk","Wilko","Large 50mm",NA,"6pk",NA,0.883333333333333
"DIY","FIX","344761","Wilko Pine Back Plate with Chrome Key Hook","Wilko",NA,"Wood","1",NA,0.883333333333333
"DIY","FIX","344762","Wilko Oak Back Plate with 4 Satin Finish Hooks","Wilko",NA,"Wood","1",NA,0.883333333333333
"DIY","FIX","344770","Wilko Over Cupboard Door Towel Rail","Wilko",NA,NA,"1",NA,0.825
"DIY","FIX","344772","Wilko Self Adhesive Tea Towel Hook","Wilko",NA,NA,"1",NA,0.825
"DIY","FIX","344774","Wilko Over Cupboard Towel Hook X Design","Wilko",NA,NA,"1",NA,0.825
"DIY","FIX","344775","Wilko Removable Adhesive Hooks Clear 4pk","Wilko",NA,"Clear","4pk",NA,0.883333333333333
"DIY","FIX","344776","Wilko Removable Adhesive Hooks Oval 3pk","Wilko","Large",NA,NA,NA,0.825
"DIY","FIX","344777","Wilko Removable  Adhesive Hook Small Square 5pk","Wilko","Small",NA,"5pk",NA,0.883333333333333
"DIY","FIX","344778","Wilko Permanent Adhesive Hook Dimond Shape 5pk","Wilko",NA,"Metal","5pk",NA,0.883333333333333
"DIY","FIX","344779","Wilko Removable Hooks 5pk","Wilko","Large","Metal","5pk",NA,0.941666666666667
"DIY","FIX","344780","Wilko Permanent Adhesive White Oval Hook 3pk","Wilko",NA,"White","3pk",NA,0.883333333333333
"DIY","FIX","344781","Wilko Permanent Adhesive Hooks Oval Metal Effect 6","Wilko","Small","Metal","6pk",NA,0.941666666666667
"DIY","FIX","344783","Wilko Self Adhesive Hooks Round 2pk","Wilko",NA,NA,"2pk",NA,0.825
"DIY","FIX","344784","Wilko Self Adhesive Hooks Square 6pk","Wilko","Small","Metal","6pk",NA,0.941666666666667
"DIY","FIX","344788","Wilko Removable Adhesive Hook Diamond Shape White5pk","Wilko",NA,"White","5pk",NA,0.883333333333333
"DIY","FIX","344789","Wilko Self Adhesive Hooks Square Metal Effect 2pk","Wilko","Large","Metal","2pk",NA,0.941666666666667
"DIY","FIX","344790","Wilko Removable Adhesive Oval Hook White 2pk","Wilko","Large","White","2pk",NA,0.941666666666667
"DIY","FIX","344791"," Wilko Self Adhesive Hooks Small White 6pk","Wilko","Small","White","6pk",NA,0.941666666666667
"DIY","FIX","344792","Wilko Suction Hooks Medium White 2pk","Wilko","Medium","White","2pk",NA,0.941666666666667
"DIY","FIX","344822","Wilko Clear Suction Hook Chrome Hook 4pk","Wilko",NA,"Metal","4pk",NA,0.883333333333333
"DIY","FIX","344933","Wilko Tool Clip  28/29mm","Wilko","28/29mm",NA,NA,NA,0.86
"DIY","FIX","344934","Wilko Tool Clip 25mm","Wilko","25mm",NA,NA,NA,0.86
"DIY","FIX","344936","Wilko Hose Clips Zinc Plated 25mm-51mm","Wilko","25-51mm",NA,NA,NA,0.86
"DIY","FIX","344937","Wilko Hose Clips Zinc Plated 16mm-32mm","Wilko","16-32mm",NA,NA,NA,0.86
"DIY","FIX","344938","Wilko Hose Clips Zinc Plated 12mm-20mm","Wilko","12-20mm",NA,"1",NA,0.93
"DIY","FIX","344939","Wilko Plastic Key Tag","Wilko",NA,NA,"1",NA,0.86
"DIY","FIX","344940","Wilko Castor Cups Brown Large","Wilko","Large",NA,NA,NA,0.86
"DIY","FIX","344941","Wilko Single Wheel Castor Standard 32mm","Wilko","32mm",NA,NA,NA,0.86
"DIY","FIX","344942","Wilko Twin Wheel Castor Plate Fix 40mm","Wilko","40mm",NA,NA,NA,0.86
"DIY","FIX","344943","Wilko Single Wheel Castor Socket Fix 40mm","Wilko","40mm",NA,NA,NA,0.86
"DIY","FIX","344944","Wilko Single Wheel Castor Plate Fix 40mm","Wilko","40mm",NA,"1",NA,0.93
"DIY","FIX","344945","Wilko Twin Wheel Castor Socket Fix 40mm","Wilko","40mm",NA,"1",NA,0.93
"DIY","FIX","344946","Wilko Robe Hook Brass","Wilko",NA,"Metal","1",NA,0.883333333333333
"DIY","FIX","344947","Wilko Robe Hook Chrome Plated","Wilko",NA,"Metal","1",NA,0.883333333333333
"DIY","FIX","344949","Wilko Spiked Castor Clear 40mm","Wilko","40mm",NA,NA,NA,0.86
"DIY","FIX","345047","Wilko Turn Button Black 2in","Wilko","2in",NA,NA,NA,0.86
"DIY","FIX","345048","Wilko Dresser Hooks Chrome 6pk 25mm","Wilko","25mm","Metal","6pk",NA,0.941666666666667
"DIY","FIX","345061","Wilko T Hinge Japanned  Black 410mm","Wilko","410mm 16in",NA,NA,NA,0.86
"DIY","FIX","345062","Wilko T Hinge Japanned Black 150mm","Wilko","150mm 6in",NA,"1",NA,0.93
