"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"HOM","HAB","83797","Korbond Needles Darning 1-5 10pk","Korbond","41760","Silver","10pk",NA,1
"HOM","HAB","83798","Korbond Needles Tapestry 18-24 6pk","Korbond","18-24","Silver","6pk",NA,1
"HOM","HAB","83800","Korbond Needles Dispenser Assorted 30pk","Korbond","Assorted","Silver","30pk",NA,1
"HOM","HAB","83801","Korbond Home Needle Kit 45pk","Korbond","Assorted","Silver","45pk",NA,1
"HOM","HAB","83803","Korbond Dressmaking Scissors Comfort Grip 9in","Korbond","22.5cm","Black","2pk",NA,1
"HOM","HAB","83804","Korbond Dressmaking Scissors Comfort Grip 7in","Korbond","17.5cm","Black","1",NA,1
"HOM","HAB","83807","Korbond Elastic white 2m","Korbond","12mmx2m","White","1",NA,1
"HOM","HAB","83808","Korbond Elastic white 2m","Korbond","20mmx2m","White",NA,NA,0.93
"HOM","HAB","83817","Korbond Thread White 160m","Korbond","160m","White",NA,NA,0.93
"HOM","HAB","83818","Korbond Thread Black 160m","Korbond","160m","Black",NA,NA,0.93
