"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Assembly","DQ Score"
"DIY","BUL","456825","TCP Rustic Incandescent Tube 60W E27","TCP","60W","1","No",0.65
"DIY","BUL","456826","TCP Rustic Incandescent Tube 60W B22","TCP","60W","1","No",0.65
"DIY","BUL","456827","TCP Vintage LED Bulb Filament ST64 4W B22","TCP","4W","1",NA,0.93
"DIY","BUL","456828","TCP Vintage LED Bulb Filament ST64 4W E27","TCP","4W","1",NA,0.93
"DIY","BUL","456829","TCP Vintage LED Bulb Filament Classic 4W B22","TCP","4W","1",NA,0.93
"DIY","BUL","456830","TCP Vintage LED Bulb Filament Classic 4W E27","TCP","4W","1",NA,0.93
"DIY","BUL","456831","TCP Vintage LED Bulb Filament Diamond 4W B22","TCP","4W","1",NA,0.93
"DIY","BUL","456832","TCP Vintage LED Bulb Filament Diamond 4W E27","TCP","4W","1",NA,0.93
"DIY","BUL","456868","Wilko LED Bulb Filament Soft Tone 7W BC White","TCP","7W","1",NA,0.88
"DIY","BUL","456869","Wilko LED Bulb Filament Soft Tone 7W ES White","TCP","7W","1",NA,0.88
"DIY","BUL","456870","Wilko LED Bulb Filament Soft Tone 7W BC Peach","TCP","7W","1",NA,0.88
"DIY","BUL","456871","Wilko LED Bulb Filament Soft Tone 7W ES Peach","TCP","7W","1",NA,0.88
"DIY","BUL","456872","Wilko LED Bulb Filament Candle Soft Light 4W BCWhite","TCP","4W","1",NA,0.88
"DIY","BUL","456873","Wilko LED Bulb Filament Candle Soft Light 4W SESWhite","TCP","4W","1",NA,0.88
"DIY","BUL","456874","Wilko LED Bulb Filament Candle Soft Light 4W BCPeach","TCP","4W","1",NA,0.88
"DIY","BUL","456875","Wilko LED Bulb Filament Candle Soft Light 4W SESPeach","TCP","4W","1",NA,0.88
"DIY","BUL","456876","Wilko LED Bulb Filament Globe Soft Light 4W BCWhite","TCP","4W","1",NA,0.88
"DIY","BUL","456877","Wilko LED Bulb Filament Globe Soft Light 4W SESWhite","TCP","4W","1",NA,0.88
"DIY","BUL","456878","Wilko LED Bulb Filament Globe Soft Light 4W BCPeach","TCP","4W","1",NA,0.88
"DIY","BUL","456879","Wilko LED Bulb Filament Globe Soft Light 4W SESPeach","TCP","4W","1",NA,0.88
"DIY","BUL","434237","Wilko Energy Saving Bulb CFL Spiral SES 9W 1pk","Wilko","9W","1",NA,0.93
"DIY","BUL","434238","Wilko Energy Saving Bulb CFL Spiral BC 11W 1pk","Wilko","11W","1",NA,0.93
"DIY","BUL","434239","Wilko Energy Saving Bulb CFL Spiral ES 11W 1pk","Wilko","11W","1",NA,0.93
"DIY","BUL","434240","Wilko Energy Saving Bulb CFL Spiral ES 23W 1pk","Wilko","23W","1",NA,0.93
"DIY","BUL","434241","Wilko Energy Saving Bulb CFL Spiral BC 23W 1pk","Wilko","23W","1",NA,0.93
"DIY","BUL","434242","Wilko Energy Saving Bulb CFL Stick ES 11W 1pk","Wilko","11W","1",NA,0.93
"DIY","BUL","434243","Wilko Energy Saving Bulb CFL Stick BC 11W 1pk","Wilko","11W","1",NA,0.93
"DIY","BUL","434416","Wilko Halogen Bulb GU10 Cap 28W (35W) 3pk","Wilko","28W","3",NA,0.93
"DIY","BUL","434417","Wilko Halogen Bulb GU10 Cap 40W (50W) 3pk","Wilko","40W","3",NA,0.93
"DIY","BUL","434418","Wilko Halogen Bulb GU10 Cap 40W 6pk","Wilko","40W","6",NA,0.93
"DIY","BUL","434423","Wilko Halogen Bulb Linear 120W 78mm","Wilko","120W","1pk",NA,0.93
"DIY","BUL","434424","Wilko Halogen Bulb Linear 240W 118mm","Wilko","240W","1pk",NA,0.93
"DIY","BUL","434425","Wilko Halogen Bulb Linear 400W 118mm","Wilko","400W","1pk",NA,0.93
"DIY","BUL","434426","Wilko Halogen Capsule G4 Cap 20W 4pk","Wilko","20W","4",NA,0.93
"DIY","BUL","434427","Wilko Halogen Capsule G4 Cap 10W 4pk","Wilko","10W","4",NA,0.93
"DIY","BUL","434428","Wilko Halogen Capsule G9 Cap 18W 4pk","Wilko","18W","4",NA,0.93
"DIY","BUL","434429","Wilko Halogen Capsule G9 Cap 28W 4pk","Wilko","28W","4",NA,0.93
"DIY","BUL","434431","Wilko Halogen Spotlight Bulb R50 SES Cap 28W 4pk","Wilko","28W","4",NA,0.93
"DIY","BUL","434432","Wilko Halogen Spotlight Bulb R63 ES Cap 42W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434434","Wilko Halogen Bulb GLS BC Cap 28W A55 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434435","Wilko Halogen Bulb GLS BC Cap 42W A55 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434436","Wilko Halogen Bulb GLS BC Cap 42W A55 4pk","Wilko","42W","4",NA,0.93
"DIY","BUL","434437","Wilko Halogen Bulb GLS BC Cap 70W A55 2pk","Wilko","70W","2",NA,0.93
"DIY","BUL","434438","Wilko Halogen Bulb GLS BC Cap 70W A55 4pk","Wilko","70W","4",NA,0.93
"DIY","BUL","434439","Wilko Halogen Bulb GLS ES Cap 28W A55 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434440","Wilko Halogen Bulb GLS ES Cap 42W A55 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434441","Wilko Halogen Bulb GLS ES Cap 42W A55 4pk","Wilko","42W","4",NA,0.93
"DIY","BUL","434442","Wilko Halogen Bulb GLS ES Cap 70W A55 2pk","Wilko","70W","2",NA,0.93
"DIY","BUL","434443","Wilko Halogen Bulb GLS BC Cap 105W A60 2pk","Wilko","105W","2",NA,0.93
"DIY","BUL","434444","Wilko Halogen Bulb GLS ES Cap 105W A60 2pk","Wilko","105W","2",NA,0.93
"DIY","BUL","434445","Wilko Halogen Bulb Candle SBC Cap 42W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434446","Wilko Halogen Bulb Candle BC Cap 18W 2pk","Wilko","18W","2",NA,0.93
"DIY","BUL","434447","Wilko Halogen Bulb Candle BC Cap 28W 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434448","Wilko Halogen Bulb Candle BC Cap 42W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434449","Wilko Halogen Bulb Candle BC Cap 42W 4pk","Wilko","42W","4",NA,0.93
"DIY","BUL","434450","Wilko Halogen Bulb Candle SES Cap 18W 2pk","Wilko","18W","2",NA,0.93
"DIY","BUL","434451","Wilko Halogen Bulb Candle SES Cap 28W 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434452","Wilko Halogen Bulb Candle SES Cap 42W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434453","Wilko Halogen Bulb Candle SES Cap 42W 4pk","Wilko","42W","4",NA,0.93
"DIY","BUL","434454","Wilko Halogen Bulb Candle ES Cap 28W 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434455","Wilko Halogen Bulb Candle ES Cap 42W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434456","Wilko Halogen Bulb Round SBC Cap 28W 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434457","Wilko Halogen Bulb Round BC Cap 18W 2pk","Wilko","18W","2",NA,0.93
"DIY","BUL","434458","Wilko Halogen Bulb Round BC Cap 28W 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434459","Wilko Halogen Bulb Round BC Cap 42W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434460","Wilko Halogen Bulb Round BC Cap 42W 4pk","Wilko","42W","4",NA,0.93
"DIY","BUL","434461","Wilko Halogen Bulb Round SES Cap 18W 2pk","Wilko","18W","2",NA,0.93
"DIY","BUL","434462","Wilko Halogen Bulb Round SES Cap 28W 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434464","Wilko Halogen Bulb Round SES Cap 42W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434465","Wilko Halogen  Bulb Round SES Cap 42W 4pk","Wilko","42W","4",NA,0.93
"DIY","BUL","434466","Wilko Halogen Bulb  Round ES Cap 28W 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434467","Wilko Halogen Bulb  Round ES Cap 42W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","434468","Wilko Bulb Cooker SES Cap 28W 2pk","Wilko","28W","2",NA,0.93
"DIY","BUL","434665","Wilko Inc Pygmy Sewing Machine Bulb SBC 15W 1pk","Wilko","15W","1",NA,0.93
"DIY","BUL","434666","Wilko Inc PYGMY Sewing Machine Bulb BC 15w 2pk","Wilko","15W","2",NA,0.93
"DIY","BUL","434667","Wilko Inc Pygmy Fridge Bulb SES Cap 15W 2pk","Wilko","15W","2",NA,0.93
"DIY","BUL","434669","Wilko Inc Oven Bulb SES Cap 25W 1pk","Wilko","25W","1",NA,0.93
"DIY","BUL","434670","Wilko Inc Oven Bulb SES Cap 15W 1pk","Wilko","15W","1",NA,0.93
"DIY","BUL","434671","Wilko Linear Tube T5 530mm 13W 1pk","Wilko","13W","1",NA,0.93
"DIY","BUL","434672","Wilko Linear Tube T5 300mm 8W 1pk","Wilko","8W","1",NA,0.93
"DIY","BUL","434673","Wilko Linear Tube T8 4Ft 36W 1pk","Wilko","36W","1",NA,0.93
"DIY","BUL","434674","Wilko Linear Tube T8 5ft 58W 1pk","Wilko","58W","1",NA,0.93
"DIY","BUL","434676","Wilko Energy Saving Bulb 4 Pin G24 18W 1pk","Wilko","18W","1",NA,0.93
"DIY","BUL","434677","Wilko Low Energy Bulb 2D 16W 2pin 1pk","Wilko","16W","1",NA,0.93
"DIY","BUL","434678","Wilko Low Energy Bulb 2D 28W 4pin 1pk","Wilko","28W","1",NA,0.93
"DIY","BUL","437658","Wilko Halogen Bulb GU5.3 Cap 50W 6pk","Wilko","50W","6pk",NA,0.93
"DIY","BUL","437659","Wilko Halogen Bulb GLS ES Cap 70W 4pk A55","Wilko","70W","4",NA,0.93
"DIY","BUL","437660","Wilko Halogen Bulb Candle SES Cap 28w 4pk","Wilko","28W","4",NA,0.93
"DIY","BUL","437661","Wilko Ecohalogen Fireglow Bulb 60W 2pk","Wilko","42W","2",NA,0.93
"DIY","BUL","437662","Wilko LED Bulb GU10 5W Silver Dimmable 1pk","Wilko","5W","1",NA,0.93
"DIY","BUL","437663","Wilko LED Bulb GU10 4W Dimmable 1pk","Wilko","4W","1",NA,0.93
"DIY","BUL","437664","Wilko LED Spotlight Bulb GU10 4W, works withDimmer Switch 3pk","Wilko","4W","3",NA,0.93
"DIY","BUL","437665","Wilko LED Spotlight Bulb GU10 5W, works withDimmer Switch 3pk","Wilko","5W","3",NA,0.93
"DIY","BUL","437666","Wilko LED Daylight Spotlight Bulb GU10 5W 3pkworks with Dimmer Switch","Wilko","5W","3",NA,0.93
"DIY","BUL","437668","Wilko LED Capsule G9 3W 2pk","Wilko","3W","2",NA,0.93
"DIY","BUL","437669","Wilko LED Capsule G4 2.5W 2pk","Wilko","2.5W","2",NA,0.93
"DIY","BUL","437670","Wilko LED Bulb GU4 Single Blister Silver","Wilko","2W","1",NA,0.93
"DIY","BUL","437671","Wilko LED Bulb GU5 5W None Dimmable 1pk","Wilko","5W","1",NA,0.93
"DIY","BUL","437672","Wilko LED Bulb GU5 5W  Silver None Dimmable 1pk","Wilko","5W","3pk",NA,0.93
"DIY","BUL","437673","Wilko LED Bulb GLS 10W BC Daylight Dimmable 1pk","Wilko","10W","1",NA,0.93
"DIY","BUL","437674","Wilko LED Bulb GLS 10W ES Daylight Dimmable 1pk","Wilko","10W","1",NA,0.93
"DIY","BUL","437675","Wilko LED Bulb GLS 15W BC Dimmable 1pk","Wilko","15W","1",NA,0.93
"DIY","BUL","437676","Wilko LED Bulb GLS 15W ES Dimmable 1pk","Wilko","15W","1",NA,0.93
"DIY","BUL","437679","Wilko LED Bulb Candle BC 6W Dimmable Daylight","Wilko","6W","1",NA,0.93
"DIY","BUL","437680","Wilko LED Bulb Candle Opal SES Daylight 6W 1pk","Wilko","6W","1",NA,0.93
"DIY","BUL","437681","Wilko LED Spotlight Bulb  R50 5W SES 1pk","Wilko","5W","1",NA,0.93
"DIY","BUL","437682","Wilko LED Spotlight Bulb R50 5W SES 3pk","Wilko","5W","3",NA,0.93
"DIY","BUL","437683","Wilko LED Spotlight Bulb R63 6W ES White 1pk","Wilko","6W","1",NA,0.93
"DIY","BUL","437684","Wilko LED Spotlight Bulb R80 ES 10W 1pk","Wilko","10W","1",NA,0.93
"DIY","BUL","437689","Wilko LED Glass Bulb GU10 5W 1pk","Wilko","5W","1",NA,0.93
"DIY","BUL","437690","Wilko LED Bulb GLS 6W BC Dimmable 1pk","Wilko","6W","1",NA,0.93
"DIY","BUL","437691","Wilko LED Bulb GLS 6W ES Dimmable 1pk","Wilko","6W","1",NA,0.93
"DIY","BUL","437692","Wilko LED Bulb GLS 10W BC Dimmable 1pk","Wilko","10W","1",NA,0.93
"DIY","BUL","437693","Wilko LED Bulb GLS 10W ES Dimmable 1pk","Wilko","10W","1",NA,0.93
"DIY","BUL","437696","Wilko LED Bulb Candle Opal BC Cap 6W Dimmable","Wilko","6W","1",NA,0.93
"DIY","BUL","437697","Wilko LED Bulb Candle Opal SES Cap 6W Dimmable","Wilko","6W","1",NA,0.93
"DIY","BUL","438229","Wilko LED Strip Light 221mm 5W","Wilko","5W","1",NA,0.93
"DIY","BUL","438230","Wilko LED Strip Light 284mm 5W","Wilko","5W","1",NA,0.93
"DIY","BUL","438812","Wilko Light Bulb Changer Tool","Wilko",NA,"1",NA,0.86
"DIY","BUL","456807","Wilko LED Bulb Candle Coated BC 5W Dimmable 2pk","Wilko","5W","2",NA,0.93
"DIY","BUL","456808","Wilko LED Bulb Candle Coated SES 5W Dimmable 2pk","Wilko","5W","2",NA,0.93
"DIY","BUL","456809","Wilko LED Bulb Round Coated BC 5W Dimmable 2pk","Wilko","5W","2",NA,0.93
"DIY","BUL","456810","Wilko LED Bulb Round Coated SES 5W Dimmable 2pk","Wilko","5W","2",NA,0.93
"DIY","BUL","456811","Wilko LED Bulb Round Coated BC 6W Dimmable","Wilko","6W","1",NA,0.93
"DIY","BUL","456812","Wilko LED Bulb Round Coated ES 6W Dimmable","Wilko","6W","1",NA,0.93
"DIY","BUL","456813","Wilko LED Bulb Round Coated SES Cap 6W Dimmable 1pk","Wilko","6W","1",NA,0.93
"DIY","BUL","456814","Wilko LED Bulb GU10 4W Dimmable White 3pk","Wilko","4W","3",NA,0.93
"DIY","BUL","456815","Wilko LED Bulb GU10 5W Daylight Silver","Wilko","5W","1",NA,0.93
"DIY","BUL","456816","Wilko LED Bulb GU10 5W Dimmable White 3pk","Wilko","5W","3",NA,0.93
"DIY","BUL","456817","Wilko LED Bulb GLS 15W B22 Dimmable Daylight","Wilko","15W","1",NA,0.93
"DIY","BUL","456818","Wilko LED Bulb Round 5W BC Daylight 2pk","Wilko","5W","2",NA,0.93
"DIY","BUL","456819","Wilko LED Bulb Round 5W SES Daylight 2pk","Wilko","5W","2",NA,0.93
"DIY","BUL","456820","Wilko LED Bulb Round 5W ES Daylight","Wilko","5W","1",NA,0.93
"DIY","BUL","456841","Wilko LED Bulb Filament Classic Frost BC 7W","Wilko","7W","1",NA,0.93
"DIY","BUL","456842","Wilko LED Bulb Filament Classic Frost ES 7W","Wilko","7W","1",NA,0.93
"DIY","BUL","456843","Wilko LED Bulb Filament Classic Clear BC 7W","Wilko","7W","1",NA,0.93
"DIY","BUL","456844","Wilko LED Bulb Filament Classic ES 7W Clear","Wilko","7W","1",NA,0.93
"DIY","BUL","456845","Wilko LED Bulb Filament Classic Day BC 7W","Wilko","7W","1",NA,0.93
"DIY","BUL","456846","Wilko LED Bulb Filament Classic ES 7W Daylight","Wilko","7W","1",NA,0.93
"DIY","BUL","456847","Wilko LED Bulb Filament Candle BC 4W Clear","Wilko","4W","1",NA,0.93
"DIY","BUL","456848","Wilko LED Bulb Filament Candle SES 4W Clear","Wilko","4W","1",NA,0.93
"DIY","BUL","456849","Wilko LED Bulb Filament Candle BC 4W Frosted","Wilko","4W","1",NA,0.93
"DIY","BUL","456850","Wilko LED Bulb Filament Candle SES 4W Frosted","Wilko","4W","1",NA,0.93
"DIY","BUL","456851","Wilko LED Bulb Filament Candle BC 4W Daylight","Wilko","4W","1",NA,0.93
"DIY","BUL","456852","Wilko LED Bulb Filament Candle SES 4W Daylight","Wilko","4W","1",NA,0.93
"DIY","BUL","456853","Wilko LED Bulb Filament Round Frosted BC 4W","Wilko","4W","1",NA,0.93
"DIY","BUL","456854","Wilko LED Bulb Filament Round Frosted SES 4W","Wilko","4W","1",NA,0.93
"DIY","BUL","456855","Wilko LED Bulb Filament Round Frosted ES 4W","Wilko","4W","1",NA,0.93
"DIY","BUL","456856","Wilko LED Bulb Filament Round Clear BC 4W","Wilko","4W","1",NA,0.93
"DIY","BUL","456858","Wilko LED Bulb Filament Round BC 4W Daylight","Wilko","4W","1",NA,0.93
"DIY","BUL","456859","Wilko LED Bulb Filament Round SES 4W Daylight","Wilko","4W","1",NA,0.93
"DIY","BUL","456880","Wilko LED Bulb Filament R50 3W","Wilko","3W","1",NA,0.93
"DIY","BUL","456881","Wilko LED Bulb Filament R63 4W","Wilko","4W","1",NA,0.93
