"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Age","DQ Score"
"SBK","DES","260573","Pen Retractable Fine Black","Wilko",NA,"Black","1",NA,NA,NA,0.88
"SBK","DES","260575","Wilko Scissors General Purpose 8in","Wilko","8in",NA,NA,NA,NA,NA,0.86
"SBK","DES","260659","Wilko Gel Pen Fine Black","Wilko",NA,"Black","1",NA,NA,NA,0.93
"SBK","DES","260665","Wilko Staples 26/6mm x 2500","Wilko","26/6mm",NA,"2500pk",NA,NA,NA,1
"SBK","DES","260669","Wilko Ruler Plastic 6in","Wilko","6in",NA,NA,NA,NA,NA,0.86
"SBK","DES","260712","Wilko Clearseal Book Cover 300mm x 1000mm","Wilko","30cmx1m","White","1",NA,NA,NA,1
"SBK","DES","261328","Wilko Pencil Case PVC","Wilko",NA,"Black","1",NA,NA,NA,0.93
"SBK","DES","262154","Wilko Pencil Sharpener Combo","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","262161","Wilko Pick n Mix Scissors","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","262164","Wilko Correction Tapes x 2","Wilko",NA,"White","2pk",NA,NA,NA,0.883333333333333
"SBK","DES","262245","Wilko Geometry Set","Wilko",NA,NA,"4pk",NA,NA,NA,0.9125
"SBK","DES","262707","Wilko Playing Cards","Wilko",NA,NA,"52pk",NA,NA,NA,0.825
"SBK","DES","263420","Wilko Bingo Dabber","Wilko",NA,NA,"1",NA,NA,NA,0.86
"SBK","DES","299454","Wilko Reusable Tack Circle Patterned 50g","Wilko",NA,NA,"1",NA,NA,NA,0.825
"SBK","DES","300199","Wilko Self Adhesive Labels White 89 x 36mm x 250","Wilko","89x36mm","White","250pk",NA,NA,NA,1
"SBK","DES","300210","Wilko Magnetic White Board","Wilko","60x40cm","White",NA,NA,NA,NA,0.93
"SBK","DES","300288","Wilko Glue Stick 10g","Wilko","10g","Clear","1",NA,NA,NA,0.941666666666667
"SBK","DES","300289","Wilko Glue Stick 40g","Wilko","40g",NA,NA,NA,NA,NA,0.825
"SBK","DES","302326","Wilko Memo Block 85 x 85mm 600 Sheets","Wilko","85x85mm","White","600pk",NA,NA,NA,1
"SBK","DES","302339","Wilko Ruler 30cm","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","317067","Wilko Pencil Case Ringbinder","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"SBK","DES","317069","Wilko Pencil Case Clear","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","317090","Wilko Compass with Case","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","317094","Wilko Basic Pencil Sharpener","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","317105","Wilko White Circle Labels 5 Sheets","Wilko",NA,"White","105pk",NA,NA,NA,0.93
"SBK","DES","317115","Wilko Pencil with Grip and Eraser HB 4pk","Wilko",NA,NA,"4pk",NA,NA,NA,0.86
"SBK","DES","317121","Wilko Oversized Erazer Pink","Wilko","Large",NA,NA,NA,NA,NA,0.9125
"SBK","DES","318169","Wilko 3 Pocket Pencil Case Love","Wilko",NA,NA,"1",NA,NA,NA,0.86
"SBK","DES","318210","Wilko Corkboard 30cm x 40cm","Wilko","30 x 40cm",NA,"1",NA,NA,NA,0.93
"SBK","DES","349305","Wilko Cased Eraser","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","349306","Wilko Retractable Eraser","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","349307","Wilko Pencil Sharpener Barrel","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","349310","Wilko 4B Eraser","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","349313","Wilko Gem Push Pinks 16pk","Wilko",NA,NA,"16pk",NA,NA,NA,0.86
"SBK","DES","349317","Wilko Desk Set","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","349320","Wilko Hole Punch Flat","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","349322","Wilko Triangular Scale Ruler","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","349331","Wilko Jewel Magnets","Wilko",NA,NA,"1",NA,NA,NA,0.86
"SBK","DES","349364","Wilko Wooden Pencil Sharpener","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","349365","Wilko Weekly Planner Set","Wilko",NA,NA,"1",NA,NA,NA,0.86
"SBK","DES","349366","Wilko Colour Fine Liners 12pk","Wilko",NA,NA,"12pk",NA,NA,NA,0.86
"SBK","DES","349367","Wilko Pen Ball Point Soft Touch Ball 5pk","Wilko",NA,NA,"5pk",NA,NA,NA,0.86
"SBK","DES","349369","Wilko Marker Slim Permanent 4pk","Wilko",NA,NA,"4pk",NA,NA,NA,0.86
"SBK","DES","413997","Wilko Push Pins Assorted Colours","Wilko",NA,"Multi","1",NA,NA,NA,0.93
"SBK","DES","414039","Wilko Ruler 30cm","Wilko",NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","414045","Wilko Colour 15cm Ruler","Wilko",NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","414048","Wilko Index Cards Multicoloured Pack","Wilko",NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","414052","Wilko White Board","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","414055","Wilko Storage Pots Assorted Colour 5pk","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"SBK","DES","414058","Wilko Pencil Case Boxset","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","414063","Wilko Barrel Pencil Case Black","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","417104","Wilko Smiley Faces Coloured Sticker A6","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","417128","Wilko Mini Highlighters 10pk","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","417498","Wilko Chunky Pencils With Sharpener 10pk","Wilko",NA,NA,"10",NA,NA,NA,0.86
"SBK","DES","433891","Wilko Animal Print Pencil Case","Wilko",NA,"Multi","1",NA,NA,NA,0.93
"SBK","DES","433892","Wilko Slim Canvas Polka Dot Pen Case","Wilko",NA,"Blue","1",NA,NA,NA,0.93
"SBK","DES","433893","Wilko Triangular Attitude Pencil Case","Wilko",NA,"White","1",NA,NA,NA,0.93
"SBK","DES","433894","Wilko Barrel Horse Pencil Case","Wilko",NA,"Pink","1",NA,NA,NA,0.93
"SBK","DES","433895","Wilko Photograph Cat Barrel Pencil Case","Wilko",NA,"White","1",NA,NA,NA,0.93
"SBK","DES","433896","Wilko Butterfly Pencil Case With Pocket","Wilko",NA,"Multi","1",NA,NA,NA,0.93
"SBK","DES","433897","Wilko Whiteboard Magnet Kit","Wilko",NA,"White","1",NA,NA,NA,0.93
"SBK","DES","433898","Wilko Set Of Cloud Sticky Notes","Wilko",NA,"White","1",NA,NA,NA,0.93
"SBK","DES","433901","Wilko Assorted Sizes Colour Card Stars12pk","Wilko",NA,"Multi","1",NA,NA,NA,0.93
"SBK","DES","433904","Wilko Assorted Erasers 4pk","Wilko",NA,NA,"4",NA,NA,NA,0.9125
"SBK","DES","433905","Wilko Pencil Top Erasers 12pk","Wilko",NA,NA,"12",NA,NA,NA,0.9125
"SBK","DES","433907","Wilko Glitter Tape 3pk","Wilko",NA,"Multi","3",NA,NA,NA,0.93
"SBK","DES","433908","Wilko Liquid Glue Pen","Wilko",NA,"Multi","1","plastic, fiber, ink",NA,NA,0.941666666666667
"SBK","DES","433909","Wilko Whiteboard Neon Markers 4pk","Wilko",NA,"Multi","4",NA,NA,NA,0.93
"SBK","DES","433910","Wilko Highlighters 3pk","Wilko",NA,"Multi","1",NA,NA,NA,0.93
"SBK","DES","433911","Wilko Handwriting Pen 4pk","Wilko",NA,"Blue","4",NA,NA,NA,0.93
"SBK","DES","433912","Wilko HighlighterTape","Wilko",NA,"Multi","1","plastic, fiber, ink",NA,NA,0.941666666666667
"SBK","DES","433913","Wilko Inspirational Quote Pencils 6pk","Wilko",NA,"Multi","6",NA,NA,NA,0.93
"SBK","DES","433914","Wilko Pebble Eraser 2pk","Wilko",NA,NA,"2",NA,NA,NA,0.9125
"SBK","DES","433932","Wilko Gel Pens 30pk","Wilko",NA,"Multi","30",NA,NA,NA,0.93
"SBK","DES","433948","Wilko Desktop Set 5pcs","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","DES","433950","Wilko Desk Accessory Set","Wilko",NA,"Gold","1",NA,NA,NA,0.93
"SBK","DES","260311","Wilko Wooden Pencils 10pk","Wilko Functional",NA,NA,"10pk",NA,NA,NA,0.81
"SBK","DES","260399","Wilko Bingo Marker Red","Wilko Functional",NA,NA,"1",NA,NA,NA,0.81
"SBK","DES","260402","Wilko Bingo Marker Black","Wilko Functional",NA,"Black","1",NA,NA,NA,0.88
"SBK","DES","260671","Wilko Functional Drawing Pins Silver Effect 300pk","Wilko Functional",NA,"Silver","300pk",NA,NA,NA,0.93
"SBK","DES","260723","Wilko Ball Point Pen Assorted Colours 10pk","Wilko Functional",NA,NA,"10pk",NA,NA,NA,0.81
"SBK","KFL","252270","Wilko Novelty Pencil Wooden","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","KFL","277858","Wilko Pencil Sharpener","Wilko",NA,NA,NA,NA,NA,NA,0.825
"SBK","KFL","277862","Wilko Erasers 4pk","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","278994","Wilko Mechanical Cartridge Eraser","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","279017","Wilko Colouring Pencils 6pk","Wilko",NA,NA,"6pk",NA,NA,NA,0.86
"SBK","KFL","279018","Wilko Lipstick Eraser and Ball Point Pen Set","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","279069","Wilko Felt Tips 6pk","Wilko",NA,NA,"6pk",NA,NA,NA,0.86
"SBK","KFL","302917","Wilko Mini Gel Pens 5pk","Wilko",NA,"Multi","5pk",NA,NA,NA,0.93
"SBK","KFL","333679","Wilko Pick n Mix Animal Ruler 15cm","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","KFL","333682","Wilko Pick N Mix Multi Colour Pen","Wilko",NA,NA,NA,NA,NA,NA,0.79
"SBK","KFL","333692","Wilko Pick n Mix Bolt Pencil Sharpener","Wilko",NA,NA,NA,NA,NA,NA,0.825
"SBK","KFL","333693","Wilko Pick n Mix Novelty Eraser","Wilko",NA,NA,NA,NA,NA,NA,0.825
"SBK","KFL","333694","Wilko Pick n Mix Pencil and Topper 3pk","Wilko",NA,NA,NA,NA,NA,NA,0.825
"SBK","KFL","347024","Wilko Pencil Sharpener Dice","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","347068","Wilko Eraser Puzzle","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","347069","Wilko Eraser Cable","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","347071","Wilko Eraser Animals and Dinosaurs Assorted","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","347075","Wilko Eraser Dice","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","347077","Wilko Eraser Crayons","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","347080","Wilko Glitter Pencils Assorted","Wilko",NA,NA,"1",NA,NA,NA,0.86
"SBK","KFL","347085","Wilko Pen with Fairy Wand Topper","Wilko",NA,NA,"1",NA,NA,NA,0.86
"SBK","KFL","347090","Wilko Pencil Topper Hands 3pk","Wilko",NA,NA,"3pk",NA,NA,NA,0.86
"SBK","KFL","347091","Wilko Sharpener Heart","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KFL","420969","Wilko Notebook A7 Assorted","Wilko","A7",NA,"1",NA,NA,NA,1
"SBK","KFL","439312","Wilko Unicorns A6 Colour In Notebook","Wilko","A6","Multi","1",NA,NA,NA,1
"SBK","KFL","439313","Wilko Unicorns A6 Square Notebook","Wilko","A6","Multi","1",NA,NA,NA,1
"SBK","KFL","439315","Wilko Space Exercise Books","Wilko","15 x 21.5 x 1.8cm","Multi","3",NA,NA,NA,1
"SBK","KFL","439317","Wilko Space Rocket Pen","Wilko","3 x 3 x 10.3cm","Multi","1",NA,NA,NA,1
"SBK","KFL","439318","Wilko Space A6 Colour in Notebook","Wilko","A6","Multi","1",NA,NA,NA,1
"SBK","KFL","439319","Wilko Space Stationery Set 5pcs","Wilko","2.5 x 12 x 25.5cm","Multi","5",NA,NA,NA,1
"SBK","KFL","439320","Wilko Space Bumper Stationery Set","Wilko","2 x 17 x 24cm","Multi","8",NA,NA,NA,1
"SBK","KFL","439324","Wilko Pick n Mix Key Ring","Wilko","3.5 x 5 x 5cm","Multi","1",NA,NA,NA,1
"SBK","KFL","439329","Wilko Novelty Sharpener Wheelie Bin","Wilko","5.9 x 4.2 x 3.3cm","Multi","1",NA,NA,NA,1
"SBK","KFL","439331","Wilko Stationery Set 5pcs","Wilko","2 x 6 x 35cm","Multi","5",NA,NA,NA,1
"SBK","KFL","439332","Wilko Space A7 Top Bound Notebook","Wilko","A7",NA,"1",NA,NA,NA,1
"SBK","KFL","439959","Wilko Unicorns Exercise Books","Wilko","15 x 21.5 x 1.8cm","Multi","3",NA,NA,NA,1
"SBK","KFL","253116","Wilko Crayons 6pk","Wilko Functional",NA,NA,"6pk",NA,"No","36 Months",0.6
"SBK","KID","252266","Wilko Chubby Wax Crayons 20pk","Wilko",NA,NA,"20pk",NA,NA,NA,0.86
"SBK","KID","252781","Wilko Piggy Bank","Wilko",NA,NA,"1",NA,NA,"4 Years",0.883333333333333
"SBK","KID","252976","Wilko Stamps Markers 8pk","Wilko",NA,NA,"8pk",NA,NA,NA,0.86
"SBK","KID","252982","Wilko Thick and Thin Markers 12pk","Wilko",NA,"Multi","12pk",NA,NA,"3",1
"SBK","KID","253183","Wilko Glitter Glue 6pk","Wilko",NA,"Multi","6pk",NA,NA,"36 Months",1
"SBK","KID","253184","Wilko Adhesive Set","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","KID","253185","Wilko Glue Stick","Wilko",NA,NA,"1",NA,NA,NA,0.825
"SBK","KID","278972","Wilko Wooden PYO Flower / Giraffe","Wilko",NA,"Multi",NA,NA,NA,"3 Years",0.93
"SBK","KID","279020","Wilko Paint Your Own Suncatchers 2pk","Wilko",NA,"Multi",NA,NA,NA,"36 Months",0.883333333333333
"SBK","KID","279053","Wilko Jigsaw Puzzle Draw Your Own","Wilko",NA,NA,"2pk",NA,NA,"3 Years",0.883333333333333
"SBK","KID","279710","Wilko Paint Your Own Wooden  Animals","Wilko",NA,"Multi","1",NA,NA,"3 Years",1
"SBK","KID","300196","Wilko PVA Glue 120ml","Wilko","120g",NA,NA,"PVA",NA,NA,0.883333333333333
"SBK","KID","300256","Wilko PVA Glue 500ml","Wilko","500ml",NA,"1",NA,NA,NA,0.883333333333333
"SBK","KID","316439","Wilko Colour Changing Markers 10pk","Wilko",NA,NA,"10pk",NA,NA,NA,0.86
"SBK","KID","316514","Wilko Chalk Assorted Colours 12pk","Wilko",NA,"Multi","12pk",NA,NA,NA,0.93
"SBK","KID","316515","Chalks White Pack of 12","Wilko",NA,"White","12pk",NA,NA,NA,0.88
"SBK","KID","316545","Wilko Small Chalk Board","Wilko","400x300mm","Black",NA,NA,NA,NA,0.93
"SBK","KID","316741","Wilko Let's Create My First Paint Brushes 2pk","Wilko",NA,NA,"2pk",NA,NA,NA,0.86
"SBK","KID","317026","Wilko Paint Brushes Assorted Sizes 11pk","Wilko",NA,NA,"1",NA,NA,NA,0.86
"SBK","KID","414901","Wilko Mini Washable Pens 8pk","Wilko",NA,NA,"8",NA,NA,NA,0.86
"SBK","KID","414903","Wilko Colouring Pencils 30pk","Wilko",NA,NA,"30",NA,NA,NA,0.86
"SBK","KID","414905","Wilko Colouring Pencils with Soft Grip 10pk","Wilko",NA,NA,"10",NA,NA,NA,0.86
"SBK","KID","414906","Wilko Twistable Crayons 10pk","Wilko",NA,NA,"10",NA,NA,NA,0.86
"SBK","KID","417497","Wilko Colouring Pencils 15pk","Wilko",NA,NA,"15",NA,NA,NA,0.86
"SBK","KID","433040","Wilko Let's Create Fine Brush Tip Markers 14pk","Wilko",NA,"Multi","14",NA,NA,NA,0.93
"SBK","KID","433041","Wilko Glue Sticks 4pk","Wilko",NA,"Multi","4","Plastic",NA,NA,0.941666666666667
"SBK","KID","433044","Wilko 4 Tier Fold Out Colouring Box","Wilko",NA,"Multi","1",NA,NA,NA,0.93
"SBK","KID","433045","Wilko Wax Crayons 100pk","Wilko",NA,"Multi","100",NA,NA,NA,0.93
"SBK","KID","433046","Wilko Felt Tips 100pk","Wilko",NA,"Multi","100",NA,NA,NA,0.93
"SBK","KID","433047","Wilko Colouring Pencils 100pk","Wilko",NA,"Multi","100",NA,NA,NA,0.93
"SBK","KID","433048","Wilko Foam Stickers Tub","Wilko",NA,"Multi","72",NA,NA,NA,0.93
"SBK","KID","433049","Wilko Craft Platter 836 pcs","Wilko",NA,"Multi","836",NA,NA,NA,1
"SBK","KID","433427","Wilko Functional Fibre Tip Pens 10pk","Wilko",NA,NA,"10",NA,NA,NA,0.86
"SBK","KID","433428","Wilko Fibre Tip Pens 50pk","Wilko",NA,NA,"50",NA,NA,NA,0.86
"SBK","KID","433429","Wilko Fibre Tip Pens 15pk","Wilko",NA,NA,"15",NA,NA,NA,0.86
"SBK","KID","452668","Wilko Roll Away Felt Tip Case 30pcs","Wilko","15cm high each","Multi","30",NA,NA,NA,1
"SBK","KID","452669","Wilko Roll Away Pencil Case 30pcs","Wilko","15cm high each","Multi","30",NA,NA,NA,1
"SBK","KID","452670","Wilko Giant Multicolour Crayon","Wilko","21cm high","Multi","1",NA,NA,NA,1
"SBK","KID","452671","Wilko Chunky Multicolour Crayons 5pk","Wilko","8cm high each","Multi","5",NA,NA,NA,1
"SBK","KID","452672","Wilko Gem Stickers Asst","Wilko",NA,"Multi","1",NA,NA,NA,0.93
"SBK","KID","452673","Wilko Neon Wiggly Eyes 64pk","Wilko",NA,"Multi","64",NA,NA,NA,0.93
"SBK","KID","452674","Wilko Foam Rollers 10pk","Wilko",NA,"Multi","10",NA,NA,NA,0.93
"SBK","KID","252952","Wilko Functional Value Paint Pallets 8 Colours","Wilko Functional",NA,"Multi","1",NA,NA,"3 Years",1
"SBK","KID","252954","Wilko Functional Paint brushes 2pk","Wilko Functional",NA,"Multi","2pk",NA,NA,NA,0.93
"SBK","KID","333686","Wilko Functional Colouring Pencils 12pk","Wilko Functional",NA,NA,"12pk",NA,NA,"3 Years",0.93
"SBK","KID","414907","Wilko Functional Crayons 12pk","Wilko Functional",NA,NA,"12",NA,NA,NA,0.86
"SBK","NOT","317372","Wilko Ring Bound Index Cards 100 Sheets","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","OFF","319034","Wilko A4 Punched Pockets Clear 50pk","Pukka Pad","A4","Clear","50",NA,NA,NA,0.891666666666667
"SBK","OFF","187912","Wilko Expander File with 25 Sections","Wilko","25part",NA,NA,NA,NA,NA,0.825
"SBK","OFF","189251","Wilko Cash Box Assorted 8in","Wilko","Small",NA,"1",NA,NA,NA,0.93
"SBK","OFF","216789","Wilko Magnifying Glass","Wilko","Width 7.5cm / Height 15.5cm","Black",NA,NA,"No",NA,0.941666666666667
"SBK","OFF","261299","Wilko Button Wallet 4pk","Wilko","A4","Multi","4",NA,NA,NA,0.941666666666667
"SBK","OFF","261300","Wilko Button Wallet Asst A5","Wilko","A5","Multi",NA,NA,NA,NA,0.883333333333333
"SBK","OFF","261301","Wilko Button Wallet Assorted Colours 5pk","Wilko","22x12cm","Multi","5pk",NA,NA,NA,0.941666666666667
"SBK","OFF","261304","Wilko Wallet Folder with Elastic Band A4","Wilko","A4","Multi",NA,NA,NA,NA,0.883333333333333
"SBK","OFF","261305","Wilko Folder Document A4 5pk","Wilko","A4","Clear","5pk",NA,NA,NA,0.941666666666667
"SBK","OFF","261307","Wilko Display Book Asst A4","Wilko","A4","Multi",NA,NA,NA,NA,0.883333333333333
"SBK","OFF","261312","Wilko Ringbinder A4 Assorted Colours","Wilko","A4","Multi","1","Plastic",NA,NA,1
