"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","Capacity","Coverage","DQ Score"
"PAI","EMU","273603","Wilko Emulsion Paint Tester Pot Duck Egg 75ml","Wilko","75ml","Blue","1",NA,NA,"30cm²",1
"PAI","EMU","273639","Wilko Bathroom Mid Sheen Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","274652","Wilko Durable Matt Emulsion PaintMoody Blue 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","274653","Wilko Durable Matt Emulsion PaintCandy Cane 2.5L","Wilko","2.5L","Pink","1",NA,NA,"30m²",1
"PAI","EMU","274654","Wilko Durable Matt Emulsion PaintSugar Sweet 2.5L","Wilko","2.5L","Pink",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","274656","Wilko Durable Matt Emulsion PaintHappy Yellow 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","274657","Wilko Durable Matt Emulsion PaintMoonlight White 2.5L","Wilko","2.5L","White","1",NA,NA,"30m²",1
"PAI","EMU","274660","Wilko Durable Matt Emulsion PaintIvory Tusk 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","274672","Wilko Durable Matt Emulsion PaintMidnight Hour 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","274728","Wilko Emulsion Paint Tester Pot Lime Sorbet 75ml","Wilko","75ml","Green",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","283242","Wilko Matt Emulsion PaintLime Sorbet 2.5L","Wilko","2.5L","Green","1",NA,NA,"30m²",1
"PAI","EMU","283243","Wilko Matt Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","283251","Wilko Silk Emulsion PaintLime Sorbet 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","283252","Wilko Silk Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","283259","Wilko Bathroom Mid Sheen Emulsion PaintSummer Tide 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","283260","Wilko Matt Emulsion PaintBiscuit Crunch 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","283264","Wilko Durable Matt Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","283285","Wilko Statement Matt Emulsion PaintFlintstone 1.25L","Wilko","1.25L","Cream",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283286","Wilko Statement Matt Emulsion PaintJava Bean 1.25L","Wilko","1.25L","Brown",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283288","Wilko Statement Matt Emulsion PaintRuby Ring 1.25L","Wilko","1.25L","Red","1",NA,NA,NA,0.941666666666667
"PAI","EMU","283291","Wilko Durable Matt Emulsion PaintBig Apple 2.5L","Wilko","2.5L","Green","1",NA,NA,NA,0.941666666666667
"PAI","EMU","283297","Wilko Durable Matt Emulsion PaintJelly Bean 2.5L","Wilko","2.5L","Orange","1",NA,NA,NA,0.941666666666667
"PAI","EMU","283299","Wilko Durable Matt Emulsion PaintMinted 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283302","Wilko Durable Matt Emulsion PaintPurple Haze 2.5L","Wilko","2.5L","Purple","1",NA,NA,NA,0.941666666666667
"PAI","EMU","283303","Wilko Durable Matt Emulsion PaintSupernova 2.5L","Wilko","2.5L","Black",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283304","Wilko Durable Matt Emulsion PaintTouch of Silver 2.5L","Wilko","2.5L","Silver",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","283308","Wilko Emulsion Paint Tester Pot Flintstone 75ml","Wilko","75ml","Cream",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","283311","Wilko Emulsion Paint Tester Pot Ruby Ring 75ml","Wilko","75ml","Red",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","283314","Wilko Emulsion Paint Tester Pot Big Apple 75ml","Wilko","75ml","Green","1",NA,NA,"30cm²",1
"PAI","EMU","283320","Wilko Emulsion Paint Tester Pot Jelly Bean 75ml","Wilko","75ml","Orange",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","283321","Wilko Emulsion Paint Tester Pot Minted 75ml","Wilko","75ml","Green",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","283323","Wilko Emulsion Paint Tester Pot Purple Haze 75ml","Wilko","75ml","Purple","1",NA,NA,"30cm²",1
"PAI","EMU","283324","Wilko Emulsion Paint Tester Pot Supernova 75ml","Wilko","75ml","Black",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","283325","Wilko Emulsion Paint Tester Pot Touch of Silver75ml","Wilko","75ml","Silver",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","283333","Wilko Emulsion Paint Tester Pot Natural Twine 75ml","Wilko","75ml","Grey","1",NA,NA,"30cm²",1
"PAI","EMU","283336","Wilko Emulsion Paint Tester Pot Summer Tide 75ml","Wilko","75ml","Blue",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","297371","Wilko Emulsion Paint Tester Pot Bermuda 75ml","Wilko","75ml","Blue",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","297372","Wilko Emulsion Paint Tester Pot Cosy Grey 75ml","Wilko","75ml","Grey","1",NA,NA,"30cm²",1
"PAI","EMU","297373","Wilko Emulsion Paint Tester Pot Deeply Plum 75ml","Wilko","75ml","Purple","1",NA,NA,"30cm²",1
"PAI","EMU","297374","Wilko Emulsion Paint Tester Pot Electric 75ml","Wilko","75ml","Blue","1",NA,NA,"30cm²",1
"PAI","EMU","297375","Wilko Emulsion Paint Tester Pot Frutti 75ml","Wilko","75ml","Orange",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","297376","Wilko Emulsion Paint Tester Pot Tropics 75ml","Wilko","75ml","Green","1",NA,NA,"30cm²",1
"PAI","EMU","297378","Wilko Kitchen Matt Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","297381","Wilko Kitchen Matt Emulsion PaintPearl Grey 2.5L","Wilko","2.5L","Grey","1",NA,NA,"30m²",1
"PAI","EMU","297386","Wilko Durable Matt Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","297392","Wilko One Coat Matt Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","297393","Wilko One Coat Matt Emulsion PaintOn Deck 2.5L","Wilko","2.5L","Brown",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","297396","Wilko Matt Emulsion PaintCosy Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","297427","Wilko Matt Emulsion PaintPearl Grey 5L","Wilko","5L","Grey",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","297428","Wilko Silk Emulsion PaintPearl Grey 5L","Wilko","5L","Grey",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","297431","Wilko Silk Emulsion PaintCosy Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","297434","Wilko Statement Matt Emulsion PaintDeeply Plum 1.25L","Wilko","1.25L","Purple",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","297435","Wilko Durable Matt Emulsion PaintElectric 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","297436","Wilko Durable Matt Emulsion PaintBermuda 2.5L","Wilko","2.5L","Blue",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","297437","Wilko Durable Matt Emulsion PaintTropics 2.5L","Wilko","2.5L","Green","1",NA,NA,NA,0.941666666666667
"PAI","EMU","309365","Wilko Bathroom Mid Sheen Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","309366","Wilko Kitchen Matt Emulsion PaintTinsel Town 2.5L","Wilko","2.5L","Red",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","309367","Wilko Kitchen Matt Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Cream","1",NA,NA,"30m²",1
"PAI","EMU","309368","Wilko Durable Matt Emulsion PaintSweetie 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","309370","Wilko Durable Matt Emulsion PaintTinsel Town 2.5L","Wilko","2.5L","Red",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","309371","Wilko Durable Matt Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Green",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","309372","Wilko One Coat Matt Emulsion PaintCosy Grey 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"20m²",0.941666666666667
"PAI","EMU","309374","Wilko Durable Matt Emulsion PaintBumble Bee 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","309375","Wilko Durable Matt Emulsion PaintWizard 2.5L","Wilko","2.5L","Purple","1",NA,NA,NA,0.941666666666667
"PAI","EMU","310634","Wilko Durable Matt Emulsion PaintHot Gossip 2.5L","Wilko","2.5L","Pink","1",NA,NA,NA,0.941666666666667
"PAI","EMU","310635","Wilko Statement Matt Emulsion PaintUrban Jungle 1.25L","Wilko","1.25L","Green",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","310636","Wilko Statement Matt Emulsion PaintVamp 1.25L","Wilko","1.25L","Pink","1",NA,NA,NA,0.941666666666667
"PAI","EMU","310640","Wilko Matt Emulsion PaintNeptune 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","310643","Wilko Matt Emulsion PaintStardust 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","310644","Wilko Matt Emulsion PaintIvory Tusk 5L","Wilko","5L","Cream",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","310647","Wilko Silk Emulsion PaintNeptune 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","310650","Wilko Silk Emulsion PaintStardust 2.5L","Wilko","2.5L","Cream","1",NA,NA,"30m²",1
"PAI","EMU","310651","Wilko Silk Emulsion PaintIvory Tusk 5L","Wilko","5L","Grey",NA,NA,NA,"60m²",0.941666666666667
"PAI","EMU","310653","Wilko Emulsion Paint Tester Pot Urban Jungle 75ml","Wilko","75ml","Green",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","310654","Wilko Emulsion Paint Tester Pot Limeade 75ml","Wilko","75ml","Green",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","310655","Wilko Emulsion Paint Tester Pot Organic Green 75ml","Wilko","75ml","Green",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","310657","Wilko Emulsion Paint Tester Pot Bumble Bee 75ml","Wilko","75ml","Yellow","1",NA,NA,"30cm²",1
"PAI","EMU","310659","Wilko Emulsion Paint Tester Pot Hot Gossip 75ml","Wilko","75ml","Pink",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","310660","Wilko Emulsion Paint Tester Pot Neptune 75ml","Wilko","75ml","Blue","1",NA,NA,"30cm²",1
"PAI","EMU","310782","Wilko Emulsion Paint Tester Pot Stardust 75ml","Wilko","75ml","Cream","1",NA,NA,"30cm²",1
"PAI","EMU","310783","Wilko Emulsion Paint Tester Pot Sweetie 75ml","Wilko","75ml","Pink","1",NA,NA,"30cm²",1
"PAI","EMU","310784","Wilko Emulsion Paint Tester Pot Wizard 75ml","Wilko","75ml","Purple",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","310785","Wilko Emulsion Paint Tester Pot Mineral Stone 75ml","Wilko","75ml","Green","1",NA,NA,"30cm²",1
"PAI","EMU","333760","Wilko Kitchen Matt Emulsion PaintNatural Twine 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","333763","Wilko Matt Emulsion PaintSoft Hessian 2.5L","Wilko","2.5L","Cream",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","334368","Wilko Durable Matt Emulsion PaintElf 2.5L","Wilko","2.5L","Green",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","334369","Wilko Durable Matt Emulsion PaintSonic 2.5L","Wilko","2.5L","Red",NA,NA,NA,NA,0.883333333333333
"PAI","EMU","334371","Wilko Statement Matt Emulsion PaintOcean Jewel 1.25L","Wilko","1.25L","Blue","1",NA,NA,NA,0.941666666666667
"PAI","EMU","334372","Wilko Statement Matt Emulsion PaintRetro Ochre 1.25L","Wilko","1.25L","Green","1",NA,NA,NA,0.941666666666667
"PAI","EMU","334373","Wilko Statement Matt Emulsion PaintAfter Hours 1.25L","Wilko","1.25L","Red","1",NA,NA,NA,0.941666666666667
"PAI","EMU","334375","Wilko Matt Emulsion PaintDark Duck Egg 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","334377","Wilko Silk Emulsion PaintSoft Hessian 2.5L","Wilko","2.5L","Cream","1","No",NA,"30m²",0.65
"PAI","EMU","334379","Wilko Silk Emulsion PaintDark Duck Egg 2.5L","Wilko","2.5L","Blue",NA,"No",NA,"30m²",0.65
"PAI","EMU","334381","Wilko Emulsion Paint Tester Pot Soft Hessian 75ml","Wilko","75ml","Cream",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","334383","Wilko Emulsion Paint Tester Pot Sunshine Yellow75ml","Wilko","75ml","Yellow","1",NA,NA,"30cm²",1
"PAI","EMU","334384","Wilko Emulsion Paint Tester Pot Dark Duck Egg 75ml","Wilko","75ml","Blue",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","334388","Wilko Emulsion Paint Tester Pot Retro Ochre 75ml","Wilko","75ml","Green",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","334390","Wilko Emulsion Paint Tester Pot After Hours 75ml","Wilko","75ml","Red","1",NA,NA,"30cm²",1
"PAI","EMU","334391","Wilko Emulsion Paint Tester Pot Sonic 75ml","Wilko","75ml","Red","1",NA,NA,"30cm²",1
"PAI","EMU","334392","Wilko Emulsion Paint Tester Pot Elf 75ml","Wilko","75ml","Green",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","341327","Wilko Matt Emulsion PaintPlum Berry 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","341815","Wilko Silk Emulsion PaintPlum Berry 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","341832","Wilko Kitchen Matt Emulsion PaintSunshine Yellow 2.5L","Wilko","2.5L","Yellow",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","341833","Wilko Bathroom Mid Sheen Emulsion PaintNeptune 2.5L","Wilko","2.5L","Blue",NA,NA,NA,"30m²",0.941666666666667
"PAI","EMU","341847","Wilko Statement Matt Emulsion PaintBarely Black 1.25L","Wilko","1.25L","Black","1",NA,NA,NA,0.941666666666667
"PAI","EMU","341848","Wilko Durable Matt Emulsion PaintLimeade 2.5L","Wilko","2.5L","Green","1",NA,NA,NA,0.941666666666667
"PAI","EMU","341849","Wilko Emulsion Paint Tester Pot Plum Berry 75ml","Wilko","75ml","Purple",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","341851","Wilko Emulsion Paint Tester Pot Barely Black 75ml","Wilko","75ml","Black",NA,NA,NA,"30cm²",0.941666666666667
"PAI","EMU","407468","Wilko Emulsion Paint Tester Pot Nearly Famous 75ml","Wilko","75ml","Red","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","407509","Wilko Matt Emulsion PaintWhispering Sage 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","407510","Wilko Matt Emulsion PaintEnglish Sage 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","407511","Wilko Matt Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Grey","1",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","407512","Wilko Matt Emulsion PaintStorm Cloud 2.5L","Wilko","2.5L","Grey","1",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","407513","Wilko Matt Emulsion PaintOrganic Green 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","407514","Wilko Matt Emulsion PaintWild Orchid 2.5L","Wilko","2.5L","Purple","1",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","407516","Wilko Silk Emulsion PaintWhispering Sage 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407517","Wilko Silk Emulsion PaintEnglish Sage 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407518","Wilko Silk Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"approx 30 sq. metres",0.941666666666667
"PAI","EMU","407519","Wilko Silk Emulsion PaintStorm Cloud 2.5L","Wilko","2.5L","Grey","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407520","Wilko Silk Emulsion PaintOrganic Green 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407521","Wilko Silk Emulsion PaintWild Orchid 2.5L","Wilko","2.5L","Purple","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407524","Wilko One Coat Matt Emulsion PaintMineral Stone 2.5L","Wilko","2.5L","Grey","1",NA,NA,"approx 20 sq. metres",1
"PAI","EMU","407525","Wilko Durable Matt Emulsion PaintCloudless 2.5L","Wilko","2.5L","Blue","1",NA,NA,"Approx 20 sq. metres",1
"PAI","EMU","407526","Wilko Kitchen Matt Emulsion PaintCornish Ice Cream 2.5L","Wilko","2.5L","Cream","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407528","Wilko Bathroom Mid Sheen Emulsion PaintSoft Hessian 2.5L","Wilko","2.5L","Cream","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407529","Wilko Bathroom Mid Sheen Emulsion PaintBali 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407530","Wilko Bathroom Mid Sheen Emulsion PaintCosy Grey 2.5L","Wilko","2.5L","Grey","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407531","Wilko Bathroom Mid Sheen Emulsion PaintZesty 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407532","Wilko Bathroom Mid Sheen Emulsion PaintWild Orchid 2.5L","Wilko","2.5L","Purple",NA,NA,NA,"approx 30 sq. metres",0.941666666666667
"PAI","EMU","407533","Wilko Statement Matt Emulsion PaintJaded Teal 1.25L","Wilko","1.25L","Blue","1",NA,NA,"approx 17 sq. metres",1
"PAI","EMU","407535","Wilko Durable Matt Emulsion PaintCherry Fizz 2.5L","Wilko","2.5L","Pink","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407536","Wilko Durable Matt Emulsion PaintNearly Famous 2.5L","Wilko","2.5L","Red","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","407537","Wilko Emulsion Paint Tester Pot Whispering Sage75ml","Wilko","75ml","Green","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","407538","Wilko Emulsion Paint Tester Pot English Sage 75ml","Wilko","75ml","Green","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","407539","Wilko Emulsion Paint Tester Pot Storm Cloud 75ml","Wilko","75ml","Grey","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","407540","Wilko Emulsion Paint Tester Pot Wild Orchid 75ml","Wilko","75ml","Purple","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","407542","Wilko Emulsion Paint Tester Pot Cornish Ice Cream75ml","Wilko","75ml","Cream","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","407543","Wilko Emulsion Paint Tester Pot Bali 75ml","Wilko","75ml","Green","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","407544","Wilko Matt Emulsion Paint Tester PotJaded Teal 75ml","Wilko","75ml","Blue","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","407546","Wilko Emulsion Paint Tester Pot Cherry Fizz 75ml","Wilko","75ml","Pink","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","412433","Wilko Durable Matt Emulsion PaintStorm Cloud 2.5L","Wilko","2.5L","Grey","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412434","Wilko Durable Matt Emulsion PaintDuck Egg 2.5L","Wilko","2.5L","Blue","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412435","Wilko Durable Matt Emulsion PaintCrushed Almond 2.5L","Wilko","2.5L","Cream","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412436","Wilko Durable Matt Emulsion PaintCosy Grey 2.5L","Wilko","2.5L","Grey","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412437","Wilko Durable Matt Emulsion PaintStardust 2.5L","Wilko","2.5L","Grey",NA,NA,NA,"approx 30 sq. metres",0.941666666666667
"PAI","EMU","412438","Wilko Durable Matt Emulsion PaintPowder Purple 2.5L","Wilko","2.5L","Purple","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412441","Wilko Durable Matt Emulsion PaintLilac 2.5L","Wilko","2.5L","Purple","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412442","Wilko Durable Matt Emulsion PaintMint Crisp 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412443","Wilko Durable Matt Emulsion PaintNeptune 2.5L","Wilko","2.5L","Blue","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412444","Wilko Durable Matt Emulsion PaintOn Deck 2.5L","Wilko","2.5L","Cream","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412445","Wilko Durable Matt Emulsion PaintPink Harmony 2.5L","Wilko","2.5L","Pink","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412448","Wilko Durable Matt Emulsion PaintAhoy 2.5L","Wilko","2.5L","Cream","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412449","Wilko Durable Matt Emulsion PaintChocolate Dream 2.5L","Wilko","2.5L","Brown","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412452","Wilko Durable Matt Emulsion PaintPlum Berry 2.5L","Wilko","2.5L","Purple","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412456","Wilko Durable Matt Emulsion PaintPale Primrose 2.5L","Wilko","2.5L","Yellow","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412457","Wilko Durable Matt Emulsion PaintFrutti 2.5L","Wilko","2.5L","Orange","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412458","Wilko Durable Matt Emulsion PaintWhispering Sage 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412459","Wilko Durable Matt Emulsion PaintEnglish Sage 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412460","Wilko Durable Matt Emulsion PaintOrganic Green 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412461","Wilko Durable Matt Emulsion PaintWild Orchid 2.5L","Wilko","2.5L","Purple","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412464","Wilko Durable Matt Emulsion PaintDark Duck Egg 2.5L","Wilko","2.5L","Blue","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412477","Wilko Durable Matt Emulsion PaintLemon Burst 2.5L","Wilko","2.5L","Yellow","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412485","Wilko Kitchen Matt Emulsion PaintEnglish Sage 2.5L","Wilko","2.5L","Green",NA,NA,NA,"approx 30 sq. metres",0.941666666666667
"PAI","EMU","412486","Wilko Kitchen Matt Emulsion PaintWhispering Sage 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412494","Wilko Emulsion Paint Tester Pot Zesty 75ml","Wilko","75ml","Green","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","412495","Wilko Flat Matt Emulsion Paint Tester Pot BlottingPaper 125ml","Wilko","125ml","Cream","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","412496","Wilko Flat Matt Emulsion Paint Tester PotAylesbury 125ml","Wilko","125ml","Blue","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","412497","Wilko Flat Matt Emulsion Paint Tester PotVintage Duck Egg 125ml","Wilko","125ml","Blue",NA,NA,NA,"approx 30 sq. cm",0.941666666666667
"PAI","EMU","412887","Wilko Emulsion Paint Tester Pot Lemon Burst 75ml","Wilko","75ml","Yellow","1",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","412888","Wilko Silk Emulsion PaintOlive 2.5L","Wilko","2.5L","Green","1",NA,NA,"approx 30 sq. metres",1
"PAI","EMU","412889","Wilko Matt Emulsion PaintOlive 2.5L","Wilko","2.5L","Green",NA,NA,NA,"approx 35 sq. metres",0.941666666666667
"PAI","EMU","412890","Wilko Emulsion Paint Tester Pot Olive 75ml","Wilko","75ml","Green",NA,NA,NA,"approx 30 sq. cm",0.941666666666667
"PAI","EMU","428659","Wilko Matt Emulsion PaintPool House 2.5L","Wilko","2.5L","Blue","0",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","428660","Wilko Matt Emulsion PaintSummer Blue 2.5L","Wilko","2.5L","Blue","0",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","428661","Wilko Matt Emulsion PaintMarshmallow 2.5L","Wilko","2.5L","Pink","0",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","428662","Wilko Matt Emulsion PaintPure Grey 2.5L","Wilko","2.5L","Grey","0",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","428663","Wilko Matt Emulsion PaintPotters Clay 2.5L","Wilko","2.5L","Brown","0",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","428664","Wilko Matt Emulsion PaintWoodland Fawn 2.5L","Wilko","2.5L","Brown","0",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","428665","Wilko Matt Emulsion PaintGrey Skies 2.5L","Wilko","2.5L","Grey","0",NA,NA,"approx 35 sq. metres",1
"PAI","EMU","428666","Wilko Emulsion Paint Tester Pot Pool House 75ml","Wilko","75ml","Blue","0",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","428667","Wilko Emulsion Paint Tester Pot Summer Blue 75ml","Wilko","75ml","Blue","0",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","428668","Wilko Emulsion Paint Tester Pot Marshmallow 75ml","Wilko","75ml","Pink","0",NA,NA,"approx 30 sq. cm",1
"PAI","EMU","428669","Wilko Emulsion Paint Tester Pot Pure Grey 75ml","Wilko","75ml","Grey","1",NA,NA,"approx 30 sq. cm",1
