"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Age","DQ Score"
"SBK","COO","450798","Wilko Unearthed Notebook A4 80 sheets","Wilko","A4","Multi","1","Paper, Greyboard","No",NA,0.65
"SBK","COO","450802","Wilko Unearthed Cork Notebook A6","Wilko","A6","Multi","1","Cork, Paper","No",NA,0.65
"SBK","COO","450804","Wilko Unearthed Goals Book A6","Wilko","A6","Multi","1","Paper, PU","No",NA,0.65
"SBK","COO","456981","Wilko Decelerate Wiro Photo Album","Wilko","A5","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456982","Wilko Decelerate Storage Box with Lid","Wilko",NA,"Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456983","Wilko Decelerate A5 Exercise Books 3pk","Wilko","A5","Multi","3","PAPER","No",NA,0.65
"SBK","COO","456984","Wilko Decelerate Desk Calendar","Wilko","16.5 x 15.0cm","Multi","1","PAPER,greyboard,pp","No",NA,0.65
"SBK","COO","456985","Wilko Decelerate Wellbeing Planner","Wilko","A5","Multi","1","PAPER","No",NA,0.65
"SBK","COO","456986","Wilko Decelerate Meal Planner Pad","Wilko","A4","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456987","Wilko Decelerate Chunky Desk Pad","Wilko","21.0 x 22.0cm","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456988","Wilko Decelerate Organiser A5","Wilko","A5","Multi","1","PAPER,greyboard ,PU","No",NA,0.65
"SBK","COO","456989","Wilko Decelerate Chunky Notebook A5","Wilko","A5","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456990","Wilko Decelerate Marble Edge Notebook A6","Wilko","A6","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456991","Wilko Decelerate Budget Planner","Wilko","A5","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456994","Wilko Decelerate Reporter's Notebook A5","Wilko","A5","Multi","1","PAPER","No",NA,0.65
"SBK","COO","456995","Wilko Decelerate Jotter","Wilko","13.5 x 7.5cm","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456996","Wilko Decelerate Notebook A4","Wilko","A4","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456997","Wilko Decelerate Exercise Book B5","Wilko","B5","Multi","1","PAPER","No",NA,0.65
"SBK","COO","456998","Wilko Decelerate Scrapbook","Wilko","25.5 x 25.5cm","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","456999","Wilko Decelerate Project Book A5","Wilko","A5","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","457000","Wilko Decelerate Family Planner","Wilko","42.0 x 29.7cm","Multi","1","PAPER,greyboard","No",NA,0.65
"SBK","COO","457001","Wilko Decelerate Shopping List","Wilko","18.0 x 9.0cm","Multi","1","PAPER","No",NA,0.65
"SBK","KFL","439294","Wilko Space Sticker Pad","Wilko","11 x 0.4 x 19.5cm","Blue","1",NA,NA,NA,1
"SBK","KFL","439301","Wilko Funky Pen Pink","Wilko","18 x 2 x 2cm","Pink","1",NA,NA,NA,1
"SBK","KFL","439958","Wilko Unicorns and Rainbows Sticker Pad","Wilko","11 x 4 x 19.5cm","Pink","1",NA,NA,NA,1
"SBK","KID","452676","Wilko Alphabet Stickers","Wilko",NA,"Multi","1",NA,NA,"3+",1
"SBK","KID","452677","Wilko Butterfly Stickers","Wilko",NA,"Multi","1",NA,NA,"3+",1
"SBK","KID","452678","Wilko Superhero Stickers 9pk","Wilko",NA,"Multi","1",NA,NA,"3+",1
"SBK","KID","452679","Wilko Animal Stickers","Wilko",NA,"Multi","1",NA,NA,"3+",1
"SBK","KID","452680","Wilko Ice Cream Stickers","Wilko",NA,"Multi","1",NA,NA,"3+",1
"SBK","KID","452681","Wilko Rosette Awards Foam Stickers","Wilko",NA,"Multi","1",NA,NA,"3+",1
"SBK","KID","452682","Wilko Felt Owl Sticker","Wilko",NA,"Multi","1",NA,NA,"3+",1
"SBK","OFF","433509","Wilko Paper Index Box White","Wilko","35 x 40 x 20mm","White","12","Metal And Wire",NA,NA,1
"SBK","OFF","433510","Wilko Paper Intray White","Wilko",NA,"White","1","Metal And Wire",NA,NA,0.941666666666667
"SBK","OFF","433520","Wilko White Linen Effect Ringbinder","Wilko",NA,"White","1","Paper, Matel wiro",NA,NA,0.941666666666667
"SBK","OFF","433521","Wilko White Linen Effect Lever Arch","Wilko",NA,"White","1","Metal And Wire",NA,NA,0.941666666666667
"SBK","OFF","433523","Wilko White Linen Effect Storage Box and Lid","Wilko","38.0X50.0X19.0cm","White","4","Paper, Matel wiro",NA,NA,1
"SBK","OFF","433525","Wilko White Linen Effect Expandable Home Box File","Wilko",NA,"White","1","Paper, Matel wiro",NA,NA,0.941666666666667
"SBK","PHO","348684","Wilko Scrapbook A3 60 Sheets 120GSM","Wilko","A3",NA,"1",NA,NA,NA,1
"SBK","PHO","348685","Wilko Kraft Scrapbook 210gsm 25 Sheets22.5cm x 22.5cm","Wilko","22.5cm x 22.5cm",NA,"1",NA,NA,NA,0.93
"SBK","PHO","413207","Wilko Kraft Photo Album 200 Photos 6 x 4in","Wilko","26.2*46.4*42.0cm",NA,"1",NA,NA,NA,0.93
"SBK","PHO","413210","Wilko Kids Photo Album 50 Photos 6 x 4in","Wilko","36.0*36.0*12.0cm",NA,"1",NA,NA,NA,0.93
"SBK","PHO","413212","Wilko Magnetic Diet Planner 52 Sheets","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","PHO","413216","Wilko Magnetic Shopping List","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","PHO","413218","Wilko Magnetic Weekly Planner 52 Sheets","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"SBK","PHO","432617","Wilko Maps Photo Album 25 Sheets","Wilko","48.0*56.0*24.0cm",NA,"1",NA,NA,NA,0.93
"SBK","PHO","432618","Wilko City Scape Photo Album 25 Sheets","Wilko","52.0*26.0*25.0cm",NA,"1",NA,NA,NA,0.93
"SBK","PHO","432620","Wilko Black Scrapbook 25 Sheets","Wilko","22.5*22.5*1.2cm",NA,"1",NA,NA,NA,1
"SBK","PHO","432622","Wilko Address Book A6 Black","Wilko","35.0*17.5*26.0cm",NA,"1",NA,NA,NA,1
