"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","Material","DQ Score"
"342964","Wilko Twin 2 Way Switch Brushed Stainless Steel","Wilko","Light Switches",NA,"1",NA,NA,0.825
"342965","Wilko Single 13amp Switch Socket Stainless Steel","Wilko","Power Sockets",NA,NA,"13AMP",NA,0.825
"342966","Wilko Twin 13Amp Switch Socket Stainless Steel","Wilko","Power Sockets",NA,"1",NA,NA,0.825
"342984","Wilko Single 400W Dimmer Steel","Wilko","Dimmer Switches",NA,"1","400w",NA,0.883333333333333
"342985","Wilko Twin 400W Dimmer Steel","Wilko","Dimmer Switches",NA,"1","400w",NA,0.883333333333333
"342986","Wilko Single 2 Way Switch Chrome","Wilko","Light Switches",NA,"1",NA,NA,0.825
"342987","Wilko Twin 2 Way Switch Chrome","Wilko","Light Switches",NA,"1",NA,NA,0.825
"342988","Wilko Single Switch Socket 13amp Chrome","Wilko","Power Sockets",NA,"1","13AMP",NA,0.883333333333333
"342989","Wilko Twin Switch Socket 13amp Chrome","Wilko","Power Sockets",NA,NA,"13AMP",NA,0.825
"342990","Wilko Single 400W Dimmer Chrome","Wilko","Dimmer Switches",NA,NA,"400w",NA,0.825
"342991","Wilko Twin 400W Dimmer Chrome","Wilko","Dimmer Switches",NA,"1","400w",NA,0.883333333333333
"342992","Wilko Single Switch Black Nickel 2 Way","Wilko","Light Switches",NA,"1",NA,NA,0.825
"342993","Wilko Twin Switch Black Nickel 2 Way","Wilko","Light Switches",NA,"1",NA,NA,0.825
"342994","Wilko Single Switch Socket Black Nickel 13amp","Wilko","Power Sockets",NA,NA,"13AMP",NA,0.825
"342995","Wilko Twin Switch Socket Black Nickel 13amp","Wilko","Power Sockets",NA,"1","13AMP",NA,0.883333333333333
"342996","Wilko Single 400W Dimmer Black Nickel","Wilko","Dimmer Switches",NA,NA,"400w",NA,0.825
"342997","Wilko Twin 400W Dimmer Black Nickel","Wilko","Dimmer Switches",NA,NA,"400w",NA,0.825
"343023","Wilko Foot Switch 2amp","Wilko","Light Switches",NA,NA,"2AMP",NA,0.825
"343066","Wilko Remote Control  Wall Plugs","Wilko","Power Sockets","White","1",NA,NA,0.883333333333333
"344166","Wilko Single Safety Plug Cover","Wilko","Plates, Covers and Screws","White","50",NA,"Plastic",0.941666666666667
"42842","Wilko Blanking Plate Single White","Wilko","Plates, Covers and Screws","White",NA,"Single",NA,0.883333333333333
"42843","Wilko Blanking Plate Twin White","Wilko","Plates, Covers and Screws","White",NA,"Twin",NA,0.883333333333333
"455036","Wilko Tower Basic 10 Socket","Wilko","Extension Tower",NA,"1",NA,"Plastic, Metal",0.883333333333333
"455043","Wilko Surge Adaptor With USB","Wilko","Surge Adaptor",NA,"1",NA,"Plastic, Metal",0.883333333333333
"5313578","Wilko Light Switch Plates 2pk","Wilko","Plates, Covers and Screws",NA,"2",NA,NA,0.825
"5314440","Wilko Socket Box Steel 1gang","Wilko","Socket Boxes",NA,"1","35mm",NA,0.883333333333333
"5317740","Wilko Through Switch 2/6amp","Wilko","Light Switches",NA,"1",NA,NA,0.825
"5318740","Wilko Ceiling Switch Double Pole","Wilko","Pendant Sets and Cords",NA,"1",NA,NA,0.825
"5320040","Wilko Fused Connection Unit 13amp","Wilko","Power Sockets",NA,"1","13AMP",NA,0.883333333333333
"5325040","Wilko Socket Box Steel Light Switch","Wilko","Socket Boxes",NA,"1","7x7cm, 16mm",NA,0.883333333333333
"5325140","Wilko Socket Box Metal 1 Gang 25mm","Wilko","Socket Boxes",NA,"1","7x7cm, 25mm",NA,0.883333333333333
"5325143","Wilko Socket Box Metal 2 Gang 25mm","Wilko","Socket Boxes",NA,"1","7x13cm, 25mm",NA,0.883333333333333
"5329242","Wilko Switch plate screws 30mm","Wilko","Plates, Covers and Screws",NA,"1","30mm",NA,0.883333333333333
"5329245","Wilko Screws Socket Box 50mm","Wilko","Plates, Covers and Screws",NA,"1","50mm",NA,0.883333333333333
"5374340","Wilko Socket Box Steel 2 Gang","Wilko","Socket Boxes",NA,"1","7x13cm, 35mm",NA,0.883333333333333
