"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Material","Washable","Power","Capacity","Model Number","DQ Score"
"KIT","FAB","439765","D-C-Fix Original Deco Self-Adhesive Film Chequerplate 45cm x 1.5m 340-0060","D-C-Fix",".2CM","45.0CM","150.0CM","Sticky Back Plastic","45cm x 1.5m","Metal","1",NA,NA,NA,NA,NA,1
"KIT","FIL","238284","Wilko Filter Jug Capacity 2.4L","Wilko","28.1CM","25.4CM","10.1CM","Water Filter Jugs","2.4L","Clear","1",NA,NA,NA,"2.4L",NA,1
"KIT","FIL","301859","Wilko Aqua Advanced Filter Jug 1.5L","Wilko","27.0CM","27.0CM","11.3CM","Water Filter Jugs","1.5L","Clear","1",NA,NA,NA,"1.5L",NA,1
"KIT","FOO","147840","Thermos Originals Flask Black 0.5L","Thermos","22.7CM","10.0CM","10.0CM","Flasks","500ml","Black","1",NA,NA,NA,NA,NA,1
"KIT","FOO","241904","Wilko Cooling Bottle 2pk","Wilko","8.3CM","9.5CM","4.0CM","Ice Packs","2 Pack","Blue","1",NA,NA,NA,NA,NA,1
"KIT","FOO","250417","Wilko Vacuum Flask Stainless Steel 1L","Wilko","32.1CM","8.4CM","8.4CM","Flasks","1L","Silver","1",NA,NA,NA,NA,NA,1
"KIT","FOO","318434","Wilko 1.2L Stainless Steel Jumbo Flask","Wilko","25.2CM","14.0CM","11.1CM","Flasks","1200ml","Multi","1",NA,NA,NA,NA,NA,1
"KIT","FOO","447945","Wilko Fruit Infuser Bottle Pink 700ml","Wilko","23.0CM","7.5CM","7.5CM","Infuser Drinks Bottle","7.5cm x 7.5cm x 23cm","Pink","1","Plastic",NA,NA,"700ml",NA,1
"KIT","FOO","447946","Wilko Fruit Infuser Bottle Purple 700ml","Wilko","23.0CM","7.5CM","7.5CM","Infuser Drinks Bottle","7.5cm x 7.5cm x 23cm","Purple","1",NA,NA,NA,NA,NA,1
"KIT","FOO","447947","Wilko Fruit Infuser Bottle Blue 700ml","Wilko","23.0CM","7.5CM","7.5CM","Infuser Drinks Bottle","7.5cm x 7.5cm x 23cm","Blue","1","Plastic",NA,NA,"700ml",NA,1
"KIT","FOO","447948","Wilko Fruit Infuser Bottle Green 700ml","Wilko","23.0CM","7.5CM","7.5CM","Infuser Drinks Bottle","7.5cm x 7.5cm x 23cm","Green","1",NA,NA,NA,NA,NA,1
"KIT","FOO","447949","Wilko Fruit Infuser Bottle Black 1000ml","Wilko","27.0CM","8.0CM","10.7CM","Infuser Drinks Bottle","10.7cm x 8cm x 27cm","Black","1",NA,NA,NA,NA,NA,1
"KIT","GAD","444698","Morphy Richards Accents Electronic Salt Pepper Mill Copper 974235","Morphy Richards","23.0CM","18.0CM","6.9CM","Salt and Pepper Sets","5.7 X 5.7 X25 cm","Metal","1",NA,NA,NA,NA,NA,1
"KIT","GAD","221574","Wilko Sealing Clips 10pk","Wilko","17.0CM","12.8CM","1.6CM","Bag Clips","10 Pack","Multi","1",NA,NA,NA,NA,NA,1
"KIT","GAD","222172","Wilko Bag Clips 8pk","Wilko","17.2CM","9.2CM","2.6CM","Bag Clips","8 Pack","Multi","1",NA,NA,NA,NA,NA,1
"KIT","GAD","336140","Wilko Kitchen Tea Strainer Metal 7cm","Wilko","16.4CM","7.0CM","2.5CM","Teastrainer","7cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","GAD","942","Wilko Plastic Egg Cups 4pk","Wilko","19.5CM","13.5CM","4.9CM","Egg Cups","4 Pack","Multi","1",NA,NA,NA,NA,NA,1
"KIT","GLA","447353","6th Avenue Cocktail Drinks Bar Set Stainless Steel","6th Avenue","22.0CM","9.0CM","9.0CM","Cocktail Set","22cm x 9cm x 9cm","Silver","1",NA,NA,"N/A",NA,"55080",1
"KIT","GLA","447440","Viners Cutlery Set 16 Piece + 4 Steak Knives","Viners","28.0CM","6.5CM","24.0CM","Cutlery Sets","20 piece","Silver","20 pieces",NA,NA,NA,NA,NA,1
"KIT","GLA","316142","Wilko Shot Glasses 6pk","Wilko","9.5CM","21.5CM","8.7CM","Shot Glasses","Small","Clear","6pk",NA,"Washable",NA,NA,NA,1
"KIT","GLA","230341","Wilko Functional Wine Glasses 4pk","Wilko Functional",".0CM",".0CM",".0CM","Wine Glasses","4 Pack","Clear","1",NA,"Washable",NA,NA,NA,1
"KIT","GLA","239391","Wilko Functional Hi-ball Glasses 4pk","Wilko Functional","13.6CM","13.5CM","13.5CM","Tumblers","4 Pack","Clear","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","218337","Style Works Stainless Steel Stock Pot","Style Works","16.5CM","31.0CM","25.0CM","Stockpots","24cm","Silver","1",NA,NA,NA,NA,NA,1
"KIT","HOL","328642","Tefal Stir Fry Pan 28cm","Tefal","9.0CM","48.0CM","28.0CM","Frying Pans","28cm","Grey","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","328643","Tefal Casserole Pan","Tefal","15.0CM","40.0CM","26.0CM","Casserole","24cm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","HOL","328813","Tefal Frying Pan 24cm","Tefal","6.0CM","43.0CM","24.0CM","Frying Pans","24cm","Grey","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","328816","Tefal Frying Pan 28cm","Tefal","6.0CM","47.0CM","28.0CM","Frying Pans","28cm","Grey","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","328819","Tefal Saute Pan 26cm","Tefal","15.0CM","46.0CM","26.0CM","Saute Pans","26cm","Grey","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","328909","Tefal Frying Pan 32cm","Tefal","6.0CM","51.0CM","32.0CM","Frying Pans","32cm","Grey","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","221116","Wilko Functional Non Stick Frying Pan 24cm Black","Wilko","43.6CM","24.4CM","8.1CM","Frying Pans","24cm","Grey","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","221117","Wilko Frying Pan Aluminium 28cm Black","Wilko","47.7CM","28.4CM","8.8CM","Frying Pans","28cm","Grey","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","221120","Wilko Frying Pan With Lid Aluminium 28cm Black","Wilko","49.3CM","29.0CM","11.8CM","Frying Pans","28cm","Grey","1",NA,"Do Not Wash",NA,NA,NA,1
"KIT","HOL","230844","Wilko Saucepan Set Stainless Steel 5pcs","Wilko","17.3CM","52.3CM","28.8CM","Saucepan Sets","5 Piece","Silver","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","260991","Wilko Kitchen Saucepan With Lid Stainless Steel 16cm","Wilko","10.0CM","33.5CM","17.5CM","Saucepans","16cm","Silver","1",NA,"Do Not Wash",NA,NA,NA,1
"KIT","HOL","260996","Wilko Saucepan Stainless Steel 18cm","Wilko","35.0CM","19.5CM","10.3CM","Saucepans","18cm","Silver","1",NA,"Do Not Wash",NA,NA,NA,1
"KIT","HOL","260997","Wilko Kitchen Saucepan With Glass Lid Stainless Steel 20cm","Wilko","14.5CM","43.0CM","21.5CM","Saucepans","20cm","Silver","1",NA,"Do Not Wash",NA,NA,NA,1
"KIT","HOL","279279","Wilko Griddle Pan Aluminium 28cm","Wilko","47.9CM","28.7CM","8.3CM","Griddle Pans","28cm","Black","1",NA,"Washable",NA,NA,NA,1
"KIT","HOL","318402","Wilko Long Handled Wok Black 35cm","Wilko","55.8CM","34.5CM","17.0CM","Woks","35cm","Black","1",NA,NA,NA,NA,NA,1
"KIT","HOL","322498","Wilko Stock Pot 12L","Wilko","30.0CM","30.0CM","38.0CM","Stockpots","12L","Pink","1",NA,NA,NA,NA,NA,1
"KIT","HOL","328644","Wilko Die Cast Frying Pan Aluminium 28cm","Wilko","50.0CM","28.0CM","7.0CM","Frying Pans","28cm","Grey","1",NA,"Do Not Wash",NA,NA,NA,1
"KIT","HOL","328822","Wilko Die Cast Casserole Square Aluminium 20cm","Wilko","14.0CM","26.0CM","21.5CM","Casserole","20cm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","HOL","328823","Wilko Die Cast Casserole Square Aluminium 28cm","Wilko","18.0CM","37.0CM","29.0CM","Casserole","28cm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","HOL","328825","Wilko Die Cast Wok Aluminium 32cm","Wilko","15.0CM","41.0CM","34.0CM","Woks","32cm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","HOL","328910","Wilko Die Cast Casserole Square Aluminium 24cm","Wilko","17.0CM","32.0CM","25.0CM","Casserole","24cm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","HOL","453015","Wilko Stand Mixer Copper Effect 4.5L","Wilko","34.9CM","42.0CM","26.8CM","Mixers","26.8 x 42 x 34.9cm","Metal","1",NA,NA,NA,NA,NA,1
"KIT","HOL","142516","Wilko Functional Wok Black 24cm","Wilko Functional","43.0CM","24.7CM","8.0CM","Woks","24cm","Black","1",NA,NA,NA,NA,NA,1
"KIT","HOM","453139","John Bull Country Cider Home Brewing Kit","John Bull","21.5CM","10.5CM","10.5CM","Cider Kits","40 pint",NA,"1",NA,NA,NA,"23L",NA,1
"KIT","HOM","253121","Wilko Beer Finings 30ml","Wilko","9.9CM","8.2CM","3.3CM","Beer Finnings","30ml",NA,"1",NA,NA,NA,"23L, 5Gallons",NA,1
"KIT","HOM","253122","Wilko Wine Finings A and B 65g","Wilko","11.0CM","16.7CM","1.1CM","Wine Finings","65g",NA,"1",NA,NA,NA,"23L, 5Gallons",NA,1
"KIT","HOM","318707","Wilko Swing Top Bottles 500ml Tray of 6","Wilko","27.5CM","15.1CM","23.8CM","Bottles","500ml",NA,"6pk",NA,NA,NA,"6x500ml",NA,1
"KIT","HOM","60004","Wilko Gervin Universal Wine Yeast","Wilko","8.0CM","6.2CM",".6CM","Yeast","5g",NA,"1",NA,NA,NA,"4.54L",NA,1
"KIT","HOM","443333","Woodfordes Wherry Real Ale Starter KitMakes 40 Pints","Woodfordes","57.0CM","41.0CM","41.0CM","Bitter Making Starter Kits","40 pint",NA,"1",NA,NA,NA,"40 pint",NA,1
"KIT","MSP","188878","Wilko Storage Unit 4 Drawer Assorted","Wilko","84.0CM","39.0CM","38.0CM","Storage Drawers","4 Drawer","Multi","1","Plastic",NA,NA,NA,NA,1
"KIT","MSP","188879","Wilko Storage Unit 3 Drawer Assorted","Wilko","65.0CM","39.0CM","39.0CM","Storage Drawers","39x39x59cm","Multi","1","Plastic",NA,NA,NA,NA,1
"KIT","MSP","196939","Wilko Storage Unit 3 Drawer Odyssey","Wilko","65.5CM","59.0CM","38.5CM","Storage Drawers","3 Drawer","Black","1","Plastic",NA,NA,NA,NA,1
"KIT","MSP","82073","Wilko Fold Flat Box 32L","Wilko","35.3CM","48.0CM","4.4CM","Baskets","47.5x35x23.6cm","Multi","1","Plastic",NA,NA,NA,NA,1
"KIT","MUG","445596","Wilko Mug Beauty is Everywhere","Wilko","9.0CM","9.0CM","12.5CM","Mugs","12 x 8 x 9cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450525","Wilko Mug Striped Blue","Wilko","10.0CM","9.0CM","12.5CM","Mugs","12.5 x 8.5 x 10cm","Blue","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450526","Wilko Mug Spotty Pink 14oz","Wilko","9.5CM","10.0CM","10.0CM","Mugs","10 x 10 x 9.5cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450527","Wilko Mug Spotty Grey 14oz","Wilko","9.5CM","10.0CM","10.0CM","Mugs","10 x 10 x 9.5cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450528","Wilko Mug Ducks","Wilko","8.7CM","8.5CM","12.0CM","Mugs","11.5 x 8.5 x 8cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450529","Wilko Mug Chickens","Wilko","8.7CM","8.5CM","12.0CM","Mugs","11.5 x 8.5 x 8cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450530","Wilko Mug Wild Floral Design 12oz","Wilko","8.0CM","8.5CM","8.5CM","Mugs","8.5 x 8.5 x 8cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450531","Wilko Mug Floral Design 12oz","Wilko","8.0CM","8.5CM","8.5CM","Mugs","8.5 x 8.5 x 8cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450533","Wilko Mug Large Butetrfly Design","Wilko","7.5CM","11.5CM","14.0CM","Mugs","14 x 11.5 x 7cm","Purple","1",NA,NA,NA,NA,NA,1
"KIT","MUG","450534","Wilko Mug Wildlife Design","Wilko","9.0CM","9.0CM","12.0CM","Mugs","12 x 9 x 9cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","OTT","300656","Pyrex Classic Dish 27 x 17cm 1.4Litre","Pyrex","16.9CM","26.6CM","5.8CM","Roaster","27x17cm","Clear","1",NA,NA,NA,NA,NA,1
"KIT","OTT","952540","Pyrex Basin Clear 1L","Pyrex","10.0CM","17.0CM","17.0CM","Bowls","1L","Clear","1",NA,NA,NA,NA,NA,1
"KIT","OTT","956340","Pyrex Jug 0.5L","Pyrex","12.0CM","12.0CM","16.0CM","Jugs","500ml","Clear","1",NA,NA,NA,NA,NA,1
"KIT","OTT","165854","Wilko Rectangular Glass Roaster 33cm","Wilko","19.2CM","33.4CM","5.3CM","Roaster","33cm","Clear","1",NA,NA,NA,NA,NA,1
"KIT","OTT","165855","Wilko Rectangular Glass Roaster 33cm","Wilko","19.2CM","33.5CM","7.1CM","Roaster","33cm","Clear","1",NA,NA,NA,NA,NA,1
"KIT","OTT","228763","Wilko Square Roaster Dish White 24cm","Wilko","24.4CM","23.8CM","6.4CM","Roaster","24cm","White","1",NA,NA,NA,NA,NA,1
"KIT","OTT","228794","Wilko Ramekins White 4pk","Wilko","5.7CM","9.0CM","5.6CM","Ramekin","Small","White","4pk",NA,NA,NA,NA,NA,1
"KIT","OTT","242808","Wilko Glass Casserole Set 3pcs","Wilko","17.5CM","23.7CM","23.8CM","Casserole","Assorted","Clear","3pcs",NA,NA,NA,NA,NA,1
"KIT","OTT","316157","Wilko Flan Dish 26cm","Wilko","4.6CM","26.0CM","26.0CM","Flan Dish","26cm","Clear","1",NA,NA,NA,NA,NA,1
"KIT","OTT","316158","Wilko Glass Pie Dish","Wilko","20.1CM","24.8CM","5.7CM","Pie Dish","25cm","Clear","1",NA,NA,NA,NA,NA,1
"KIT","OTT","328665","Wilko Roaster White Small","Wilko","5.5CM","16.5CM","16.5CM","Roaster","Small","White","1",NA,NA,NA,NA,NA,1
"KIT","OTT","328666","Wilko Roaster White Large","Wilko","7.5CM","32.5CM","22.0CM","Roaster","Large","White","1",NA,NA,NA,NA,NA,1
"KIT","OTT","453017","Wilko Rectangular Roaster Grey and White 45cm","Wilko","5.5CM","27.0CM","14.5CM","Roaster","17.5in","Multi","1",NA,NA,NA,NA,NA,1
"KIT","OTT","453018","Wilko Rectangular Roaster Grey and White 28cm","Wilko","8.0CM","44.0CM","25.0CM","Roaster","10.5in","Multi","1",NA,NA,NA,NA,NA,1
"KIT","PLA","290350","Wilko Pedal Bin Red 30L","Wilko","70.5CM","33.0CM","33.0CM","Pedal Bins","30L","Red","1",NA,NA,NA,"30L",NA,1
"KIT","PLA","317173","Wilko Platinum Dish Drainer","Wilko","11.8CM","39.6CM","47.8CM","Dish Drainers","48x40x12cm","Metal","1",NA,NA,NA,NA,NA,1
"KIT","PLA","317180","Wilko Washing Up Bowl Square Platinum","Wilko","13.6CM","34.0CM","34.0CM","Bowls","34cm x 34cm","Metal","1",NA,NA,NA,NA,NA,1
"KIT","PLA","317194","Wilko Colourplay Bowl Red","Wilko","13.5CM","34.0CM","3400.0CM","Bowls","9.5L","Red","1",NA,NA,NA,NA,NA,1
"KIT","PLA","317195","Wilko Colourplay Dish Drainer Red","Wilko","11.9CM","39.4CM","47.9CM","Dish Drainers","48x40x12cm","Red","1",NA,NA,NA,NA,NA,1
"KIT","PLA","328904","Wilko Colourplay Cutlery Tray Purple","Wilko","33.0CM","26.0CM","4.0CM","Cutlery Trays","Small","Purple","1",NA,NA,NA,NA,NA,1
"KIT","PLA","351525","Wilko Gloss Square Washing Up Bowl Black","Wilko","13.3CM","34.2CM","34.2CM","Bowls","Square","Black","1",NA,NA,NA,NA,NA,1
"KIT","PLA","351526","Wilko Gloss Four Compartment Sink Tidy Black","Wilko","13.0CM","18.0CM","13.5CM","Cutlery Drainers","4 Compartment","Black","1",NA,NA,NA,NA,NA,1
"KIT","PLA","433590","Wilko Rectangular Touch Top Bin Red 45L","Wilko","65.0CM","48.0CM","33.0CM","Push Bins ","33x48x65cm","Red","1",NA,NA,NA,"40L",NA,1
"KIT","PLA","434877","Wilko Rectangular Touch Top Bin Purple 45L","Wilko","65.0CM","48.0CM","33.0CM","Push Bins","33x48x65cm","Purple","1",NA,NA,NA,"40L",NA,1
"KIT","PLA","449347","Wilko Colour Play Cutlery Drainer Blue","Wilko","12.5CM","16.0CM","16.5CM","Cutlery Drainers",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","PLA","450063","Wilko Pedal Bin Copper Effect 30L","Wilko","66.0CM","30.5CM","31.5CM","Pedal Bins","30L","Metal","1",NA,NA,NA,NA,NA,1
"KIT","PLA","450064","Wilko Pedal Bin Copper  Effect 12L","Wilko","40.0CM","26.0CM","27.5CM","Pedal Bins","27.5cm x 26cm x 40cm","Metal","1",NA,NA,NA,NA,NA,1
"KIT","STO","202200","Wilko Handy Baskets Large Assorted 37cm 2pk","Wilko","15.0CM","37.0CM","26.0CM","Baskets","Large 37cm","Multi","2pk","Polypropylene",NA,NA,NA,NA,1
"KIT","STO","202201","Wilko Handy Baskets Medium Assorted 3pk","Wilko","11.0CM","30.0CM","20.0CM","Baskets","Medium 30cm","Multi","3pk","Polypropylene",NA,NA,NA,NA,1
"KIT","STO","202202","Wilko Handy Baskets Small Assorted 5pk","Wilko","7.0CM","25.0CM","17.0CM","Baskets","Small 25cm","Multi","5pk","Polypropylene",NA,NA,NA,NA,1
"KIT","STO","222518","Wilko Stacking Baskets Silver 3pk","Wilko","17.2CM","21.3CM","25.4CM","Baskets","3 Pack","Silver","1","Plastic",NA,NA,NA,NA,1
"KIT","TAB","319586","Wilko Colourplay Placemat Red 30 x 40cm","Wilko","31.0CM","7.1CM","1.3CM","Placemats",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","TAB","319591","Wilko Colourplay Table Runner Cream30 x 180cm","Wilko","31.3CM","5.8CM","5.8CM","Table Runners","130x180cm","Cream","1",NA,NA,NA,NA,NA,1
"KIT","TAB","319592","Wilko Colourplay Table RunnerRed 30 x 180cm","Wilko","30.7CM","6.0CM","6.0CM","Table Runners",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","TAB","319661","Wilko Faux Leather Coasters Black and Purple4pk","Wilko","2.0CM","10.1CM","10.1CM","Coasters","10x10cm","Black","4pk",NA,NA,NA,NA,NA,1
"KIT","TAB","319662","Wilko Faux Leather PlacematsBlack and Purple 4pk","Wilko","25.3CM","25.2CM","2.7CM","Placemats","4 Pack","Black","1",NA,NA,NA,NA,NA,1
"KIT","TAB","319668","Wilko Faux Leather Coasters Chocolate And Cream4pk","Wilko","10.2CM","10.2CM","2.7CM","Coasters","4 Pack","Brown","1",NA,NA,NA,NA,NA,1
"KIT","TAB","319669","Wilko Faux Leather Placemats Chocolate and Cream4pk","Wilko","25.2CM","25.3CM","2.6CM","Placemats","4 Pack","Brown","1",NA,NA,NA,NA,NA,1
"KIT","TAB","346117","Wilko Table Protector 107 x 150cm","Wilko","4.5CM","27.0CM","36.5CM","Table Cloths","107x150cm","Cream","1",NA,NA,NA,NA,NA,1
"KIT","TAB","427858","Wilko Placemats Cream 4pk","Wilko","1.5CM","27.0CM","40.0CM","Placemats","27x39cm","Cream","4",NA,NA,NA,NA,NA,1
"KIT","TAB","447450","Wilko Cork Placemat","Wilko",".3CM","32.0CM","42.0CM","Placemats",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","TAB","447451","Wilko Teslin Placemat Red 40cm x 30cm","Wilko",".1CM","30.0CM","40.0CM","Placemats",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","TAB","447452","Wilko Teslin Placemat Black 40cm x 30cm","Wilko",".1CM","30.0CM","40.0CM","Placemats","40cm x 30xm","Black","1",NA,NA,NA,NA,NA,1
"KIT","TAB","447453","Wilko Teslin Placemat Cream 40cm x 30cm","Wilko",".1CM","30.0CM","40.0CM","Placemats","40xm x 30cm","Cream","1",NA,NA,NA,NA,NA,1
"KIT","TAB","447454","Wilko Teslin Placemat Grey 40cm x 30cm","Wilko",".1CM","30.0CM","40.0CM","Placemats","40cm x 30xm","Grey","1",NA,NA,NA,NA,NA,1
"KIT","TAB","447458","Wilko Lap Tray Pebble Design","Wilko","4.0CM","33.0CM","44.0CM","Trays","33.5cm x 44cm","Cream","1",NA,NA,NA,NA,NA,1
"KIT","TAB","447459","Wilko Coasters Hen Design 4 Pack","Wilko","2.0CM","10.0CM","10.0CM","Coasters","10cm x 10cm","Multi","4",NA,NA,NA,NA,NA,1
"KIT","TAB","447460","Wilko Placemats Hen Design 4 Pack","Wilko","2.0CM","22.0CM","29.5CM","Placemats","29cm x 21.5cm","Multi","4",NA,NA,NA,NA,NA,1
"KIT","TAB","447461","Wilko Lap Tray Hen Design","Wilko","4.0CM","33.0CM","43.5CM","Trays","33.5cm x 44cm","Multi","1",NA,NA,NA,NA,NA,1
"KIT","TAB","447463","Wilko Teslin Placemat Beige 40cm x 30cm","Wilko",".1CM","30.0CM","40.0CM","Placemats","40xm x 30cm","Brown","1",NA,NA,NA,NA,NA,1
"KIT","TEX","317724","Wilko Tea Towels Red White Black 3pk","Wilko","38.3CM","17.1CM","2.6CM","Tea Towels","3 Pack","Multi","1",NA,NA,NA,NA,NA,1
"KIT","TEX","317730","Wilko Colourplay Oven Glove Black","Wilko","32.3CM","19.0CM","3.9CM","Oven Gloves","90 cm x 18 cm","Black","1",NA,NA,NA,NA,NA,1
"KIT","TEX","319062","Wilko Tea Towels Black and White5pk","Wilko","17.8CM","23.2CM","9.5CM","Tea Towels","5 Pack","Black","1",NA,NA,NA,NA,NA,1
"KIT","TEX","319063","Wilko Tea Towels Green and White5pk","Wilko","17.6CM","24.0CM","9.4CM","Tea Towels","5 Pack","Green","1",NA,NA,NA,NA,NA,1
"KIT","TEX","319200","Wilko Glass Cloths Black and White2pk","Wilko","17.1CM","32.7CM","1.7CM","Tea Towels","2 Pack","Black","1",NA,NA,NA,NA,NA,1
"KIT","TEX","319327","Wilko Tea Towels Red and White5pk","Wilko","20.7CM","15.5CM","11.0CM","Tea Towels","5 Pack","Red","1",NA,NA,NA,NA,NA,1
"KIT","TEX","427276","Wilko Tea Towels White and Natural2pk","Wilko","40.0CM","16.0CM","1.0CM","Tea Towels","2 pk","Multi","2",NA,NA,NA,NA,NA,1
"KIT","TEX","445598","Wilko Apron Oriental Blossom","Wilko",".1CM","61.0CM","84.0CM","Aprons",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","TEX","445599","Wilko Oven Glove Double Oriental Blossom","Wilko","1.5CM","17.0CM","90.0CM","Oven Gloves",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","TEX","445600","Wilko Oven Glove Single Mitt Oriental Blossom","Wilko","1.0CM","15.0CM","34.0CM","Oven Gloves",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","TEX","445601","Wilko Tea Towel Oriental Blossom 3 Pack","Wilko",".1CM","45.0CM","65.0CM","Tea Towels",NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","TEX","445602","Wilko Apron Blue Check","Wilko",".1CM","61.0CM","84.0CM","Aprons","61x84","Multi","1",NA,NA,NA,NA,NA,1
"KIT","TEX","445603","Wilko Oven Glove Double Blue Check","Wilko","1.5CM","17.0CM","90.0CM","Oven Gloves","17x90","Multi","1",NA,NA,NA,NA,NA,1
"KIT","TEX","445604","Wilko Oven Glove Single Mitt Blue Check","Wilko","1.0CM","15.0CM","34.0CM","Oven Gloves","15x34","Multi","1",NA,NA,NA,NA,NA,1
"KIT","TEX","445605","Wilko Tea Towel Blue Check 3 Pack","Wilko",".1CM","45.0CM","65.0CM","Tea Towels",NA,NA,NA,NA,NA,NA,NA,NA,1
