"PSA_1","PSA_2","Article","Web Description","Brand","Type","Coverage","Colour","Pack Qty","Size","DQ Score"
"PAI","EMU","412889","Wilko Matt Emulsion PaintOlive 2.5L","Wilko","Matt Paint","approx 35 sq. metres","Green",NA,"2.5L",0.941666666666667
"PAI","EMU","412890","Wilko Emulsion Paint Tester Pot Olive 75ml","Wilko","Paint Tester Pot","approx 30 sq. cm","Green",NA,"75ml",0.941666666666667
"PAI","EMU","428685","Wilko Durable Matt Emulsion PaintSummer Blue 2.5L","Wilko","Durable Matt Paint","approx 35 sq. metres","Blue",NA,"2.5L",0.941666666666667
"PAI","EMU","428686","Wilko Durable Matt Emulsion PaintGrey Skies 2.5L","Wilko","Durable Matt Paint","approx 35 sq. metres","Grey",NA,"2.5L",0.941666666666667
"PAI","EMU","428688","Wilko Durable Matt Emulsion PaintPure Grey 2.5L","Wilko","Durable Matt Paint","approx 35 sq. metres","Grey",NA,"2.5L",0.941666666666667
"PAI","EMU","428690","Wilko Kitchen Matt Emulsion PaintOrpington Duck Egg 2.5L","Wilko","Kitchen Paint","approx 30 sq. metres","Blue",NA,"2.5L",0.941666666666667
"PAI","EMU","428691","Wilko Kitchen Matt Emulsion PaintStorm Cloud 2.5L","Wilko","Kitchen Paint","approx 30 sq. metres","Grey",NA,"2.5L",0.941666666666667
"PAI","EMU","428715","Wilko Bathroom Mid Sheen Emulsion PaintStorm Cloud 2.5L","Wilko","Bathroom Paint","approx 30 sq. metres","Grey",NA,"2.5L",0.941666666666667
"PAI","EMU","428716","Wilko Bathroom Mid Sheen Emulsion PaintCool Water 2.5L","Wilko","Bathroom Paint","approx 30 sq. metres","Blue",NA,"2.5L",0.941666666666667
"PAI","EMU","81222","Wilko Emulsion Paint Tester Pot Pale Primrose 75ml","Wilko","Paint Tester Pot","30cm²","Yellow",NA,"75ml",0.941666666666667
"PAI","EMU","81233","Wilko Emulsion Paint Tester Pot Magnolia 75ml","Wilko","Paint Tester Pot","30cm²","Cream",NA,"75ml",0.941666666666667
"PAI","EMU","81235","Wilko Emulsion Paint Tester Pot Pastel Green 75ml","Wilko","Paint Tester Pot","30cm²","Green",NA,"75ml",0.941666666666667
"PAI","EMU","341852","Wilko Flat Matt Emulsion Paint Tester Pot Lace125ml","Wilko Best","Flat Matt Paint",NA,"Cream",NA,"125ml",0.833333333333333
"PAI","EMU","341853","Wilko Flat Matt Emulsion Paint Tester Pot Clover125ml","Wilko Best","Flat Matt Paint",NA,"Green",NA,"125ml",0.833333333333333
"PAI","EMU","341857","Wilko Flat Matt Emulsion Paint Tester PotMuted Heather 125ml","Wilko Best","Flat Matt Paint",NA,"Green",NA,"125ml",0.833333333333333
"PAI","EMU","341859","Wilko Flat Matt Emulsion Paint Tester Pot SilverBirch 125ml","Wilko Best","Flat Matt Paint",NA,"Wood",NA,"125ml",0.833333333333333
"PAI","EMU","341860","Wilko Flat Matt Emulsion Paint Tester PotCharcoal 125ml","Wilko Best","Flat Matt Paint",NA,"Black",NA,"125ml",0.833333333333333
"PAI","EMU","341861","Wilko Flat Matt Emulsion Paint Tester PotElegant Rose 125ml","Wilko Best","Flat Matt Paint",NA,"Pink",NA,"125ml",0.833333333333333
"PAI","EMU","341863","Wilko Flat Matt Emulsion Paint Tester PotEnglish Folly 125ml","Wilko Best","Flat Matt Paint",NA,"Green",NA,"125ml",0.833333333333333
"PAI","EMU","341949","Wilko Flat Matt Emulsion Paint Tester PotPearl White 125ml","Wilko Best","Flat Matt Paint",NA,"White",NA,"125ml",0.833333333333333
"PAI","EMU","341950","Wilko Flat Matt Emulsion Paint Tester PotFountain 125ml","Wilko Best","Flat Matt Paint",NA,"Grey","1","125ml",0.891666666666667
"PAI","EMU","341953","Wilko Flat Matt Emulsion PaintClover 2.5L","Wilko Best","Flat Matt Paint",NA,"Green","1","2.5L",0.891666666666667
"PAI","EMU","341968","Wilko Flat Matt Emulsion PaintElegant Rose 2.5L","Wilko Best","Flat Matt Paint",NA,"Pink","1","2.5L",0.891666666666667
"PAI","EMU","341970","Wilko Flat Matt Emulsion PaintMuted Heather 2.5L","Wilko Best","Flat Matt Paint",NA,"Green","1","2.5L",0.891666666666667
"PAI","EMU","341972","Wilko Flat Matt Emulsion PaintSilver Birch 2.5L","Wilko Best","Flat Matt Paint",NA,"Wood","1","2.5L",0.891666666666667
"PAI","EMU","341973","Wilko Flat Matt Emulsion PaintCharcoal 2.5L","Wilko Best","Flat Matt Paint",NA,"Black","1","2.5L",0.891666666666667
"PAI","EMU","341980","Wilko Flat Matt Emulsion PaintEnglish Folly 2.5L","Wilko Best","Flat Matt Paint",NA,"Green","1","2.5L",0.891666666666667
"PAI","EMU","341984","Wilko Flat Matt Emulsion PaintPearl White 2.5L","Wilko Best","Flat Matt Paint",NA,"White","1","2.5L",0.891666666666667
"PAI","EMU","341985","Wilko Flat Matt Emulsion PaintFountain 2.5L","Wilko Best","Flat Matt Paint",NA,"Grey","1","2.5L",0.891666666666667
"PAI","EMU","104336","Wilko Functional Matt Emulsion PaintMagnolia 5L","Wilko Functional","Matt Paint","60m²","Cream",NA,"5L",0.941666666666667
"PAI","EMU","104344","Wilko Functional Silk Emulsion PaintMagnolia 5L","Wilko Functional","Silk Paint",NA,"Cream",NA,"5L",0.883333333333333
"PAI","EXT","346530","Dulux Weathershield Exterior Satin PaintPure Brilliant White 750ml","Dulux","Exterior Satin Paint",NA,"White",NA,"750ml",0.883333333333333
"PAI","EXT","341866","Hammerite Direct to Rust Metal Paint HammeredDark Green 750ml","Hammerite","Metal Paint",NA,"Green","1","750ml",0.941666666666667
"PAI","EXT","341914","Hammerite Direct to Rust Metal Paint SmoothBlue 250ml","Hammerite","Metal Paint",NA,"Blue","1","250ml",0.941666666666667
"PAI","EXT","428318","Sandtex UPVC CleanerClear 500ml","Sandtex","UPVC Cleaner","PVCu",NA,"1","500ml",0.9
"PAI","EXT","428319","Sandtex UPVC RestorerClear 500ml","Sandtex","UPVC Restorer","PVCu",NA,"1","500ml",0.9
"PAI","EXT","10842","Wilko Exterior Gloss PaintEvergreen 750ml","Wilko","Exterior Gloss Paint","11m²","Green",NA,"750ml",0.941666666666667
"PAI","EXT","10847","Wilko Exterior Gloss PaintBlack 750ml","Wilko","Exterior Gloss Paint",NA,"Black",NA,"750ml",0.883333333333333
"PAI","EXT","10848","Wilko Exterior Gloss PaintPure Brilliant White 2.5L","Wilko","Exterior Gloss Paint",NA,"White",NA,"2.5L",0.883333333333333
"PAI","EXT","189005","Wilko Matt Brick and Tile PaintRed 500ml","Wilko","Brick and Tile Paint","7m²","Red",NA,"500ml",0.941666666666667
"PAI","EXT","189096","Wilko Step and Tile Gloss PaintRed 500ml","Wilko","Step and Tile Paint","7m²","Red",NA,"500ml",0.941666666666667
"PAI","EXT","19872","Wilko Exterior UndercoatPure Brilliant White 2.5L","Wilko","Exterior Undercoat Paint",NA,"White",NA,"2.5L",0.883333333333333
"PAI","EXT","220352","Wilko Exterior Gloss PaintDeep Red 750ml","Wilko","Exterior Gloss Paint","11m²","Red",NA,"750ml",0.941666666666667
"PAI","EXT","220353","Wilko Exterior Gloss Paint Oxford Blue 750ml","Wilko","Exterior Gloss Paint","11m²","Blue",NA,"750ml",0.941666666666667
"PAI","EXT","2312140","Wilko Stabilising Solution ResinClear 5L","Wilko","Stabilising Solution",NA,"Clear","1","5L",0.941666666666667
"PAI","EXT","342037","Wilko Exterior Gloss PaintCambridge Blue 750ml","Wilko","Exterior Gloss Paint",NA,"Blue",NA,"750ml",0.883333333333333
"PAI","EXT","342038","Wilko Exterior Quick Dry Satin PaintPure Brilliant White 750ml","Wilko","Exterior Satin Paint","9sq m","White",NA,"750ml",0.941666666666667
"PAI","EXT","342039","Wilko Exterior Quick Dry Satin PaintBlack 750ml","Wilko","Exterior Satin Paint",NA,"Black",NA,"750ml",0.883333333333333
"PAI","EXT","342040","Wilko Exterior Quick Dry Satin PaintMagnolia 750ml","Wilko","Exterior Satin Paint",NA,"Cream",NA,"750ml",0.883333333333333
"PAI","EXT","342041","Wilko Exterior Quick Dry Satin PaintLimestone 750ml","Wilko","Exterior Satin Paint",NA,"Grey",NA,"750ml",0.883333333333333
"PAI","EXT","342042","Wilko Exterior Quick Dry Satin PaintCountry Garden 750ml","Wilko","Exterior Satin Paint",NA,"Green",NA,"750ml",0.883333333333333
"PAI","EXT","342043","Wilko Exterior Quick Dry Satin PaintSummer Rain 750ml","Wilko","Exterior Satin Paint",NA,"Blue",NA,"750ml",0.883333333333333
"PAI","EXT","342045","Wilko Exterior Quick Dry Primer UndercoatPure Brilliant White 750ml","Wilko","Exterior Undercoat Paint","10sq m","White",NA,"750ml",0.941666666666667
"PAI","EXT","342047","Wilko Exterior Quick Dry Primer UndercoatPure Brilliant White 2.5L","Wilko","Exterior Undercoat Paint","33sq m","White",NA,"2.5L",0.941666666666667
"PAI","EXT","342048","Wilko 15 Year Smooth Masonry PaintPure Brilliant White 2.5L","Wilko","Smooth Masonry Paint",NA,"White",NA,"2.5L",0.883333333333333
"PAI","EXT","342049","Wilko 15 Year Smooth Masonry PaintBlack 2.5L","Wilko","Smooth Masonry Paint",NA,"Black",NA,"2.5L",0.883333333333333
"PAI","EXT","342050","Wilko 15 Year Smooth Masonry PaintCrushed Almond 5L","Wilko","Smooth Masonry Paint",NA,"Cream",NA,"5L",0.883333333333333
"PAI","EXT","342053","Wilko 15 Year Smooth Masonry PaintAbbey Grey 5L","Wilko","Smooth Masonry Paint",NA,"Grey",NA,"5L",0.883333333333333
"PAI","EXT","342054","Wilko 15 Year Smooth Masonry PaintEnglish Garden 5L","Wilko","Smooth Masonry Paint",NA,"Green",NA,"5L",0.883333333333333
"PAI","EXT","342055","Wilko 15 Year Smooth Masonry PaintBrick Red 2.5L","Wilko","Smooth Masonry Paint",NA,"Red",NA,"2.5L",0.883333333333333
"PAI","EXT","342056","Wilko 15 Year Smooth Masonry PaintCream 2.5L","Wilko","Smooth Masonry Paint",NA,"Cream",NA,"2.5L",0.883333333333333
"PAI","EXT","342057","Wilko 15 Year Smooth Masonry PaintMagnolia 2.5L","Wilko","Smooth Masonry Paint",NA,"Cream","1","2.5L",0.941666666666667
"PAI","EXT","342058","Wilko 15 Year Smooth Masonry PaintPure Brilliant White 5L","Wilko","Smooth Masonry Paint",NA,"White",NA,"5L",0.883333333333333
"PAI","EXT","342131","Wilko 15 Year Smooth Masonry PaintBrick Red 5L","Wilko","Smooth Masonry Paint",NA,"Red",NA,"5L",0.883333333333333
"PAI","EXT","342132","Wilko 15 Year Smooth Masonry PaintCountry Cream 5L","Wilko","Smooth Masonry Paint",NA,"Cream",NA,"5L",0.883333333333333
"PAI","EXT","342133","Wilko 15 Year Smooth Masonry PaintMagnolia 5L","Wilko","Smooth Masonry Paint",NA,"Cream",NA,"5L",0.883333333333333
"PAI","EXT","342135","Wilko 15 Year Textured Masonry PaintPure Brilliant White 2.5L","Wilko","Textured Masonry Paint",NA,"White","1","2.5L",0.941666666666667
"PAI","EXT","342136","Wilko 15 Year Textured Masonry PaintPure Brilliant White 5L","Wilko","Textured Masonry Paint",NA,"White",NA,"5L",0.883333333333333
"PAI","EXT","342146","Wilko 15 Year Textured Masonry PaintBrick Red 5L","Wilko","Textured Masonry Paint",NA,"Red",NA,"5L",0.883333333333333
"PAI","EXT","342147","Wilko 15 Year Textured Masonry PaintCream 5L","Wilko","Textured Masonry Paint",NA,"Cream",NA,"5L",0.883333333333333
"PAI","EXT","342148","Wilko 15 Year Textured Masonry PaintMagnolia 5L","Wilko","Textured Masonry Paint",NA,"Cream","1","5L",0.941666666666667
"PAI","EXT","344858","Wilko Exterior Gloss PaintBlack 2.5L","Wilko","Exterior Gloss Paint",NA,"Black",NA,"2.5L",0.883333333333333
"PAI","EXT","344868","Wilko Exterior UndercoatDark Grey 2.5L","Wilko","Exterior Undercoat Paint",NA,"Grey",NA,"2.5L",0.883333333333333
"PAI","EXT","84087","Wilko Exterior Gloss PaintPure Brilliant White 750ml","Wilko","Exterior Gloss Paint","11m²","White",NA,"750ml",0.941666666666667
"PAI","EXT","84088","Wilko Exterior UndercoatPure Brilliant White 750ml","Wilko","Exterior Undercoat Paint","9m²","White",NA,"750ml",0.941666666666667
"PAI","GLO","434219","Crown Quick Dry UndercoatWhite 750ml","Crown","Undercoat Paint",NA,"White","1","750ml",0.941666666666667
"PAI","ICI","148618","Dulux Silk Emulsion PaintJade White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","166435","Dulux Silk Emulsion PaintBlue Babe 2.5L","Dulux","Silk Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"PAI","ICI","166442","Dulux Silk Emulsion PaintLemon Tropics 2.5L","Dulux","Silk Paint","32m²","Yellow",NA,"2.5L",0.941666666666667
"PAI","ICI","166461","Dulux Silk Emulsion PaintNatural Hessian 2.5L","Dulux","Silk Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"PAI","ICI","166468","Dulux Silk Emulsion PaintNatural Wicker 2.5L","Dulux","Silk Paint","32m²","Wood",NA,"2.5L",0.941666666666667
"PAI","ICI","166471","Dulux Matt Emulsion PaintBlue Babe 2.5L","Dulux","Matt Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"PAI","ICI","166492","Dulux Matt Emulsion PaintCalico 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","166493","Dulux Matt Emulsion PaintNatural Hessian 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"PAI","ICI","166508","Dulux Matt Emulsion PaintWicker 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"PAI","ICI","166523","Dulux Natural Hints Matt Emulsion PaintJasmine White 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","166526","Dulux Natural Hints Matt Emulsion PaintBlossom White 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","166530","Dulux Natural Hints Matt Emulsion PaintViolet White 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","186687","Dulux Matt Emulsion Paint Tester PotAlmond White 50ml","Dulux","Paint Tester Pot",NA,"White","1","50ml",0.941666666666667
"PAI","ICI","186688","Dulux Matt Emulsion Paint Tester PotApple White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","186701","Dulux Matt Emulsion Paint Tester PotBlossom White 50ml","Dulux","Paint Tester Pot",NA,"White","1","50ml",0.941666666666667
"PAI","ICI","186704","Dulux Matt Emulsion Paint Tester PotBlue Babe 50ml","Dulux","Paint Tester Pot",NA,"Blue",NA,"50ml",0.883333333333333
"PAI","ICI","186717","Dulux Matt Emulsion Paint Tester PotButtermilk 50ml","Dulux","Paint Tester Pot",NA,"Cream","1","50ml",0.941666666666667
"PAI","ICI","186720","Dulux Matt Emulsion Paint Tester PotCornflower White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","186725","Dulux Matt Emulsion Paint Tester PotIvory 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","186726","Dulux Matt Emulsion Paint Tester PotJade White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","186727","Dulux Matt Emulsion Paint Tester PotJasmine White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","186729","Dulux Matt Emulsion Paint Tester PotLemon Tropics 50ml","Dulux","Paint Tester Pot",NA,"Yellow",NA,"50ml",0.883333333333333
"PAI","ICI","186731","Dulux Matt Emulsion Paint Tester PotMagnolia 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","186734","Dulux Matt Emulsion Paint Tester PotNatural Calico 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","186737","Dulux Matt Emulsion Paint Tester PotNatural Hessian 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"PAI","ICI","186744","Dulux Matt Emulsion Paint Tester PotNatural Wicker 50ml","Dulux","Paint Tester Pot",NA,"Wood",NA,"50ml",0.883333333333333
"PAI","ICI","186774","Dulux Matt Emulsion Paint Tester PotSoft Peach 50ml","Dulux","Paint Tester Pot",NA,"Orange",NA,"50ml",0.883333333333333
"PAI","ICI","186785","Dulux Matt Emulsion Paint Tester PotViolet 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","190562","Dulux Matt Emulsion PaintIvory Lace 2.5L","Dulux","Matt Paint","32m²","Yellow",NA,"2.5L",0.941666666666667
"PAI","ICI","190563","Dulux Matt Emulsion PaintApricot Crush 2.5L","Dulux","Matt Paint","32m²","Orange",NA,"2.5L",0.941666666666667
"PAI","ICI","190566","Dulux Matt Emulsion PaintWillow Tree 2.5L","Dulux","Matt Paint","32m²","Green",NA,"2.5L",0.941666666666667
"PAI","ICI","190574","Dulux Matt Emulsion PaintRoasted Red 2.5L","Dulux","Matt Paint","32m²","Red",NA,"2.5L",0.941666666666667
"PAI","ICI","190579","Dulux Matt Emulsion PaintEgyptian Cotton 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","190584","Dulux Matt Emulsion PaintTimeless 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","190591","Dulux Matt Emulsion PaintFirst Dawn 2.5L","Dulux","Matt Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"PAI","ICI","190597","Dulux Silk Emulsion PaintWillow Tree 2.5L","Dulux","Silk Paint","32m²","Green",NA,"2.5L",0.941666666666667
"PAI","ICI","190600","Dulux Silk Emulsion PaintRoasted Red 2.5L","Dulux","Silk Paint","32m²","Red",NA,"2.5L",0.941666666666667
"PAI","ICI","190604","Dulux Silk Emulsion PaintEgyptian Cotton 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","190612","Dulux Silk Emulsion PaintFirst Dawn 2.5L","Dulux","Silk Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"PAI","ICI","190687","Dulux Matt Emulsion Paint Tester PotIvory Lace 50ml","Dulux","Paint Tester Pot",NA,"Yellow",NA,"50ml",0.883333333333333
"PAI","ICI","190698","Dulux Matt Emulsion Paint Tester PotApricot Crush 50ml","Dulux","Paint Tester Pot",NA,"Orange",NA,"50ml",0.883333333333333
"PAI","ICI","190711","Dulux Matt Emulsion Paint Tester PotEgyptian Cotton 50ml","Dulux","Paint Tester Pot",NA,"White","1","50ml",0.941666666666667
"PAI","ICI","190714","Dulux Matt Emulsion Paint Tester PotFirst Dawn 50ml","Dulux","Paint Tester Pot",NA,"Blue",NA,"50ml",0.883333333333333
"PAI","ICI","190733","Dulux Matt Emulsion Paint Tester PotRoasted Red 50ml","Dulux","Paint Tester Pot",NA,"Red",NA,"50ml",0.883333333333333
"PAI","ICI","190736","Dulux Matt Emulsion Paint Tester PotTimeless 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","190747","Dulux Matt Emulsion Paint Tester PotWellbeing 50ml","Dulux","Paint Tester Pot",NA,"Green","1","50ml",0.941666666666667
"PAI","ICI","205863","Dulux Matt Emulsion Paint Tester PotGentle Fawn 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"PAI","ICI","212357","Dulux Matt Emulsion PaintGentle Lavender 2.5L","Dulux","Matt Paint","32m²","Purple",NA,"2.5L",0.941666666666667
"PAI","ICI","212363","Dulux Silk Emulsion PaintMineral Mist 2.5L","Dulux","Silk Paint","32m²","Blue",NA,"2.5L",0.941666666666667
"PAI","ICI","212366","Dulux Matt Emulsion PaintPretty Pink 2.5L","Dulux","Matt Paint","32m²","Pink",NA,"2.5L",0.941666666666667
"PAI","ICI","212367","Dulux Silk Emulsion PaintPretty Pink 2.5L","Dulux","Silk Paint","32m²","Pink",NA,"2.5L",0.941666666666667
"PAI","ICI","212368","Dulux Matt Emulsion PaintPutting Green 2.5L","Dulux","Matt Paint","32m²","Green",NA,"2.5L",0.941666666666667
"PAI","ICI","212374","Dulux Matt Emulsion PaintSoft Apple 2.5L","Dulux","Matt Paint","32m²","Green",NA,"2.5L",0.941666666666667
"PAI","ICI","212433","Dulux Matt Emulsion Paint Tester PotLavender 50ml","Dulux","Paint Tester Pot",NA,"Purple",NA,"50ml",0.883333333333333
"PAI","ICI","212436","Dulux Matt Emulsion Paint Tester PotMineral Mist 50ml","Dulux","Paint Tester Pot",NA,"Blue",NA,"50ml",0.883333333333333
"PAI","ICI","212438","Dulux Matt Emulsion Paint Tester PotPretty Pink 50ml","Dulux","Paint Tester Pot",NA,"Pink","1","50ml",0.941666666666667
"PAI","ICI","212439","Dulux Matt Emulsion Paint Tester PotPutting Green 50ml","Dulux","Paint Tester Pot",NA,"Green",NA,"50ml",0.883333333333333
"PAI","ICI","212442","Dulux Matt Emulsion Paint Tester PotSoft Apple 50ml","Dulux","Paint Tester Pot",NA,"Green",NA,"50ml",0.883333333333333
"PAI","ICI","212443","Dulux Matt Emulsion Paint Tester PotSoft Stone 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","2232560","Dulux Matt Emulsion PaintButtermilk 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"PAI","ICI","2232743","Dulux Matt Emulsion PaintMagnolia 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"PAI","ICI","2237043","Dulux Silk Emulsion PaintMagnolia 2.5L","Dulux","Silk Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"PAI","ICI","2237149","Dulux Silk Emulsion PaintSoft Peach 2.5L","Dulux","Silk Paint","32m²","Orange",NA,"2.5L",0.941666666666667
"PAI","ICI","2251642","Dulux Natural Hints Emulsion Apple White 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","230916","Dulux Matt Emulsion PaintCookie Dough 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"PAI","ICI","241678","Dulux Matt Emulsion Paint Tester PotMellow Mocha 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"PAI","ICI","241684","Dulux Matt Emulsion Paint Tester PotSoft Truffle 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","241696","Dulux Matt Emulsion PaintMellow Mocha 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"PAI","ICI","241702","Dulux Matt Emulsion PaintSoft Truffle 2.5L","Dulux","Matt Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"PAI","ICI","241740","Dulux Silk Emulsion PaintMellow Mocha 2.5L","Dulux","Silk Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"PAI","ICI","241746","Dulux Silk Emulsion PaintSoft Truffle 2.5L","Dulux","Silk Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"PAI","ICI","252866","Dulux Silk Emulsion PaintWhite Mist 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","252867","Dulux Silk Emulsion PaintWhite Cotton 2.5L","Dulux","Silk Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","252872","Dulux Matt Emulsion Paint Tester PotWhite Mist 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","252873","Dulux Matt Emulsion Paint Tester PotWhite Cotton 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","264041","Dulux Silk Emulsion PaintMuddy Puddle 2.5L","Dulux","Silk Paint","32m²","Brown",NA,"2.5L",0.941666666666667
"PAI","ICI","264051","Dulux Matt Emulsion Paint Tester PotMuddy Puddle 50ml","Dulux","Paint Tester Pot",NA,"Brown",NA,"50ml",0.883333333333333
"PAI","ICI","275749","Dulux Matt Emulsion PaintDusted Fondant 2.5L","Dulux","Matt Paint","32m²","Purple",NA,"2.5L",0.941666666666667
"PAI","ICI","275756","Dulux Silk Emulsion PaintDusted Fondant 2.5L","Dulux","Silk Paint","32m²","Purple",NA,"2.5L",0.941666666666667
"PAI","ICI","275763","Dulux Matt Emulsion Paint Tester PotDusted Fondant 50ml","Dulux","Paint Tester Pot",NA,"Purple",NA,"50ml",0.883333333333333
"PAI","ICI","288841","Dulux Matt Emulsion Paint Tester PotWillow Tree 50ml","Dulux","Paint Tester Pot",NA,"Green",NA,"50ml",0.883333333333333
"PAI","ICI","298485","Dulux Matt Emulsion PaintChic Shadow 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"PAI","ICI","298486","Dulux Matt Emulsion PaintPolished Pebble 2.5L","Dulux","Matt Paint","32m²","Grey",NA,"2.5L",0.941666666666667
"PAI","ICI","298487","Dulux Matt Emulsion PaintNutmeg White 2.5L","Dulux","Matt Paint","32m²","White",NA,"2.5L",0.941666666666667
"PAI","ICI","298488","Dulux Silk Emulsion PaintChic Shadow 2.5L","Dulux","Silk Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"PAI","ICI","298489","Dulux Silk Emulsion PaintPolished Pebble 2.5L","Dulux","Silk Paint","32m²","Grey",NA,"2.5L",0.941666666666667
"PAI","ICI","298613","Dulux Matt Emulsion Paint Tester PotChic Shadow 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","298614","Dulux Matt Emulsion Paint Tester PotPolished Pebble 50ml","Dulux","Paint Tester Pot",NA,"Grey",NA,"50ml",0.883333333333333
"PAI","ICI","298615","Dulux Matt Emulsion Paint Tester PotNutmeg White 50ml","Dulux","Paint Tester Pot",NA,"White",NA,"50ml",0.883333333333333
"PAI","ICI","315569","Dulux Silk Emulsion PaintRich Black 2.5L","Dulux","Silk Paint","32m²","Black",NA,"2.5L",0.941666666666667
"PAI","ICI","315571","Dulux Matt Emulsion PaintRich Black 2.5L","Dulux","Matt Paint","32m²","Black",NA,"2.5L",0.941666666666667
"PAI","ICI","332073","Dulux Matt Emulsion PaintCrispy Crumble 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"PAI","ICI","332078","Dulux Matt Emulsion PaintWarm Pewter 2.5L","Dulux","Matt Paint","32m²","Cream",NA,"2.5L",0.941666666666667
"PAI","ICI","332432","Dulux Matt Emulsion Paint Tester PotCrispy Crumble 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","332437","Dulux Matt Emulsion Paint Tester PotWarm Pewter 50ml","Dulux","Paint Tester Pot",NA,"Cream",NA,"50ml",0.883333333333333
"PAI","ICI","340572","Dulux Bathroom+ Soft Sheen Emulsion PaintChic Shadow 2.5L","Dulux","Bathroom Paint",NA,"Cream","1","2.5L",0.941666666666667
"PAI","ICI","340574","Dulux Bathroom+ Soft Sheen Emulsion PaintFrosted Steel 2.5L","Dulux","Bathroom Paint",NA,"Metal",NA,"2.5L",0.883333333333333
"PAI","ICI","340821","Dulux Bathroom+ Soft Sheen Emulsion PaintMarine Splash 2.5L","Dulux","Bathroom Paint",NA,"Green","1","2.5L",0.941666666666667
"PAI","ICI","341264","Dulux Bathroom+ Soft Sheen Emulsion PaintTester Pot Marine Splash 50ml","Dulux","Paint Tester Pot",NA,"Green",NA,"50ml",0.883333333333333
