"Article","Web Description","Brand","Type","Colour","Pack Qty","Washable","Size","Material","DQ Score"
"424548","Wilko Fitted Sheet Single Teal","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424549","Wilko Fitted Sheet Double Teal","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424550","Wilko Fitted Sheet King Size Teal","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424558","Wilko Fitted Sheet Single Red","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424559","Wilko Fitted Sheet Double Red","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424560","Wilko Fitted Sheet King Size Red","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424563","Wilko Fitted Sheet Single Pink","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424564","Wilko Fitted Sheet Double Pink","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424565","Wilko Fitted Sheet King Pink","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424568","Wilko Fitted Sheet Single Soft Mauve","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424569","Wilko Fitted Sheet Double Soft Mauve","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424570","Wilko Fitted Sheet King Size Soft Mauve","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424573","Wilko Fitted Sheet Single Apple","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424578","Wilko Fitted Sheet Single Silver","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424579","Wilko Fitted Sheet Double Silver","Wilko","Double Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424580","Wilko Fitted Sheet King Size Silver","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424582","Wilko Oxford Pillowcases Silver 2pk","Wilko","Oxford Pillowcase",NA,NA,NA,NA,NA,0.75
"424583","Wilko Fitted Sheet Single Charcoal","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424585","Wilko Fitted Sheet King Size Charcoal","Wilko","Kingsize Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424588","Wilko Fitted Sheet Single Duck Egg","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424589","Wilko Fitted Sheet Double Duck Egg","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424590","Wilko Fitted Sheet King Size Duck Egg","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424593","Wilko Brushed Cotton Fitted Sheet Single White","Wilko","Single Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424594","Wilko Brushed Cotton Fitted Sheet Double White","Wilko","Double Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424595","Wilko Brushed Cotton Fitted Sheet King Size White","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,NA,0.8
"424597","Wilko Fitted Sheet Brushed Cotton Single Cream","Wilko","Single Fitted Sheet",NA,"1","Wash at 40",NA,"100% Brushed Cotton",0.9
"424598","Wilko Fitted Sheet Brushed Cotton Double Cream","Wilko","Double Fitted Sheet",NA,"1",NA,NA,"100% Brushed Cotton",0.85
"424599","Wilko Fitted Sheet Brushed Cotton King Size Cream","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,"100% Brushed Cotton",0.85
"424607","Wilko Brushed Cotton Fitted Sheet King Size Blue","Wilko","Kingsize Fitted Sheet",NA,"1",NA,NA,"100% Brushed Cotton",0.85
"424609","Wilko Best Fitted Sheet Single White","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"424612","Wilko Best Fitted Sheet Single Cream","Wilko","Single Fitted Sheet",NA,NA,NA,NA,NA,0.75
"432849","Wilko Fitted Sheet and Pillowcase StarsSingle Blue","Wilko","Single Fitted Sheet",NA,"1",NA,"90 x 190","Polycot 52:48",0.9
"432855","Wilko Fitted Sheet and Pillowcase HeartsSingle Pink","Wilko","Single Fitted Sheet",NA,"1",NA,"90 x 190 + 25 cm","Polycot 52:48",0.9
"326845","Wilko Best Fitted Sheet Super King Size White","Wilko Best","Superking Fitted Sheet","White",NA,"Washable","Super Kingsize","100% Cotton",0.95
"326846","Wilko Best Fitted Sheet King Size White","Wilko Best","Kingsize Fitted Sheet","White",NA,"Washable","Kingsize","100% Cotton",0.95
"326847","Wilko Best Fitted Sheet Double White","Wilko Best","Flexi-Fit Sheet","White",NA,"Washable","Double","100% Cotton",0.95
"326857","Wilko Best Fitted Sheet Super King Size Cream","Wilko Best","Flexi-Fit Sheet","Cream",NA,"Washable","Super Kingsize","100% Cotton",0.95
"326858","Wilko Best Fitted Sheet King Size Cream","Wilko Best","Kingsize Fitted Sheet","Cream",NA,"Washable","Kingsize","100% Cotton",0.95
