"PSA_1","PSA_2","Article","Web Description","Brand","Type","Pack Qty","Colour","Size","Power","Age","Model Number","Material","Assembly","DQ Score"
"SBK","PAR","441448","Turtles Lootbags","Teenage Mutant Ninja Turtles","Loot Bags","6","Multi",NA,NA,NA,NA,NA,NA,0.833333333333333
"SBK","PAR","441449","Turtles Cups 8pk","Teenage Mutant Ninja Turtles","Party Cups","8","Multi",NA,NA,NA,NA,NA,NA,0.833333333333333
"SBK","PAR","441450","Turtles Party Invitations 6pk","Teenage Mutant Ninja Turtles","Party Invites","6","Multi",NA,NA,NA,NA,NA,NA,0.833333333333333
"SBK","PAR","334318","Donkey Pinata","Unique Party","Pinata","1",NA,NA,NA,NA,NA,NA,NA,0.775
"SBK","PAR","413666","Bats and Balls Party Favours 4pk","Unique Party","Party Favours","4pk","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413667","Noses and Glasses Party Favours 4pk","Unique Party","Party Favours","4pk","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413668","Winner Medals Party Favours 4pk","Unique Party","Party Favours","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413670","Yoyos Party Favours 4pk","Unique Party","Party Favours","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413671","Spinning Tops Party Favours 4pk","Unique Party","Party Favours","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413672","Swirl Ball Chaser Party Favour 4pk","Unique Party","Party Favours","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413673","Bouncy Balls Party Favour 4pk","Unique Party","Party Favours","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413674","Parachute Men 4pk","Unique Party","Party Favours","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413679","Water Bombs Small Bag 165pk","Unique Party","Water Bombs","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413680","Punch Ball Favours 4pk","Unique Party","Punch Balls","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413726","Balloon Weight Iridescent","Unique Party","Balloon Weight","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413741","Party Cannon 30cm","Unique Party","Party Cannons","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413744","Pinata Blindfold and Pinata Buster","Unique Party","Pinata Mask Kit","1","Multi",NA,NA,"3 Years +",NA,NA,NA,0.891666666666667
"SBK","PAR","413768","Pirate Ship Pinata","Unique Party","Pinata","1","Multi",NA,NA,"3 Years +",NA,NA,NA,0.891666666666667
"SBK","PAR","441388","Finding Dory 3D Pinata","Unique Party","Pinata","1","Multi",NA,NA,"3+",NA,NA,NA,0.891666666666667
"SBK","PAR","441389","Kylo Ren 3D Pinata","Unique Party","Pinata","1","Black",NA,NA,"3+",NA,NA,NA,0.891666666666667
"SBK","PAR","441581","Unique Chevron Happy Birthday Tableware Party Pack","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441582","Unique Princess Tableware Party Party Pack","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441583","Unique Football Tableware Party Pack","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441585","Unique Tableware Party Pack Purple Chevron","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441586","Unique Tableware Party Pack Teal Chevron","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441587","Unique Tableware Party Pack Grey Chevron","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441589","Unique Tableware Party Pack Gold","Unique Party","Party Pack","43","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441590","Unique Tableware Party Pack Silver","Unique Party","Party Pack","43","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441592","Unique Tableware Party Pack Black","Unique Party","Party Pack","43","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441594","Unique Polka Dot Tableware Party Pack Powder Blue","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441595","Unique Polka Dot Tableware Party Pack Pink","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","441596","Unique Polka Dot Tableware Party Pack Red","Unique Party","Party Pack","33","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","246666","Wilko Pin the Tail on the Donkey Party Game","Wilko","Games","1","Multi",NA,NA,"3 Years +",NA,NA,NA,0.941666666666667
"SBK","PAR","270029","Wilko Foil Banner Birthday Girl 3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","270030","Wilko Banner Birthday Boy 3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","270561","Wilko Foil Banner Happy Birthday 3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","270563","Wilko Balloon Pump","Wilko","Balloon Pumps","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","298056","Wilko Banner 1st Birthday Pink 3.6m","Wilko","Birthday Banners","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","PAR","298057","Wilko Banner 1st Birthday Blue 3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","298058","Wilko Banner 18th Birthday 3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","298059","Wilko Banner Happy 21st Birthday 3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","298060","Wilko Banner 30th Birthday 3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","298061","Wilko Banner 40th Birthday 3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","298062","Wilko Banner Happy 50th Birthday 3.6m","Wilko","Birthday Banners","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","PAR","298063","Wilko Banner Happy 60th Birthday  3.6m","Wilko","Birthday Banners",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","PAR","413636","Wilko Party Numerical Birthday Candle Number 2","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413637","Wilko Party Numerical Birthday Candle Number 3","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413638","Wilko Party Numerical Birthday Candle Number 4","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413639","Wilko Party Numerical Birthday Candle Number 5","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413640","Wilko Party Numerical Birthday Candle Number 6","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413641","Wilko Party Numerical Birthday Candle Number 7","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413642","Wilko Party Numerical Birthday Candle Number 8","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413643","Wilko Party Numerical Birthday Candle Number 9","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413644","Wilko Party 12 Pink Candles","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413645","Wilko Party 12 Blue Candles","Wilko","Candles","12pk","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413647","Wilko Party 8 Star Topped Candles","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413648","Wilko Party Stardust Table Confetti","Wilko","Confetti","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413649","Wilko Party Balloons Table Confetti","Wilko","Confetti","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413650","Wilko Party Cheers Table Confetti Silver/Black/Gold","Wilko","Confetti","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413651","Wilko Party Cupcake Candle Toppers","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413652","Wilko Party Football Candle Toppers","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413657","Wilko Party Princess Candles","Wilko","Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413710","Wilko Birthday Balloons Assorted 10pk","Wilko","Balloons","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413712","Wilko Balloons Assorted 25pk","Wilko","Balloons","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413713","Wilko Balloons Pink 8pk","Wilko","Balloons","8","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413714","Wilko Shaped Balloons 5pk","Wilko","Balloons","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413715","Wilko Balloons Blue 8pk","Wilko","Balloons","8","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413716","Wilko Balloons Silver Effect 8pk","Wilko","Balloons","8","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413719","Wilko Balloons 21st Birthday 10pk","Wilko","Balloons","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413720","Wilko Balloons 18th Birthday 10pk","Wilko","Balloons","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413721","Wilko Balloons 40th Birthday 10pk","Wilko","Balloons","10","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413722","Wilko Balloons 50th Birthday 10pk","Wilko","Balloons","10","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413723","Wilko Balloons 30th Birthday 10pk","Wilko","Balloons","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413724","Wilko Balloons 60th Birthday 10pk","Wilko","Balloons","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413732","Party Poppers 30pk","Wilko","Party Poppers","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413733","Sparkler Candles","Wilko","Sparkler Candles","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413734","Ice Fountain 2pk","Wilko","Ice Fountain","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413736","Wilko Party Glow Sticks Bracelets 15pk","Wilko","Glow Sticks","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","PAR","413737","Wilko Party Glow Glasses","Wilko","Glow Glasses","1","Multi",NA,NA,"5 Years +",NA,NA,NA,0.941666666666667
"SBK","PAR","413742","Generic Blowouts 4pk","Wilko","Blowouts","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413745","Party Hats 6pk","Wilko","Party Hats","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413770","Pirate Balloons 6pk","Wilko","Balloons","1","Multi",NA,NA,NA,NA,NA,NA,0.88
"SBK","PAR","413786","Princess Award Ribbon Badge","Wilko","Award Ribbons","1",NA,NA,NA,"4 Years +",NA,NA,NA,0.833333333333333
"SBK","PAR","413795","Princess Balloons 6pk","Wilko","Balloons","1",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","PAR","413808","Party Bubbles 4pk","Wilko","Bubbles","4",NA,NA,NA,"3 Years +",NA,NA,NA,0.833333333333333
"SBK","PAR","414411","Heart Shaped Balloons Red 5pk","Wilko","Balloons","5",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","PAR","414412","Assorted Shape Balloons 50pk","Wilko","Balloons","50",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","PAR","414413","Pearlised Balloons Multi 8pk","Wilko","Balloons","8",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","PAR","414415","Neon Balloons Multi 8pk","Wilko","Balloons","8",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","PHO","348685","Wilko Kraft Scrapbook 210gsm 25 Sheets22.5cm x 22.5cm","Wilko","Scrapbooks","1",NA,"22.5cm x 22.5cm",NA,NA,NA,NA,NA,0.93
"SBK","PHO","413207","Wilko Kraft Photo Album 200 Photos 6 x 4in","Wilko","Photo Album","1",NA,"26.2*46.4*42.0cm",NA,NA,NA,NA,NA,0.93
"SBK","PHO","413210","Wilko Kids Photo Album 50 Photos 6 x 4in","Wilko","Photo Album","1",NA,"36.0*36.0*12.0cm",NA,NA,NA,NA,NA,0.93
"SBK","PHO","413212","Wilko Magnetic Diet Planner 52 Sheets","Wilko","Journals, Planners and Organisers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","PHO","413216","Wilko Magnetic Shopping List","Wilko","Journals, Planners and Organisers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","PHO","413218","Wilko Magnetic Weekly Planner 52 Sheets","Wilko","Journals, Planners and Organisers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","PHO","432617","Wilko Maps Photo Album 25 Sheets","Wilko","Photo Album","1",NA,"48.0*56.0*24.0cm",NA,NA,NA,NA,NA,0.93
"SBK","PHO","432618","Wilko City Scape Photo Album 25 Sheets","Wilko","Photo Album","1",NA,"52.0*26.0*25.0cm",NA,NA,NA,NA,NA,0.93
"SBK","PHO","432621","Wilko Address Book A6","Wilko","Address Books","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","PHO","432623","Wilko Recipe Book","Wilko","Journals, Planners and Organisers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","PHO","432624","Wilko Birthday and Important Dates Book","Wilko","Calendars and Diaries","1",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","PHO","273506","Wilko Functional Pocket Album 24 Photos 6 x 4in","Wilko Functional","Photo Album","1","Grey",NA,NA,NA,NA,NA,NA,0.93
"SBK","SPC","440916","Book & Plush Santa's Little Elf","Igloo","Gift Set","1",NA,NA,NA,NA,NA,NA,NA,0.81
