"PSA_1","PSA_2","Article","Web Description","Brand","Type","Pack Qty","Colour","Size","Power","Age","Model Number","Material","Assembly","DQ Score"
"SBK","DES","260575","Wilko Scissors General Purpose 8in","Wilko","Scissors",NA,NA,"8in",NA,NA,NA,NA,NA,0.86
"SBK","DES","260659","Wilko Gel Pen Fine Black","Wilko","Gel Pens","1","Black",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","260669","Wilko Ruler Plastic 6in","Wilko","Rulers",NA,NA,"6in",NA,NA,NA,NA,NA,0.86
"SBK","DES","260703","Wilko Calculator Pocket","Wilko","Calculators",NA,"Grey","11.5 x 6.5 x 2cm","Solar, Battery",NA,NA,NA,NA,0.941666666666667
"SBK","DES","261328","Wilko Pencil Case PVC","Wilko","Pencil Case","1","Black",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","261551","Wilko Invisible Tape 19mm x 20m","Wilko","Adhesive Tape and dispensers",NA,NA,"19mmx20m",NA,NA,NA,NA,NA,0.86
"SBK","DES","262154","Wilko Pencil Sharpener Combo","Wilko","Erasers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","262161","Wilko Pick n Mix Scissors","Wilko","Scissors",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","262164","Wilko Correction Tapes x 2","Wilko","Correction","2pk","White",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","DES","262245","Wilko Geometry Set","Wilko","Geometry Sets","4pk",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","262707","Wilko Playing Cards","Wilko","Card Games","52pk",NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","262708","Wilko 560 Sticky Dots Assorted Colours","Wilko","Sticky Notes","560pk","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","262709","Wilko Foil Sticker Stars","Wilko","Sticky Notes","495pk","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","262738","Wilko Index Stickers","Wilko","Sticky Notes","500","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","263420","Wilko Bingo Dabber","Wilko","Highlighters","1",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","299454","Wilko Reusable Tack Circle Patterned 50g","Wilko","Adhesive Tac","1",NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","300210","Wilko Magnetic White Board","Wilko","Message Boards",NA,"White","60x40cm",NA,NA,NA,NA,NA,0.93
"SBK","DES","300288","Wilko Glue Stick 10g","Wilko","Glue","1","Clear","10g",NA,NA,NA,NA,NA,0.941666666666667
"SBK","DES","300289","Wilko Glue Stick 40g","Wilko","Glue",NA,NA,"40g",NA,NA,NA,NA,NA,0.825
"SBK","DES","302339","Wilko Ruler 30cm","Wilko","Rulers",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","316956","Wilko Staple Remover","Wilko","Staples and Staplers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","316966","Wilko Brass Fasteners Gold Effect 70pk","Wilko","Punches and Fasteners","70pk","Gold",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","316983","Wilko Scissors General Purpose","Wilko","Scissors",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","317067","Wilko Pencil Case Ringbinder","Wilko","Ringbinder",NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"SBK","DES","317069","Wilko Pencil Case Clear","Wilko","Pencil Case",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","317090","Wilko Compass with Case","Wilko","Geometry Sets","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","317092","Wilko Sticky Tabs Multi Coloured","Wilko","Sticky Notes","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","317094","Wilko Basic Pencil Sharpener","Wilko","Pencil Sharpeners","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","317105","Wilko White Circle Labels 5 Sheets","Wilko","Sticky Notes","105pk","White",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","317115","Wilko Pencil with Grip and Eraser HB 4pk","Wilko","Pencils","4pk",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","317121","Wilko Oversized Erazer Pink","Wilko","Erasers",NA,NA,"Large",NA,NA,NA,NA,NA,0.9125
"SBK","DES","317156","Wilko Rubber Band Ball 170pcs","Wilko","Rubber Bands","170pk","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","318169","Wilko 3 Pocket Pencil Case Love","Wilko","Pencil Case","1",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","318210","Wilko Corkboard 30cm x 40cm","Wilko","Message Boards","1",NA,"30 x 40cm",NA,NA,NA,NA,NA,0.93
"SBK","DES","318268","Wilko Fluffy Pencil Case Pink","Wilko","Pencil Case","1","Pink",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","319390","Wilko Double Sided Tape Clear 19mm x 4m","Wilko","Adhesive Tape and dispensers",NA,NA,"19mm x 11.4m",NA,NA,NA,NA,NA,0.825
"SBK","DES","349305","Wilko Cased Eraser","Wilko","Erasers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","349306","Wilko Retractable Eraser","Wilko","Erasers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","349307","Wilko Pencil Sharpener Barrel","Wilko","Pencil Sharpeners","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","349310","Wilko 4B Eraser","Wilko","Erasers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","349313","Wilko Gem Push Pinks 16pk","Wilko","Punches and Fasteners","16pk",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","349315","Wilko Sticky Label Strips","Wilko","Sticky Notes",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","349317","Wilko Desk Set","Wilko","Stationery Sets","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","349320","Wilko Hole Punch Flat","Wilko","Hole Punches","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","349322","Wilko Triangular Scale Ruler","Wilko","Rulers",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","349331","Wilko Jewel Magnets","Wilko","Magnets","1",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","349364","Wilko Wooden Pencil Sharpener","Wilko","Pencil Sharpeners","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","349365","Wilko Weekly Planner Set","Wilko","Journals, Planners and Organisers","1",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","349366","Wilko Colour Fine Liners 12pk","Wilko","Fineliners","12pk",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","349367","Wilko Pen Ball Point Soft Touch Ball 5pk","Wilko","Ballpoint Pens","5pk",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","349369","Wilko Marker Slim Permanent 4pk","Wilko","Marker Pens","4pk",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","413983","Wilko Paper Clips","Wilko","Punches and Fasteners",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","413984","Wilko Binder Clip","Wilko","Binder Clip",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","413985","Wilko Mini Pegs","Wilko","Pegs",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","413986","Wilko Push Pins","Wilko","Punches and Fasteners",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","413987","Wilko Craft Tags","Wilko","Tags",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","413988","Wilko Thumb Tacks","Wilko","Punches and Fasteners",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","413990","Wilko Treasury Tags And Ring Pack","Wilko","Punches and Fasteners",NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"SBK","DES","413994","Wilko Paper Clip Pink Blue or Black","Wilko","Punches and Fasteners",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","413995","Wilko Binder Clip Pink Blue or Black","Wilko","Binder Clip",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","413997","Wilko Push Pins Assorted Colours","Wilko","Punches and Fasteners","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","414007","Wilko Novelty Paper Clip Set","Wilko","Punches and Fasteners",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","414014","Wilko Pencil Case Slim","Wilko","Pencil Case","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","414039","Wilko Ruler 30cm","Wilko","Rulers",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","414045","Wilko Colour 15cm Ruler","Wilko","Rulers",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","414048","Wilko Index Cards Multicoloured Pack","Wilko","Record and Index Cards",NA,NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","414052","Wilko White Board","Wilko","Message Boards",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","414055","Wilko Storage Pots Assorted Colour 5pk","Wilko","Desk Organising",NA,NA,NA,NA,NA,NA,NA,NA,0.766666666666667
"SBK","DES","414058","Wilko Pencil Case Boxset","Wilko","Pencil Case",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","414063","Wilko Barrel Pencil Case Black","Wilko","Pencil Case",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","414083","Wilko Small Stapler","Wilko","Staples and Staplers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","414084","Wilko Medium Stapler","Wilko","Staples and Staplers","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","414086","Wilko Hole Punch","Wilko","Hole Punches","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","414091","Wilko Sticky Notes Pack","Wilko","Sticky Notes","1",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","417104","Wilko Smiley Faces Coloured Sticker A6","Wilko","Sticky Notes",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","417128","Wilko Mini Highlighters 10pk","Wilko","Highlighters",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","417498","Wilko Chunky Pencils With Sharpener 10pk","Wilko","Colouring Pens, Pencils and Crayons","10",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","430054","Wilko Correction Fluid","Wilko","Correction","1",NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","430055","Wilko Correction Pen","Wilko","Correction","1",NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","DES","433819","Wilko Keyboard Pencil Case","Wilko","Keyboard Case","1","Grey",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433891","Wilko Animal Print Pencil Case","Wilko","Pencil Case","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433892","Wilko Slim Canvas Polka Dot Pen Case","Wilko","Pencil Case","1","Blue",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433893","Wilko Triangular Attitude Pencil Case","Wilko","Pencil Case","1","White",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433894","Wilko Barrel Horse Pencil Case","Wilko","Pencil Case","1","Pink",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433895","Wilko Photograph Cat Barrel Pencil Case","Wilko","Pencil Case","1","White",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433896","Wilko Butterfly Pencil Case With Pocket","Wilko","Pencil Case","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433897","Wilko Whiteboard Magnet Kit","Wilko","Magnets","1","White",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433898","Wilko Set Of Cloud Sticky Notes","Wilko","Sticky Notes","1","White",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433901","Wilko Assorted Sizes Colour Card Stars12pk","Wilko","Memo Pads, Blocks and Boxes","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433904","Wilko Assorted Erasers 4pk","Wilko","Erasers","4",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","433905","Wilko Pencil Top Erasers 12pk","Wilko","Erasers","12",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","433907","Wilko Glitter Tape 3pk","Wilko","Craft Accessories","3","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433908","Wilko Liquid Glue Pen","Wilko","Glue","1","Multi",NA,NA,NA,NA,"plastic, fiber, ink",NA,0.941666666666667
"SBK","DES","433909","Wilko Whiteboard Neon Markers 4pk","Wilko","Marker Pens","4","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433910","Wilko Highlighters 3pk","Wilko","Highlighters","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433911","Wilko Handwriting Pen 4pk","Wilko","Rollerball Pens","4","Blue",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433912","Wilko HighlighterTape","Wilko","Correction","1","Multi",NA,NA,NA,NA,"plastic, fiber, ink",NA,0.941666666666667
"SBK","DES","433913","Wilko Inspirational Quote Pencils 6pk","Wilko","Pencils","6","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433914","Wilko Pebble Eraser 2pk","Wilko","Erasers","2",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","433932","Wilko Gel Pens 30pk","Wilko","Gel Pens","30","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","433948","Wilko Desktop Set 5pcs","Wilko","Stationery Sets","1",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","433950","Wilko Desk Accessory Set","Wilko","Punches and Fasteners","1","Gold",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434011","Wilko Ergo Grip Eraser 4pk","Wilko","Erasers","4",NA,NA,NA,NA,NA,NA,NA,0.9125
"SBK","DES","434022","Wilko Butterfly Sticky Notes 3pk","Wilko","Sticky Notes","3","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434024","Wilko 8 Sets Pet Sticky Notes","Wilko","Sticky Notes","8","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434032","Wilko Magnet Clips 2pk","Wilko","Punches and Fasteners","2","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434045","Wilko Petal Pencil Case","Wilko","Pencil Case","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434046","Wilko Gold Bling Pencil Case","Wilko","Pencil Case","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434047","Wilko Tin Pencil Case","Wilko","Pencil Case",NA,"Multi",NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","434048","Wilko Basic Magnets","Wilko","Magnets","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434049","Wilko Cube Metal Magnets","Wilko","Magnets","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434050","Wilko Metal Noticeboard","Wilko","Message Boards","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434051","Wilko Large Binder Clips","Wilko","Binder Clip","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434052","Wilko Lanyard 2pk","Wilko","Lanyards and Badges","2","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434053","Wilko Plastic Badges","Wilko","Lanyards and Badges","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434054","Wilko A4 Chalkboard","Wilko","Message Boards","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434056","Wilko Natural Colour Rubberbands","Wilko","Elastic bands","1","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","434057","Wilko Transparent Sticky Notes","Wilko","Sticky Notes","3","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","260311","Wilko Wooden Pencils 10pk","Wilko Functional","Pencils","10pk",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","DES","260399","Wilko Bingo Marker Red","Wilko Functional","Highlighters","1",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","DES","260402","Wilko Bingo Marker Black","Wilko Functional","Highlighters","1","Black",NA,NA,NA,NA,NA,NA,0.88
"SBK","DES","260671","Wilko Functional Drawing Pins Silver Effect 300pk","Wilko Functional","Punches and Fasteners","300pk","Silver",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","260723","Wilko Ball Point Pen Assorted Colours 10pk","Wilko Functional","Ballpoint Pens","10pk",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","DES","318038","Zebra Z-Grip Mini Retractable Ball Point PensMedium Black 6pk","Zebra","Ballpoint Pens","6pk","Black",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","349352","Zebra Pens Z Grip Assorted 5pk","Zebra","Ballpoint Pens","5pk",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","417036","Z-Grip Black 10pk","Zebra","Ballpoint Pens",NA,NA,NA,NA,NA,NA,NA,NA,0.74
"SBK","DES","417040","Zebra Sarasa Metallic Gel Pen Assorted Colours2pk","Zebra","Gel Pens","2",NA,"2395",NA,NA,NA,NA,NA,0.93
"SBK","DES","417042","Zebra Selection Pack 6pk","Zebra","Stationery Sets",NA,NA,NA,NA,NA,NA,NA,NA,0.79
"SBK","DES","432272","Zebra Funly Ballpoint Pens 4pk","Zebra","Ballpoint Pens","3","Multi",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","432282","Zebra Z-Grip Ballpoint Pen Assorted Colours 3pk","Zebra","Ballpoint Pens","3","Black",NA,NA,NA,NA,NA,NA,0.88
"SBK","DES","432293","Zebra Z-Grip Flight Pen Black","Zebra","Ballpoint Pens","1",NA,NA,NA,NA,NA,NA,NA,0.86
"SBK","DES","432296","Z-Grip Smooth Black","Zebra","Ballpoint Pens","1",NA,NA,NA,NA,NA,NA,NA,0.81
"SBK","DES","432298","Zebra Z-Grip Smooth Pen Green","Zebra","Ballpoint Pens","1","Green",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","432302","Zebra Z-Grip Zebra Print Pen Black","Zebra","Ballpoint Pens","1","Black",NA,NA,NA,NA,NA,NA,0.93
"SBK","DES","432305","Zebra Z-Grip Funky Brights","Zebra","Ballpoint Pens","1","Pink",NA,NA,NA,NA,NA,NA,0.93
"SBK","GIF","451221","Disney Princess 2 Sheet 2 Tag","Disney","Gift Wrap","2","Multi","Sheet 50 x 70cm Tag 10 x 6.5cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","410972","Disney Frozen Roll Wrap 4m","Disney Frozen","Gift Wrap","1","Multi","4m x 69cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","453513","Emoji Wrap 2 Sheet 2 Tag","Emoji","Gift Wrap","1","Multi",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","410970","Marvel Roll Wrap 2m","Marvel","Gift Wrap","1","Multi","2m x 69cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","410971","Marvel Gift Wrap 2 Sheet 2 Tag","Marvel","Gift Wrap","2",NA,"Sheet 50 x 70cm Tag 7.3 x 7.3cm",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","410964","Despicable Me Roll Wrap","Minions","Gift Wrap","1","Multi",NA,NA,NA,NA,NA,NA,0.783333333333333
"SBK","GIF","449644","My Little Pony Roll Wrap 2m","My Little Pony","Gift Wrap","1","Multi","200 x 70cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","449646","My Little Pony Gift Bag Large","My Little Pony","Gift Bag","1","Multi","26 x 33cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","449645","Paw Patrol Gift Bag Large","Paw Patrol","Gift Bag","1","Multi","26 x 33cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","449647","Shopkins Wrap 2 Sheet 2 Tag","Shopkins","Gift Wrap","1","Multi","70 x 50cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","209659","Wilko Tissue Paper 10 Sheets 50 x 66cm","Wilko","Decorative Tissue","10s","White","50x66cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","209778","Wilko Gift Bag Foil/ Holographic Large","Wilko","Gift Bag",NA,"Multi","Large",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","209863","Wilko Gift Bag Foil Holographic Medium","Wilko","Gift Bag",NA,"Multi","Medium",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","337945","Wilko Butterfly Gift Bag Medium","Wilko","Gift Bag","1",NA,"Medium",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","337952","Wilko Blue Spots Gift Bag Medium","Wilko","Gift Bag","1","Multi","Medium",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","337958","Wilko Birthday Gift Bag Large","Wilko","Gift Bag","1","Multi","26.5 x 13.5 x 32.7cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","337999","Wilko Tissue Paper Red 6s","Wilko","Decorative Tissue","6s","Red",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","338000","Wilko Tissue Paper Silver 6s","Wilko","Decorative Tissue ","6s","Silver",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","338002","Wilko Cello Flat Wrap 2m x 70cm","Wilko","Gift Wrap","1",NA,"2mx70cm",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","338698","Wilko Butterfly 2 Sheets 2 Tags","Wilko","Gift Wrap","2","Pink","Sheet 50 x 70cm Tag 8.5 x 10.7cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","338731","Wilko Blue Happy Birthday Wrap 2 Sheet 2 Tag","Wilko","Gift Wrap","2","Blue","Sheet 50 x 70cm Tag 5.8 x 5.8cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","338749","Wilko Polka Dot Blue Roll Wrap 2m","Wilko","Gift Wrap","1","Multi","2m",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","338754","Wilko Party Birthday Roll Wrap 2m","Wilko","Gift Wrap","1","Multi","2m",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","348765","Giftwrap Hip Hip Hooray 2 Sheets 2 Tags","Wilko","Gift Wrap","2","Brown","Sheet 50 x 70cm Tag 6 x 7.7cm",NA,NA,NA,NA,NA,0.891666666666667
"SBK","GIF","349994","Wilko Bang Gift Bag Medium","Wilko","Gift Bag","1","Multi","21.5 x 10.0 x 24.5cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","350370","Wilko Butterfly Roll Wrap 2m","Wilko","Gift Wrap",NA,"Multi","2m",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","350377","Wilko Loved Up/Hitched Roll Wrap 2m","Wilko","Gift Wrap",NA,"Multi","2m",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","350618","Wilko Bang Giftwrap 2 Sheet 2 Tag","Wilko","Gift Wrap","2","Multi","Sheet 50 x 70cm Tag 7.0 x 9.5cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","410603","Wilko Happy Birthday Roll Wrap 2m","Wilko","Gift Wrap","2","Green",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","410604","Wilko Glitter Roll Wrap Pink 1.5m","Wilko","Gift Wrap","1","Pink",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","410605","Wilko Bright Stripe Roll Wrap 2m","Wilko","Gift Wrap","1","Multi",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","410606","Wilko Cupcake Rollwrap 2m","Wilko","Gift Wrap","1","Multi",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","410609","Wilko Pirates Roll Wrap 2m","Wilko","Gift Wrap","1","Multi",NA,NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","410616","Wilko Cupcake Shaped Gift Bag Large","Wilko","Gift Bag","1",NA,NA,NA,NA,NA,NA,NA,0.825
"SBK","GIF","410984","Wilko Selfie Polka Dot Wrap 2 Sheet 2 Tag","Wilko","Gift Wrap","2","Multi","Sheet 50 x 70cm Tag 7.0 x 7.0cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","410987","Wilko Pink Happy Birthday Wrap 2 Sheet 2 Tag","Wilko","Gift Wrap","2","Pink","Sheet 50 x 70cm Tag 5.8 x 5.8cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","420206","Wilko Flat Wrap Lovely Day 2 Sheets 2 Tags","Wilko","Gift Wrap","2","Multi","50 X 70cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","420209","Wilko Gift Bag Pink Candles Kraft Medium","Wilko","Gift Bag","1","Multi","21.5 x 10.0 x 25.4cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","420313","Wilko Tissue Pack Pink and Polka Dot","Wilko","Decorative Tissue","5","Multi","50x66cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","420314","Wilko Tissue Pack Blue and Polka Dot","Wilko","Decorative Tissue","5pk","Blue","50x66cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","420315","Wilko Flat Owl Wrap 2 Sheet 2 Tag","Wilko","Gift Wrap","2","Multi","Sheet 50 x 70cm Tag 7.2 x 6.4cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","420318","Wilko Special Wishes Gift Wrap 2 Sheet 2 Tag","Wilko","Gift Wrap","2","Multi","Sheet 50 x 70cm Tag 7.4 x 7.0cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","420319","Wilko Owl Gift Bag Medium","Wilko","Gift Bag","1","Multi","21.5 x 10.0 x 25.4cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","430021","Wilko Reminisce Stripe Roll Wrap 2m","Wilko","Gift Wrap","1",NA,"2m x 69cm",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","430022","Wilko Craft Stars Roll Wrap 2m","Wilko","Gift Wrap","1",NA,"2m x 69cm",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","430023","Wilko Techno Happy Birthday Roll Wrap 2m","Wilko","Gift Wrap","1",NA,"2m x 69cm",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","430024","Wilko Reminisce Holographic Spot Roll Wrap 2m","Wilko","Gift Wrap","1",NA,"2m x 69cm",NA,NA,NA,NA,NA,0.883333333333333
"SBK","GIF","430115","Wilko Birthday Parcels Wrap 2 Sheet 2 Tag","Wilko","Gift Wrap","2","Multi","Sheet 50 x 70cm Tag 7.0 x 7.0cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","430116","Wilko New Baby 2 Sheets 2 Tag","Wilko","Gift Wrap","2","Multi","Sheet 50 x 70cm Tag 9.0 x 8.0cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","430120","Wilko Pink Watercoloured Spot Medium Bag","Wilko","Gift Bag","1","Multi","21.5 x 25.3cm",NA,NA,NA,NA,NA,0.941666666666667
"SBK","GIF","430303","Wilko Floral Just For You 2 Sheets 2 Tag","Wilko","Gift Wrap","2",NA,"Sheet size 50cm x 70cm, Tag size 6cm c 7.7cm",NA,NA,NA,NA,NA,0.883333333333333
