"PSA_1","PSA_2","Article","Web Description","Brand","Height","Width","Depth","Type","Size","Colour","Pack Qty","Material","Assembly","Power","Age","Model Number","DQ Score"
"DIY","SCR","435375","Screw Tite Screw Net Coat Yellow 3.5 x 25mm20pk","TITE",".7CM",".7CM","2.5CM","Screws and Caps","3.5 x 25mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435376","Screw Tite Screw Net Coat Yellow 3.5 x 30mm20pk","TITE",".7CM",".7CM","3.0CM","Screws and Caps","3.5 x 30mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435377","Screw Tite Screw Net Coat Yellow 3.5 x 40mm20pk","TITE",".6CM",".6CM","4.0CM","Screws and Caps","3.5 x 40mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435378","Screw Tite Screw Net Coat Yellow 4.0 x 20mm20pk","TITE",".7CM",".7CM","2.0CM","Screws and Caps","4 x 20mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435379","Screw Tite Screw Net Coat Yellow 4.0  x 25mm20pk","TITE",".7CM",".7CM","2.5CM","Screws and Caps","4 x 25mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435380","Screw Tite Screw Net Coat Yellow 4.0  x 30mm15pk","TITE",".7CM",".7CM","3.0CM","Screws and Caps","4 x 30mm",NA,"15",NA,NA,NA,NA,NA,1
"DIY","SCR","435381","Screw Tite Screw Net Coat Yellow 4.0  x 35mm15pk","TITE",".7CM",".7CM","3.5CM","Screws and Caps","4 x 35mm",NA,"15",NA,NA,NA,NA,NA,1
"DIY","SCR","435382","Screw Tite Screw Net Coat Yellow 4.5 x 40mm10pk","TITE",".7CM",".7CM","4.0CM","Screws and Caps","4 x 40mm",NA,"10",NA,NA,NA,NA,NA,1
"DIY","SCR","435383","Screw Tite Screw Net Coat Yellow 4.5 x 30mm15pk","TITE",".8CM",".8CM","3.0CM","Screws and Caps","4.5 x 30mm",NA,"15",NA,NA,NA,NA,NA,1
"DIY","SCR","435384","Screw Tite Screw Net Coat Yellow 4.5 x 40mm15pk","TITE",".8CM",".8CM","4.0CM","Screws and Caps","4.5 x 40mm",NA,"15",NA,NA,NA,NA,NA,1
"DIY","SCR","435385","Screw Tite Screw Net Coat Yellow 5 x 60mm10pk","TITE",".9CM",".9CM","6.0CM","Screws and Caps","5 x 60mm",NA,"10",NA,NA,NA,NA,NA,1
"DIY","SCR","435386","Screw Tite Screw Net Coat Yellow 4.5 x 50mm12pk","TITE",".8CM",".8CM","5.0CM","Screws and Caps","4.5 x 50mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435388","MDF Tite Screw Net Coat Yellow 3.9 x 25mm20pk","TITE",".7CM",".7CM","2.5CM","Screws and Caps","3.9 x 25mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435389","MDF Tite Screw Net Coat Yellow 3.9 x 30mm20pk","TITE",".7CM",".7CM","3.0CM","Screws and Caps","3.9 x 30mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435390","MDF Tite Screw Net Coat Yellow 3.9 x 40mm20pk","TITE",".7CM",".7CM","4.0CM","Screws and Caps","3.9 x 40mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435391","MDF Tite Screw Net Coat Yellow 3.9 x 45mm20pk","TITE",".7CM",".7CM","4.5CM","Screws and Caps","3.9 x 45mm",NA,"20",NA,NA,NA,NA,NA,1
"DIY","SCR","435392","Exterior Tite 4.0 x 25mm Black12pk","TITE",".7CM",".7CM","2.5CM","Screws and Caps","4 x 25mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435393","Exterior Tite 4.0 x 30mm Black12pk","TITE",".7CM",".7CM","3.0CM","Screws and Caps","4 x 30mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435394","Exterior Tite 4.0 x 40mm Black12pk","TITE",".7CM",".7CM","4.0CM","Screws and Caps","4 x 40mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435395","Exterior Tite 4.0 x 50mm Black12pk","TITE",".7CM",".7CM","5.0CM","Screws and Caps","4 x 50mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435396","Exterior Tite 4.0 x 40mm Silver Effect12pk","TITE",".7CM",".7CM","4.0CM","Screws and Caps","4 x 40mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435397","Exterior Tite 4.5 x 50mm Silver Effect12pk","TITE",".8CM",".8CM","5.0CM","Screws and Caps","4.5 x 50mm",NA,"12pk",NA,NA,NA,NA,NA,1
"DIY","SCR","435398","Hinge Tite 4.0 x 25mm Brass Effect12pk","TITE",".7CM",".7CM","2.5CM","Screws and Caps","4 x 25mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435399","Hinge Tite 4.0 x 30mm Brass Effect12pk","TITE",".7CM",".7CM","3.0CM","Screws and Caps","4 x 30mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435400","Hinge Tite 4.0 x 25mm Chrome12pk","TITE",".7CM",".7CM","2.5CM","Screws and Caps","4 x 25mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435401","Hinge Tite 4.0 x 30mm Chrome12pk","TITE",".7CM",".7CM","3.0CM","Screws and Caps","4 x 30mm",NA,"12",NA,NA,NA,NA,NA,1
"DIY","SCR","435405","Floor Tite 4. 2 x 55mm100pk","TITE",".8CM",".8CM","5.5CM","Screws and Caps","4.2 x 55mm",NA,"100",NA,NA,NA,NA,NA,1
"DIY","SCR","435406","Deck Tite 4. 5 x 63mm100pk","TITE",".8CM",".8CM","6.3CM","Screws and Caps","4.5 x 63mm",NA,"100",NA,NA,NA,NA,NA,1
"DIY","SCR","437115","Wilko Wall Fixing 7mm Brown100pk","Wilko","1.0CM","1.0CM","3.5CM","Fixings","7mm","Brown","100","Plastic",NA,NA,NA,NA,1
"DIY","SCR","437116","Wilko Wall Fixing 6mm Red100pk","Wilko",".9CM",".9CM","3.0CM","Fixings","6mm","Red","100","Plastic",NA,NA,NA,NA,1
"DIY","SCR","437119","Wilko Wall Fixing 8mm Blue30pk","Wilko","1.2CM","1.2CM","4.0CM","Fixings","8mm","Blue","30","Plastic",NA,NA,NA,NA,1
"DIY","SCR","437120","Wilko Wall Fixing 10mm Grey50pk","Wilko","1.6CM","1.6CM","5.0CM","Fixings","10mm","Grey","50","Plastic",NA,NA,NA,NA,1
"DIY","SCR","437754","Wilko Machine Screw Set M4 x 25mm5pk","Wilko",".8CM",".8CM","2.8CM","Screws and Caps","M4 x 25 mm",NA,"5",NA,NA,NA,NA,NA,1
"DIY","SCR","437755","Wilko Machine Screw Set M4 x 50mm5pk","Wilko",".8CM",".8CM","5.2CM","Screws and Caps","M4 x 50mm",NA,"5",NA,NA,NA,NA,NA,1
"DIY","SCR","437756","Wilko Machine Screw Set M5 x 25mm5pk","Wilko","1.0CM","1.0CM","2.8CM","Screws and Caps","M5 x 25mm",NA,"5",NA,NA,NA,NA,NA,1
"DIY","SCR","437757","Wilko Machine Screw Set M6 x 25mm5pk","Wilko","1.2CM","1.2CM","2.8CM","Screws and Caps","M6 x 25mm",NA,"5",NA,NA,NA,NA,NA,1
"DIY","SCR","437758","Wilko Machine Screw Set M6 x 50mm5pk","Wilko","1.2CM","1.2CM","5.2CM","Screws and Caps","M6 x 50mm",NA,"5",NA,NA,NA,NA,NA,1
"DIY","SCR","437759","Wilko Carriage Bolt and Nut M6 x 65mm4pk","Wilko","1.6CM","1.6CM","6.7CM","Screws and Caps","M6 x 65mm",NA,"4",NA,NA,NA,NA,NA,1
"DIY","SCR","437760","Wilko Carriage Bolt and Nut M8 x 40mm4pk","Wilko","2.0CM","2.0CM","4.5CM","Nuts and Bolts","M8 x 40mm",NA,"4",NA,NA,NA,NA,NA,1
"DIY","TOO","342304","Draper VDE Screwdriver 3 x 100mm Slotted","Draper","2.5CM","2.5CM","18.0CM","Screwdrivers","3x100mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","342306","Draper VDE Screwdriver 4 x 100mm Slotted","Draper","2.9CM","2.9CM","20.0CM","Screwdrivers","4x100mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","247400","Stanley Tape Measure Tylon 5m","Stanley","7.5CM","3.2CM","7.0CM","Tape Measures, Levels and Rulers","5m",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","247407","Stanley Junior Hacksaw Blade 150mm 5pk","Stanley",".5CM",".5CM","15.0CM","Saws and Blades","150mm",NA,"5pk",NA,NA,NA,NA,NA,1
"DIY","TOO","290126","Stanley Light Duty Staples 8mm Type 53 100pk","Stanley","10.0CM","2.0CM","5.0CM","Staples and Staplers","8mm,",NA,"1000pk",NA,NA,NA,NA,NA,1
"DIY","TOO","342497","Stanley PowerLock Tape Measure Silver Effect 5m","Stanley","6.2CM","4.0CM","6.5CM","Tape Measures, Levels and Rulers","5m",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","209031","Wilko Scratch Awl 7in","Wilko","3.2CM","3.2CM","18.5CM","Punches and Rivetter","7in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","209045","Wilko Wooden Mallet 4in","Wilko","5.5CM","11.5CM","34.0CM","Hammers and Mallets","4in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","209098","Wilko Combination Pliers 175mm","Wilko","2.4CM","6.6CM","18.4CM","Pliers, Spanners and Wrenches","7in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","209105","Wilko Straight Cut Aviation Snips 10in","Wilko","2.5CM","7.7CM","25.0CM","Snips, Pincers and Shears","10in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","209409","Wilko Precision Ruler 1m","Wilko",".5CM","5.0CM","103.0CM","Tape Measures, Levels and Rulers","1m",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","209429","Wilko Brick Bolster Chisel 225 x 100mm","Wilko","2.2CM","10.0CM","22.5CM","Chisels","225x100mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","209430","Wilko Cold Chisel 12mm","Wilko","1.0CM","1.3CM","15.0CM","Chisels","12mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","244530","Wilko Ruler and Level 600mm","Wilko","4.3CM","6.0CM","61.5CM","Tape Measures, Levels and Rulers","600mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","286614","Wilko Pliers Mini Set 3piece","Wilko","1.6CM","6.0CM","14.6CM","Pliers, Spanners and Wrenches","3Piece",NA,"3pcs",NA,NA,NA,NA,NA,1
"DIY","TOO","286625","Wilko Screwdriver Pozi No 1 100mm","Wilko","3.2CM","3.5CM","21.0CM","Screwdrivers","100mm, No 1",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","286626","Wilko Screwdriver Pozi No 2 100mm","Wilko","3.2CM","3.5CM","21.0CM","Screwdrivers","100mm, No 2",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","286627","Wilko Screwdriver Pozi No.3 150mm","Wilko","3.3CM","3.3CM","25.5CM","Screwdrivers","150mm, No 3",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","286632","Wilko Screwdriver Pozi No 2 38mm","Wilko","3.5CM","3.5CM","10.5CM","Screwdrivers","38mm, No 2",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","286636","Wilko Adjustable Wrench 6in","Wilko","1.6CM","4.8CM","15.8CM","Pliers, Spanners and Wrenches","152mm, 6in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","286637","Wilko Adjustable Wrench 200mm","Wilko","1.7CM","5.9CM","20.5CM","Pliers, Spanners and Wrenches","200mm, 8in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","286638","Wilko Adjustable Wrench 250mm","Wilko","1.8CM","7.0CM","26.0CM","Pliers, Spanners and Wrenches","10in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343376","Wilko Mini Clamp 100mm 2pieces","Wilko","1.5CM","9.0CM","21.0CM","Clamps and Vices","100mm",NA,"2pcs",NA,NA,NA,NA,NA,1
"DIY","TOO","343401","Wilko Sledge Hammer 3Lb","Wilko","4.8CM","10.8CM","26.4CM","Hammers and Mallets","3Lb",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343428","Wilko Aluminium Marking Ruler 800mm","Wilko","2.8CM","8.5CM","80.0CM","Tape Measures, Levels and Rulers","800mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343434","Wilko Wrecking Bar 18in","Wilko","3.0CM","8.5CM","44.5CM","Pliers, Spanners and Wrenches","18in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343440","Wilko Plane Block 175 x 40mm","Wilko","13.3CM","6.5CM","24.5CM","Plaining and Filing","175X40mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343914","Wilko Wood Chisel 1In","Wilko","3.0CM","3.4CM","26.4CM","Chisels","1in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343916","Wilko Aluminum Ruler 300mm","Wilko",".2CM","2.8CM","31.8CM","Tape Measures, Levels and Rulers","300mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343919","Wilko Tape Measure 8m","Wilko","4.8CM","8.5CM","8.5CM","Tape Measures, Levels and Rulers","8m",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","344216","Wilko Junior Hacksaw 6in","Wilko","31.0CM","12.4CM","2.5CM","Saws and Blades","6in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","344221","Wilko Tubular Bow Saw 24in","Wilko","25.5CM","18.0CM","73.0CM","Saws and Blades","24in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","344223","Wilko Hacksaw High Speed Steel Blades 12in","Wilko",".1CM","1.0CM","31.5CM","Saws and Blades","12in",NA,"1pk",NA,NA,NA,NA,NA,1
"DIY","TOO","344225","Wilko Coping Saw Blade 165mm","Wilko",".5CM",".4CM","17.0CM","Saws and Blades","165mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","344227","Wilko Hacksaw Inland Blade 6In","Wilko",".6CM",".6CM","15.2CM","Saws and Blades","6in",NA,"1pk",NA,NA,NA,NA,NA,1
"DIY","TOO","344228","Wilko Hacksaw Blades 12in","Wilko","16.5CM","13.5CM","43.0CM","Saws and Blades","12in",NA,"1pk",NA,NA,NA,NA,NA,1
"DIY","TOO","344236","Wilko Tenon Saw Soft Grip Handle 250mm","Wilko","3.0CM","14.5CM","46.0CM","Saws and Blades","250mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","344238","Wilko Hand Saw Soft Grip Handle 550mm","Wilko","3.0CM","14.5CM","66.2CM","Saws and Blades","550mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","345086","Wilko Soldering Iron 30W 230V","Wilko","23.0CM","3.2CM","3.2CM","Soldering","30w",NA,"1",NA,NA,"30W 230V",NA,NA,1
"DIY","TOO","345350","Wilko G Clamp Quick Release 4in","Wilko","3.5CM","10.5CM","21.5CM","Clamps and Vices","4in",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343529","Wilko Best Screwdriver Pozi  1 x 100mm","Wilko Best",".5CM","3.3CM","20.0CM","Screwdrivers","1X100mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","344245","Wilko Best Hand Saw Aluminium Handle  550mm","Wilko Best","2.5CM","13.0CM","66.2CM","Saws and Blades","550mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","209131","Wilko Functional Metric Allen Key 8piece","Wilko Functional",".5CM","8.5CM","17.0CM","Allen, Chuck and Hex Keys","1.5- 6mm",NA,"8pcs",NA,NA,NA,NA,NA,1
"DIY","TOO","343449","Wilko Functional Screwdriver 6 x 100mm","Wilko Functional","2.2CM","2.2CM","19.2CM","Screwdrivers","6X100mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343450","Wilko Functional Screwdriver Pozi  1 x 100mm","Wilko Functional","1.8CM","1.8CM","17.7CM","Screwdrivers","1X100mm",NA,"1",NA,NA,NA,NA,NA,1
"DIY","TOO","343451","Wilko Functional Screwdriver Pozi 2 x 100mm","Wilko Functional","2.0CM","2.0CM","19.0CM","Screwdrivers","2X100mm",NA,"1",NA,NA,NA,NA,NA,1
